timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
556752153,556744037,35,4,1,0,0,0,3,0,0,0,0,0,0,0
557752863,557744057,35,4,1,0,0,0,3,0,0,0,0,0,0,0
558760138,558752037,35,4,1,0,0,0,3,0,0,0,0,0,0,0
559760681,559752037,35,4,1,0,0,0,3,0,0,0,0,0,0,0
560768108,560760037,35,4,1,0,0,0,3,0,0,0,0,0,0,0
561776197,561768037,35,4,1,0,0,0,3,0,0,0,0,0,0,0
562784105,562776040,35,4,1,0,0,0,3,0,0,0,0,0,0,0
563784124,563772037,35,4,1,0,0,0,3,0,0,0,0,0,0,0
564792128,564780977,35,4,1,0,0,0,3,0,0,0,0,0,0,0
565800105,565789661,35,4,1,0,0,0,3,0,0,0,0,0,0,0
566808109,566796037,35,4,1,0,0,0,3,0,0,0,0,0,0,0
567812765,567804049,35,4,1,0,0,0,3,0,0,0,0,0,0,0
