timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
1728055156,1728044671,63,1,1,3,0,0,3,0,0,0,0,0,0,0
1729063391,1729051173,63,1,1,3,0,0,3,0,0,0,0,0,0,0
1730071882,1730059174,63,1,1,3,0,0,3,0,0,0,0,0,0,0
1731075748,1731067405,63,1,1,3,0,0,3,0,0,0,0,0,0,0
1732087159,1732075188,63,1,1,3,0,0,3,0,0,0,0,0,0,0
1733095167,1733083543,63,1,1,3,0,0,3,0,0,0,0,0,0,0
1734103201,1734091194,63,1,1,3,0,0,3,0,0,0,0,0,0,0
1734607189,1734595163,64,1,1,3,0,0,1,0,0,0,0,0,0,0
1735616055,1735603207,64,1,1,3,0,0,1,0,0,0,0,0,0,0
1736623152,1736611262,64,1,1,3,0,0,1,0,0,0,0,0,0,0
1737631362,1737619170,64,1,1,3,0,0,1,0,0,0,0,0,0,0
1738639151,1738627270,64,1,1,3,0,0,1,0,0,0,0,0,0,0
