timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
717685119,717684806,0.076926984,0.072080836,0.001666328,0.001,0.0,0.0,0.0,-1.0
717735052,717734746,0.07689872,0.07192494,0.0022879431,0.001,0.0,0.0,0.0,-1.0
717788761,717788437,0.07664269,0.072461344,0.0017428999,0.001,0.0,0.0,0.0,-1.0
717837496,717837135,0.07712581,0.071640626,0.001917374,0.001,0.0,0.0,0.0,-1.0
717886135,717885827,0.07814026,0.07198804,0.00044729636,0.001,0.0,0.0,0.0,-1.0
717934828,717934523,0.07677409,0.07237521,0.013727687,0.001,0.0,0.0,0.0,-1.0
717987282,717986967,0.085659936,0.07242738,-0.009212349,0.001,0.0,0.0,0.0,-1.0
718037233,718036911,0.08098161,0.066684164,0.009916387,0.001,0.0,0.0,0.0,-1.0
718085913,718085604,0.0892406,0.065588415,-0.0032893324,0.001,0.0,0.0,0.0,-1.0
718138371,718138051,0.09767921,0.06587619,-0.0040067006,0.001,0.0,0.0,0.0,-1.0
718187048,718186741,0.10470789,0.06588039,-0.0011336164,0.001,0.0,0.0,0.0,-1.0
718235741,718235436,0.11138948,0.058349766,0.0014018854,0.001,0.0,0.0,0.0,-1.0
718285716,718285400,0.10079862,0.055048477,0.0013121524,0.001,0.0,0.0,0.0,-1.0
718338130,718337821,0.08628034,0.062978745,-0.00023691115,0.001,0.0,0.0,0.0,-1.0
718386822,718386517,0.08724181,0.074230246,0.004625098,0.001,0.0,0.0,0.0,-1.0
718435518,718435212,0.0722775,0.069235966,0.009381937,0.001,0.0,0.0,0.0,-1.0
718487957,718487652,0.07165057,0.07775544,0.0026090944,0.001,0.0,0.0,0.0,-1.0
718536666,718536347,0.06291016,0.070984565,0.0069420454,0.001,0.0,0.0,0.0,-1.0
718586592,718586291,0.07374428,0.061987724,0.0048203515,0.001,0.0,0.0,0.0,-1.0
718635294,718634987,0.0698999,0.081525035,-0.0014575331,0.001,0.0,0.0,0.0,-1.0
718687730,718687428,0.058980312,0.06969714,0.007115466,0.001,0.0,0.0,0.0,-1.0
718736430,718736123,0.07465627,0.06614866,0.0014429506,0.001,0.0,0.0,0.0,-1.0
718785126,718784818,0.0677545,0.07459379,0.001566348,0.001,0.0,0.0,0.0,-1.0
718837561,718837260,0.07747384,0.06857345,-0.00021647467,0.001,0.0,0.0,0.0,-1.0
718887510,718887203,0.07306152,0.07851899,0.0044286055,0.001,0.0,0.0,0.0,-1.0
718936198,718935898,0.07337601,0.068380415,-0.0044703917,0.001,0.0,0.0,0.0,-1.0
718984910,718984594,0.06933742,0.06909442,0.0008046298,0.001,0.0,0.0,0.0,-1.0
719037336,719037035,0.0582098,0.07610712,0.0057647964,0.001,0.0,0.0,0.0,-1.0
719086034,719085730,0.067631476,0.074777745,-0.005097468,0.001,0.0,0.0,0.0,-1.0
719135974,719135674,0.06011428,0.06901616,0.008970729,0.001,0.0,0.0,0.0,-1.0
719188423,719188115,0.07835395,0.07391497,-0.003768585,0.001,0.0,0.0,0.0,-1.0
719237117,719236810,0.07907258,0.06344513,-4.4380642e-05,0.001,0.0,0.0,0.0,-1.0
719285806,719285505,0.09890246,0.060444314,-0.0040468434,0.001,0.0,0.0,0.0,-1.0
719335761,719335449,0.10252644,0.073754966,-0.0009399363,0.001,0.0,0.0,0.0,-1.0
719388244,719387890,0.09191377,0.05024984,-0.0005198594,0.001,0.0,0.0,0.0,-1.0
719436890,719436585,0.07924506,0.07421281,0.009931244,0.001,0.0,0.0,0.0,-1.0
719485580,719485280,0.07359147,0.07435819,0.00175678,0.001,0.0,0.0,0.0,-1.0
719538020,719537721,0.0767815,0.06972119,0.0065570325,0.001,0.0,0.0,0.0,-1.0
719586718,719586416,0.062084135,0.07318785,0.010797862,0.001,0.0,0.0,0.0,-1.0
719636679,719636359,0.07638805,0.07174612,-0.003521601,0.001,0.0,0.0,0.0,-1.0
719685355,719685055,0.071942836,0.069185935,0.0069754473,0.001,0.0,0.0,0.0,-1.0
719737796,719737496,0.08676361,0.07286536,-0.005037599,0.001,0.0,0.0,0.0,-1.0
719786492,719786190,0.0758876,0.06672756,0.0025336025,0.001,0.0,0.0,0.0,-1.0
719835185,719834885,0.07640388,0.061991792,0.00640726,0.001,0.0,0.0,0.0,-1.0
719885148,719884829,0.087643266,0.07927898,-0.0019373258,0.001,0.0,0.0,0.0,-1.0
719937636,719937279,0.078751594,0.056670196,0.0025227482,0.001,0.0,0.0,0.0,-1.0
719986266,719985965,0.08262518,0.068767756,0.00020750352,0.001,0.0,0.0,0.0,-1.0
720034959,720034660,0.08319657,0.08465967,0.0030449724,0.001,0.0,0.0,0.0,-1.0
720087414,720087102,0.08020352,0.059353936,-0.0020621233,0.001,0.0,0.0,0.0,-1.0
720136107,720135796,0.073255464,0.073772825,0.0056449072,0.001,0.0,0.0,0.0,-1.0
720186041,720185739,0.08252266,0.06704165,0.00052482716,0.001,0.0,0.0,0.0,-1.0
720238484,720238180,0.07447929,0.0746539,0.004098648,0.001,0.0,0.0,0.0,-1.0
720287175,720286875,0.08612354,0.06682233,0.0002836805,0.001,0.0,0.0,0.0,-1.0
720335873,720335570,0.09860702,0.06574684,-0.0044013667,0.001,0.0,0.0,0.0,-1.0
720384566,720384265,0.08234366,0.065467104,0.0067522842,0.001,0.0,0.0,0.0,-1.0
