timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
94858973,94858743,-0.075636655,0.03582002,-0.00058980327,0.0,0.0,0.0,0.0,-1.0
94860223,94859997,-0.07560262,0.036070798,-0.0006111784,0.0,0.0,0.0,0.0,-1.0
94961700,94961477,-0.07565634,0.03643332,-0.00060192,0.0,0.0,0.0,0.0,-1.0
95059425,95059203,-0.0757803,0.036930356,-0.0006793691,0.0,0.0,0.0,0.0,-1.0
95160907,95160687,-0.07558204,0.036747593,-0.0005564269,0.0,0.0,0.0,0.0,-1.0
95259885,95259666,-0.0754415,0.036110107,-0.00082249346,0.0,0.0,0.0,0.0,-1.0
95361372,95361151,-0.07558881,0.036532853,-0.00058539846,0.0,0.0,0.0,0.0,-1.0
95459106,95458883,-0.07545279,0.036480308,-0.0005698033,0.0,0.0,0.0,0.0,-1.0
95560584,95560362,-0.07586932,0.03693059,-0.0005843817,0.0,0.0,0.0,0.0,-1.0
95662065,95661845,-0.07531748,0.036928136,-0.0007271734,0.0,0.0,0.0,0.0,-1.0
95759802,95759572,-0.0758845,0.03659205,-0.0004119441,0.0,0.0,0.0,0.0,-1.0
95863794,95863565,-0.07585772,0.036085237,-0.0008491509,0.0,0.0,0.0,0.0,-1.0
95958998,95958782,-0.075704426,0.036749635,-0.0008177257,0.0,0.0,0.0,0.0,-1.0
96060491,96060267,-0.07603475,0.03650273,-0.0005932736,0.0,0.0,0.0,0.0,-1.0
96159461,96159245,-0.0758135,0.036438104,-0.0005969513,0.0,0.0,0.0,0.0,-1.0
96260957,96260734,-0.075954355,0.03678261,-0.0006992023,0.0,0.0,0.0,0.0,-1.0
96362436,96362215,-0.07616622,0.0368596,-0.00052134943,0.0,0.0,0.0,0.0,-1.0
96460163,96459940,-0.075987674,0.036815878,-0.0005258213,0.0,0.0,0.0,0.0,-1.0
96561646,96561425,-0.07611683,0.036853425,-0.0005597978,0.0,0.0,0.0,0.0,-1.0
96659374,96659151,-0.07547511,0.036668327,-0.0005801555,0.0,0.0,0.0,0.0,-1.0
96760854,96760636,-0.07552756,0.036701143,-0.0006854617,0.0,0.0,0.0,0.0,-1.0
96858585,96858362,-0.07634381,0.036764126,-0.0006523895,0.0,0.0,0.0,0.0,-1.0
96960081,96959858,-0.07527907,0.036482267,-0.00068800757,0.0,0.0,0.0,0.0,-1.0
97061549,97061331,-0.07598466,0.036760658,-0.0005118179,0.0,0.0,0.0,0.0,-1.0
97160548,97160310,-0.07596265,0.036824737,-0.0008101227,0.0,0.0,0.0,0.0,-1.0
97262017,97261794,-0.07633599,0.037112206,-0.00062963844,0.0,0.0,0.0,0.0,-1.0
97359753,97359520,-0.07600199,0.037155975,-0.00045286896,0.0,0.0,0.0,0.0,-1.0
97461230,97461006,-0.076043546,0.037047345,-0.00058274175,0.0,0.0,0.0,0.0,-1.0
97558962,97558737,-0.075993456,0.036755722,-0.0005920347,0.0,0.0,0.0,0.0,-1.0
97660447,97660218,-0.07596909,0.03732504,-0.00053023326,0.0,0.0,0.0,0.0,-1.0
97761933,97761703,-0.07559138,0.03689326,-0.000721976,0.0,0.0,0.0,0.0,-1.0
97859647,97859426,-0.07646363,0.037471652,-0.00063841924,0.0,0.0,0.0,0.0,-1.0
97961139,97960911,-0.07581197,0.036867987,-0.00075338397,0.0,0.0,0.0,0.0,-1.0
98060120,98059889,-0.07624638,0.037572097,-0.0005304885,0.0,0.0,0.0,0.0,-1.0
98160352,98160121,-0.07628403,0.03729004,-0.00044727093,0.0,0.0,0.0,0.0,-1.0
98259323,98259100,-0.07551402,0.03807424,-0.00056071935,0.0,0.0,0.0,0.0,-1.0
98360821,98360600,-0.07546,0.037426993,-0.0005788566,0.0,0.0,0.0,0.0,-1.0
98462304,98462072,-0.075628154,0.037240617,-0.0006029659,0.0,0.0,0.0,0.0,-1.0
98560019,98559798,-0.0757026,0.036970396,-0.0006644004,0.0,0.0,0.0,0.0,-1.0
98661500,98661280,-0.07552782,0.03762947,-0.000814714,0.0,0.0,0.0,0.0,-1.0
98759228,98759008,-0.07534191,0.03769946,-0.0006989599,0.0,0.0,0.0,0.0,-1.0
98860708,98860491,-0.07570135,0.03756356,-0.00059659686,0.0,0.0,0.0,0.0,-1.0
98958438,98958216,-0.0759859,0.037533063,-0.0005933065,0.0,0.0,0.0,0.0,-1.0
99059932,99059701,-0.075296044,0.03768241,-0.0005097524,0.0,0.0,0.0,0.0,-1.0
99161411,99161186,-0.07537076,0.03728778,-0.00064232264,0.0,0.0,0.0,0.0,-1.0
99260382,99260165,-0.07607049,0.038073335,-0.0005688088,0.0,0.0,0.0,0.0,-1.0
99361870,99361649,-0.07576532,0.03772341,-0.000600544,0.0,0.0,0.0,0.0,-1.0
99459599,99459376,-0.076102056,0.038194552,-0.0006472783,0.0,0.0,0.0,0.0,-1.0
99561080,99560860,-0.07546955,0.037617452,-0.0005464443,0.0,0.0,0.0,0.0,-1.0
99658809,99658586,-0.07590223,0.037936542,-0.0007847532,0.0,0.0,0.0,0.0,-1.0
99760291,99760071,-0.07596034,0.038210023,-0.00069918565,0.0,0.0,0.0,0.0,-1.0
99861783,99861556,-0.07620198,0.03781597,-0.00069210044,0.0,0.0,0.0,0.0,-1.0
