timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
28658175,28657856,-0.056914337,0.029830752,-0.0005637207,0.0,0.0,0.0,0.0,-1.0
28709372,28709055,-0.05640375,0.029580783,-0.0010030302,0.0,0.0,0.0,0.0,-1.0
28761810,28761504,-0.056958947,0.029465215,-0.0011035337,0.0,0.0,0.0,0.0,-1.0
28810533,28810207,-0.05699671,0.029504463,-0.0009014878,0.0,0.0,0.0,0.0,-1.0
28860480,28860159,-0.05679648,0.02906273,-0.0009385845,0.0,0.0,0.0,0.0,-1.0
28909168,28908862,-0.056334067,0.029247716,-0.011174446,0.0,0.0,0.0,0.0,-1.0
28961631,28961314,-0.054980826,0.026696894,0.02719087,0.0,0.0,0.0,0.0,-1.0
29010329,29010014,-0.062854685,0.028216299,-0.0096821785,0.0,0.0,0.0,0.0,-1.0
29059026,29058717,-0.054306794,0.034148935,-0.011151055,0.0,0.0,0.0,0.0,-1.0
29111479,29111166,-0.05562332,0.025615364,0.008352117,0.0,0.0,0.0,0.0,-1.0
29161464,29161121,-0.059328754,0.03045067,-0.0075307046,0.0,0.0,0.0,0.0,-1.0
29210137,29209821,-0.05283008,0.034269206,0.0019120369,0.0,0.0,0.0,0.0,-1.0
29258830,29258524,-0.05561614,0.029077444,-0.0018018935,0.0,0.0,0.0,0.0,-1.0
29311287,29310978,-0.055825315,0.026062092,-0.0014668837,0.0,0.0,0.0,0.0,-1.0
29359991,29359676,-0.045514647,0.030253807,-0.0041987146,0.0,0.0,0.0,0.0,-1.0
29409958,29409628,-0.056292273,0.033145353,0.004209454,0.0,0.0,0.0,0.0,-1.0
29462390,29462076,-0.04492145,0.032526057,-0.008540494,0.0,0.0,0.0,0.0,-1.0
29511087,29510779,-0.05531364,0.022111481,-0.00023252756,0.0,0.0,0.0,0.0,-1.0
29559784,29559483,-0.06608046,0.033163805,0.0021654072,0.0,0.0,0.0,0.0,-1.0
29608494,29608185,-0.051017836,0.035144646,0.0005991229,0.0,0.0,0.0,0.0,-1.0
29660948,29660635,-0.060589172,0.025204757,-0.002913569,0.0,0.0,0.0,0.0,-1.0
29710915,29710590,-0.05141603,0.03365228,0.0029201978,0.0,0.0,0.0,0.0,-1.0
29759591,29759289,-0.06335838,0.03198313,0.00035076492,0.0,0.0,0.0,0.0,-1.0
29812043,29811741,-0.053848546,0.030928941,-0.0024899878,0.0,0.0,0.0,0.0,-1.0
29860743,29860442,-0.05683591,0.030721929,0.0036540714,0.0,0.0,0.0,0.0,-1.0
29909469,29909145,-0.053427223,0.029481553,0.001714469,0.0,0.0,0.0,0.0,-1.0
29959409,29959096,-0.05207965,0.03213187,-0.005121671,0.0,0.0,0.0,0.0,-1.0
30011871,30011546,-0.054406524,0.027182026,-0.001068709,0.0,0.0,0.0,0.0,-1.0
30060551,30060249,-0.045303788,0.03661218,-0.00022205978,0.0,0.0,0.0,0.0,-1.0
30109253,30108952,-0.054866772,0.02155632,-0.0045351456,0.0,0.0,0.0,0.0,-1.0
30161720,30161401,-0.048147194,0.03325318,0.004240967,0.0,0.0,0.0,0.0,-1.0
30210414,30210104,-0.058534116,0.03063781,-0.0016087773,0.0,0.0,0.0,0.0,-1.0
30260368,30260056,-0.045058068,0.025708403,-0.0007360098,0.03254438,0.0,0.0,0.0,-1.0
30309064,30308759,-0.056909632,0.036111,-0.00095359294,0.03353057,0.0,0.0,0.0,-1.0
30361518,30361208,-0.058615573,0.031012796,-0.0042043733,0.034516767,0.0,0.0,0.0,-1.0
30410229,30409922,-0.065037504,0.034115378,0.00422436,0.034516767,0.0,0.0,0.0,-1.0
30458917,30458614,-0.05405541,0.029895993,0.0006935331,0.034516767,0.0,0.0,0.0,-1.0
30511366,30511064,-0.05035145,0.034760863,0.0044370834,0.03550296,0.0,0.0,0.0,-1.0
