timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
29530312,29529895,3801098,0.15227123,-0.5013458,-9.904813,42.28274,0,0,0,0,5
30533081,30532673,3801098,-0.62871736,-0.97491896,-12.200373,42.47858,0,0,0,0,5
31530872,31530460,3801098,-0.5861006,-3.359065,-11.084196,42.28274,0,0,0,0,5
32532408,32531992,3801098,-0.9504981,-3.9557002,-8.8341255,42.28274,0,0,0,0,5
33532679,33532275,3801098,-0.6746861,2.2103271,-12.228624,42.429623,0,0,0,0,5
34530473,34530059,3801098,0.45154646,-0.6751649,-11.420342,42.233784,0,0,0,0,5
35532000,35531589,3801098,-2.7993007,-2.1945252,-9.552386,42.28274,0,0,0,0,5
36532276,36531869,3801098,1.5605407,-7.0830064,-15.142368,42.331703,0,0,0,0,5
37533732,37533397,3801098,0.18818426,0.19201498,-8.938992,42.28274,0,0,0,0,5
38531583,38531178,3801098,-3.965277,-0.88441813,-8.050264,42.28274,0,0,0,0,5
39531895,39531463,3801098,-0.26623523,-2.8261156,-9.6476755,42.28274,0,0,0,0,5
40534638,40534236,3801098,-0.022505496,-2.4387338,-11.096168,42.331703,0,0,0,0,5
41529942,41529527,3801098,-0.1412579,-2.414313,-9.564357,42.28274,0,0,0,0,5
42531525,42531083,3801098,-0.08762778,-2.3942018,-9.547119,42.331703,0,0,0,0,5
43533003,43532587,3801098,-0.09481039,-2.3831885,-9.585905,42.135864,0,0,0,0,5
44530810,44530394,3801098,-0.12832922,-2.3228545,-9.53419,42.52754,0,0,0,0,5
