timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
382537703,382537277,3801098,0.7493851,-0.3701436,-9.762118,39.051407,0,0,0,0,5
383541601,383541201,3801098,-0.009576807,1.1822568,-11.533828,39.00245,0,0,0,0,5
384538045,384537635,3801098,-3.2561142,-0.8173805,-8.443871,39.00245,0,0,0,0,5
385539470,385539062,3801098,5.3519983,-8.184818,-12.231019,38.90453,0,0,0,0,5
386539642,386539240,3801098,-12.194627,13.209768,-21.023964,39.051407,0,0,0,0,5
387542321,387541916,3801098,4.4963107,29.152279,-24.74599,39.00245,0,0,0,0,5
388538771,388538349,3801098,7.7533827,8.275319,-6.2402472,38.855568,0,0,0,0,5
389538935,389538529,3801098,6.889076,6.39204,8.537245,39.198288,0,0,0,0,5
390540360,390539958,3801098,4.8841715,23.724144,-23.20173,39.10037,0,0,0,0,5
391538045,391537640,3801098,-8.237491,-3.8790855,-7.530722,39.00245,0,0,0,0,5
392538224,392537820,3801098,-7.3525934,-6.147831,-4.5039725,39.051407,0,0,0,0,5
393539653,393539250,3801098,4.568616,-9.745837,-11.211089,39.10037,0,0,0,0,5
394541081,394540679,3801098,-23.429659,3.5587413,-5.135563,39.247246,0,0,0,0,5
395538770,395538362,3801098,3.7919366,16.168045,-12.894691,39.10037,0,0,0,0,5
396538949,396538543,3801098,7.063853,0.14987703,-20.590614,39.198288,0,0,0,0,5
397545372,397544969,3801098,-4.77739,-7.7754097,-15.134228,39.394127,0,0,0,0,5
398538065,398537658,3801098,2.0441694,11.268071,-6.7286644,38.75765,0,0,0,0,5
399538244,399537840,3801098,7.1198773,-4.406768,-7.78355,39.198288,0,0,0,0,5
400539672,400539269,3801098,-6.0846243,1.6893487,-21.714931,39.198288,0,0,0,0,5
401537355,401536954,3801098,-18.983625,14.546212,-20.483353,39.247246,0,0,0,0,5
402538799,402538391,3801098,-13.764266,-13.0914955,-29.602388,39.051407,0,0,0,0,5
403538981,403538569,3801098,-2.3989902,29.777166,-27.7148,39.247246,0,0,0,0,5
404540430,404540001,3801098,16.767073,-0.8413225,-19.707632,39.10037,0,0,0,0,5
405538088,405537687,3801098,23.411463,23.413378,-7.0102224,39.00245,0,0,0,0,5
406538271,406537869,3801098,-3.965277,5.131732,-5.365406,39.296207,0,0,0,0,5
407539700,407539297,3801098,0.4711789,1.0266337,-9.395805,39.198288,0,0,0,0,5
408541128,408540727,3801098,0.58945245,1.5725117,-9.781751,39.10037,0,0,0,0,5
409538822,409538413,3801098,0.53103393,1.6136919,-9.677363,39.247246,0,0,0,0,5
