timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
167343491,167343066,3801098,-0.14460978,0.17477673,-9.849267,42.821297,0,0,0,0,5
168346266,168345865,3801098,-0.11013328,0.1733402,-5.5224657,42.821297,0,0,0,0,5
169345299,169344898,3801098,3.3423057,1.5394717,-9.732909,42.52754,0,0,0,0,5
170344334,170343933,3801098,0.11971009,2.0049045,-10.780132,42.47858,0,0,0,0,5
171345874,171345465,3801098,-0.65936315,-2.1576545,-10.549332,42.429623,0,0,0,0,5
172347419,172347004,3801098,-0.86957407,0.4118027,-9.258378,42.233784,0,0,0,0,5
173343935,173343525,3801098,-0.79343843,-5.0871997,-19.238369,42.233784,0,0,0,0,5
174345459,174345048,3801098,0.79439616,-7.3731837,-3.5252225,42.331703,0,0,0,0,5
175344492,175344077,3801098,13.298833,2.387977,-7.3324823,42.233784,0,0,0,0,5
176343525,176343105,3801098,5.54545,5.8562174,-8.423759,42.135864,0,0,0,0,5
177345052,177344630,3801098,-17.615578,-9.258378,0.57748145,42.086903,0,0,0,0,5
178346562,178346153,3801098,6.7655354,-15.37269,-8.32847,42.135864,0,0,0,0,5
179346830,179346428,3801098,11.947545,-2.8821402,-7.743806,42.086903,0,0,0,0,5
180344613,180344205,3801098,16.12447,11.829272,-1.0793061,42.331703,0,0,0,0,5
181344894,181344477,3801098,-4.798938,16.220238,-18.894562,41.940025,0,0,0,0,5
182346414,182345996,3801098,2.1672313,-4.14149,8.206366,41.988983,0,0,0,0,5
183344188,183343766,3801098,-0.4879383,27.990612,-8.493191,41.940025,0,0,0,0,5
184345671,184345266,3801098,11.185231,-15.010687,-1.8478448,41.548347,0,0,0,0,5
185345921,185345513,3801098,17.942627,-20.895636,-26.280674,41.25459,0,0,0,0,5
186343660,186343258,3801098,-0.05267244,-4.8477798,1.4264654,41.15667,0,0,0,0,5
187343903,187343497,3801098,-13.513832,-19.763657,3.1718385,41.05875,0,0,0,0,5
188345391,188344981,3801098,3.8752549,-2.450226,-13.375447,40.520195,0,0,0,0,5
189346860,189346454,3801098,-4.5422797,-16.14937,-12.700282,40.667076,0,0,0,0,5
190344591,190344189,3801098,-3.0492554,3.7991192,-18.508137,40.520195,0,0,0,0,5
191344825,191344423,3801098,14.6156435,-1.4010868,-21.298819,40.618114,0,0,0,0,5
192346306,192345903,3801098,6.604166,16.85518,-14.364732,40.716034,0,0,0,0,5
193346542,193346134,3801098,8.463024,-5.344337,-9.076898,40.813953,0,0,0,0,5
194344267,194343864,3801098,9.020394,-13.575124,5.267244,40.520195,0,0,0,0,5
195345741,195345339,3801098,8.429505,-11.332235,-5.925649,40.667076,0,0,0,0,5
196345976,196345564,3801098,-5.2825665,-4.4556093,-13.725959,40.373318,0,0,0,0,5
197343693,197343291,3801098,-6.604166,5.1599836,-9.732909,40.618114,0,0,0,0,5
198345169,198344764,3801098,17.694588,-0.8686164,-10.815088,40.520195,0,0,0,0,5
199345398,199344989,3801098,-6.994421,-8.693346,-6.514144,40.667076,0,0,0,0,5
200344367,200343965,3801098,3.8910565,-5.6517525,17.48294,40.373318,0,0,0,0,5
201344594,201344187,3801098,12.529816,12.565728,-17.878462,40.520195,0,0,0,0,5
202344823,202344409,3801098,-17.690277,-10.665689,-6.1823077,40.324356,0,0,0,0,5
203346282,203345880,3801098,-5.7475204,-14.30775,12.586798,40.324356,0,0,0,0,5
204345265,204344853,3801098,-10.04224,-12.93252,-14.689385,40.471237,0,0,0,0,5
205345478,205345070,3801098,-6.11527,-12.903311,7.8323917,40.17748,0,0,0,0,5
206345696,206345287,3801098,-1.8488026,-6.360915,-6.295793,40.17748,0,0,0,0,5
207347155,207346754,3801098,-12.013146,-9.263645,-6.7640986,40.324356,0,0,0,0,5
208346125,208345724,3801098,6.8651342,5.827487,-2.6312277,40.324356,0,0,0,0,5
209345101,209344696,3801098,6.295314,7.8802757,-25.799917,40.618114,0,0,0,0,5
210344072,210343660,3801098,7.9166675,4.279396,-10.517728,40.12852,0,0,0,0,5
211344275,211343873,3801098,-4.993826,-5.4865527,-0.55832785,39.98164,0,0,0,0,5
212344505,212344087,3801098,-4.258327,-0.0047884034,-8.521442,40.2754,0,0,0,0,5
213345953,213345549,3801098,-4.2295966,-9.070673,-5.884469,40.324356,0,0,0,0,5
214344932,214344514,3801098,-1.6089035,-20.881748,-5.1446605,40.17748,0,0,0,0,5
215343883,215343476,3801098,-23.502441,27.906815,-22.529917,40.17748,0,0,0,0,5
216345342,216344935,3801098,9.569145,-13.261004,-8.595184,39.932682,0,0,0,0,5
217346798,217346396,3801098,-10.315658,-35.570175,-21.904552,39.932682,0,0,0,0,5
218344516,218344106,3801098,14.901511,6.5160594,-0.40462008,39.932682,0,0,0,0,5
