timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2]
1686537243,1686536983,3932170,0.17717093,-0.21260512,-9.879913,48.157894,0,0,0,0
1686538476,1686538232,3932170,0.19776106,-0.22266077,-9.948387,48.157894,0,0,0,0
1687542368,1687542116,3932170,0.22122423,-0.2030283,-9.907207,47.913097,0,0,0,0
1688541211,1688540964,3932170,0.22936453,-0.18004398,-9.90194,47.52142,0,0,0,0
1689538817,1689538569,3932170,0.24037786,-0.22649148,-9.883744,48.011017,0,0,0,0
1690538921,1690538681,3932170,0.2135628,-0.24947582,-9.866984,47.71726,0,0,0,0
1691540310,1691540052,3932170,0.31172505,-0.40031052,-9.921094,47.913097,0,0,0,0
1692537897,1692537649,3932170,0.8987833,-1.9244593,-12.520238,47.47246,0,0,0,0
1693539264,1693539018,3932170,0.6411673,2.1844697,-12.253046,47.71726,0,0,0,0
1694539371,1694539122,3932170,-1.0151415,-0.54061073,-11.630553,47.71726,0,0,0,0
1695540745,1695540483,3932170,-1.5638926,4.0232167,-10.33098,47.61934,0,0,0,0
1696538331,1696538083,3932170,3.0842109,0.015801731,0.02873042,47.6683,0,0,0,0
1697539699,1697539444,3932170,-2.7495012,-0.4975151,13.767617,47.61934,0,0,0,0
1698539801,1698539550,3932170,0.36152446,-2.1825542,1.2234371,47.52142,0,0,0,0
1699537394,1699537150,3932170,9.477687,-8.937077,-9.217676,47.815178,0,0,0,0
1700538768,1700538510,3932170,-2.0685902,-6.828742,2.8160603,47.52142,0,0,0,0
1701540169,1701539920,3932170,-2.477041,1.3283031,-25.682602,47.913097,0,0,0,0
1702540221,1702539973,3932170,9.898587,-21.681412,-31.567549,47.6683,0,0,0,0
1703537817,1703537571,3932170,4.661511,11.528081,7.866868,47.71726,0,0,0,0
1704539179,1704538928,3932170,14.7554655,20.93442,19.95615,47.52142,0,0,0,0
1705540529,1705540284,3932170,-10.2649,11.138306,-9.330204,47.47246,0,0,0,0
1706538130,1706537881,3932170,5.6953273,10.284054,-11.484985,47.52142,0,0,0,0
1707538230,1707537983,3932170,-21.45875,3.4150894,-4.8932695,47.61934,0,0,0,0
1708539596,1708539339,3932170,12.531252,8.754638,-14.917314,47.32558,0,0,0,0
1709540937,1709540691,3932170,3.5075054,-3.5075054,-28.413906,47.52142,0,0,0,0
1710538533,1710538285,3932170,-20.069637,8.950484,1.1334151,47.52142,0,0,0,0
1711538626,1711538385,3932170,5.6239796,-7.726089,3.7885847,47.47246,0,0,0,0
1712541241,1712540991,3932170,-2.465549,1.6323667,-12.338758,47.178703,0,0,0,0
1713537578,1713537330,3932170,10.375033,1.8799272,-20.293253,47.52142,0,0,0,0
1714538931,1714538682,3932170,-13.992672,0.82599956,8.743625,47.276623,0,0,0,0
1715540274,1715540032,3932170,-12.3976555,4.945942,13.551661,47.52142,0,0,0,0
1716541624,1716541382,3932170,-10.477027,4.6777916,-3.3130965,47.32558,0,0,0,0
1717537969,1717537719,3932170,-6.5629854,5.7776875,8.604282,47.178703,0,0,0,0
1718539323,1718539069,3932170,0.41132385,6.6123066,-13.220304,47.178703,0,0,0,0
1719540672,1719540418,3932170,-2.5445576,-4.9832916,-12.402444,47.276623,0,0,0,0
1720538251,1720538009,3932170,5.852387,7.965509,-21.59139,47.276623,0,0,0,0
1721538348,1721538100,3932170,1.2555194,-1.9962853,-22.800941,47.374542,0,0,0,0
1722539693,1722539448,3932170,16.532442,-3.9810786,-11.548192,47.276623,0,0,0,0
1723541042,1723540795,3932170,18.412848,12.65575,-15.210843,47.12974,0,0,0,0
1724538656,1724538413,3932170,-5.2595825,4.234864,-8.717288,47.080784,0,0,0,0
1725539974,1725539727,3932170,-1.6266207,-0.48123455,-9.715671,47.374542,0,0,0,0
1726540070,1726539819,3932170,-0.4309563,-0.41611227,-9.928755,47.276623,0,0,0,0
1727537652,1727537404,3932170,-0.3643975,-0.5904102,-9.928755,47.276623,0,0,0,0
1728538998,1728538751,3932170,-0.31986538,-0.6181829,-9.851183,47.12974,0,0,0,0
1729539095,1729538839,3932170,-0.33566707,-0.6244078,-9.88135,46.982864,0,0,0,0
