timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2]
94850221,94849971,3932170,-0.077093296,0.37301663,-9.906729,37.778458,0,0,0,0
94851480,94851224,3932170,-0.16184804,0.39025488,-9.857886,37.778458,0,0,0,0
95855054,95854791,3932170,-0.14413095,0.39264908,-9.95126,37.63158,0,0,0,0
96851085,96850844,3932170,-0.09528922,0.39408562,-9.96371,37.68054,0,0,0,0
97850908,97850656,3932170,-0.090979666,0.40414125,-9.921094,37.58262,0,0,0,0
98851970,98851720,3932170,-0.088585466,0.4295198,-9.929234,37.925335,0,0,0,0
99853033,99852788,3932170,-0.12210429,0.37062243,-9.890448,37.82742,0,0,0,0
100850336,100850092,3932170,-0.12593502,0.39312792,-9.949345,37.778458,0,0,0,0
101851399,101851158,3932170,-0.15562311,0.33901897,-9.915826,37.4847,0,0,0,0
102852478,102852225,3932170,-0.10103531,0.35290536,-9.912475,37.63158,0,0,0,0
103851026,103850783,3932170,-0.111090966,0.35290536,-9.921094,37.778458,0,0,0,0
104850840,104850595,3932170,-0.11540052,0.36152446,-9.929712,37.82742,0,0,0,0
105851914,105851662,3932170,-0.08906431,0.38833952,-9.918699,37.63158,0,0,0,0
