timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
19625928,19625525,3801098,0.78290397,-0.33806127,-8.898769,43.55569,0,0,0,0,5
20625006,20624582,3801098,1.7592595,2.1849484,-9.100361,43.310894,0,0,0,0,5
21626548,21626133,3801098,-0.07182605,-0.24516626,-12.259749,42.968178,0,0,0,0,5
22626835,22626431,3801098,-1.2555194,3.5161247,-6.7219605,43.017136,0,0,0,0,5
23624642,23624233,3801098,0.28538886,1.9388245,-8.052179,43.066097,0,0,0,0,5
24626186,24625783,3801098,4.696466,5.7116075,-11.079408,42.968178,0,0,0,0,5
25626498,25626081,3801098,-5.8054605,1.9814414,-10.234255,42.968178,0,0,0,0,5
26624284,26623881,3801098,3.7363913,7.0020823,-19.777063,42.821297,0,0,0,0,5
27625844,27625428,3801098,0.31890768,6.1957154,3.60471,42.821297,0,0,0,0,5
28626134,28625724,3801098,4.426879,-24.41224,1.8942924,42.77234,0,0,0,0,5
29627671,29627269,3801098,-8.621041,10.341993,-20.304268,42.968178,0,0,0,0,5
30625476,30625067,3801098,-4.9306192,7.02363,-18.296011,42.87026,0,0,0,0,5
31625771,31625362,3801098,-3.7507565,-14.754508,-16.007154,42.67442,0,0,0,0,5
32627311,32626907,3801098,3.1517272,0.5315128,-7.06098,43.066097,0,0,0,0,5
33623861,33623453,3801098,-19.759346,-6.468654,-11.307336,42.67442,0,0,0,0,5
34625404,34624993,3801098,-3.8584955,-39.687244,-4.707958,43.017136,0,0,0,0,5
35624458,35624047,3801098,-4.9210424,12.2559185,-17.70225,42.87026,0,0,0,0,5
36624728,36624325,3801098,6.5696898,11.489295,-20.430681,42.625458,0,0,0,0,5
37625044,37624618,3801098,-4.0955215,-2.525404,-12.061988,42.52754,0,0,0,0,5
38626563,38626152,3801098,-2.8864496,-5.086242,-21.543507,42.67442,0,0,0,0,5
39626855,39626446,3801098,-3.1775846,-9.160215,-13.295002,42.625458,0,0,0,0,5
40625883,40625475,3801098,-0.86095494,3.9001546,-8.371566,42.47858,0,0,0,0,5
41624929,41624509,3801098,-4.841076,11.920252,-8.916007,42.28274,0,0,0,0,5
42626453,42626037,3801098,-6.6688094,-2.6657043,-17.603607,42.47858,0,0,0,0,5
43626720,43626317,3801098,9.654858,2.0178332,-3.3672054,42.331703,0,0,0,0,5
44624520,44624099,3801098,26.916094,7.639898,-6.297708,42.086903,0,0,0,0,5
45626031,45625625,3801098,5.1566315,-2.9103916,1.5600618,42.28274,0,0,0,0,5
46626318,46625905,3801098,-5.507143,31.087751,-5.770026,42.086903,0,0,0,0,5
47624095,47623676,3801098,1.5351621,-2.6417623,-22.079329,41.988983,0,0,0,0,5
48625598,48625190,3801098,-0.761835,0.0047884034,-11.299674,41.744186,0,0,0,0,5
49625858,49625453,3801098,-1.2794614,-1.4183251,-9.9790325,41.744186,0,0,0,0,5
50627380,50626965,3801098,-0.61435217,0.17860745,-9.826761,41.69523,0,0,0,0,5
