timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
548029829,548029427,3801098,0.545878,-1.5725117,-10.119812,39.443085,0,0,0,0,5
549031293,549030876,3801098,0.35625723,0.79439616,-10.529699,39.394127,0,0,0,0,5
550028978,550028565,3801098,-0.18100165,0.659842,-10.538319,39.198288,0,0,0,0,5
551029160,551028758,3801098,-0.06895301,-0.6440403,-9.197086,39.394127,0,0,0,0,5
552030601,552030199,3801098,-0.6110003,-1.6749835,-11.108617,39.10037,0,0,0,0,5
553032041,553031639,3801098,-0.7541735,-0.8025364,-10.981725,39.247246,0,0,0,0,5
554029740,554029332,3801098,-0.28395233,1.3752295,-11.411723,39.247246,0,0,0,0,5
555029931,555029522,3801098,0.12449849,0.6794745,-11.752658,39.051407,0,0,0,0,5
556031382,556030958,3801098,1.0338163,-1.3005304,-9.188946,39.247246,0,0,0,0,5
557029060,557028649,3801098,0.31316158,0.093852706,-10.806469,39.051407,0,0,0,0,5
