timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2]
78769317,78769066,3932170,-0.42329487,0.44819456,-9.865548,37.093025,0,0,0,0
78770592,78770348,3932170,-0.39121258,0.42808327,-9.869379,37.093025,0,0,0,0
79770360,79770112,3932170,-0.39025488,0.4568137,-9.903855,37.093025,0,0,0,0
80771418,80771162,3932170,-0.38642418,0.45968673,-9.891884,37.141983,0,0,0,0
81772443,81772202,3932170,-0.4285621,0.43718123,-9.920614,37.044064,0,0,0,0
82773503,82773253,3932170,-0.41132385,0.4367024,-9.894279,37.141983,0,0,0,0
83770789,83770541,3932170,-0.4333505,0.48027688,-9.9182205,37.093025,0,0,0,0
84771841,84771588,3932170,-0.4544195,0.4141969,-9.95557,37.239902,0,0,0,0
85769131,85768878,3932170,-0.4309563,0.3677494,-9.899067,37.044064,0,0,0,0
86770209,86769965,3932170,-1.8229452,-2.4147918,-6.441839,37.141983,0,0,0,0
87771212,87770970,3932170,1.7879899,6.844544,-14.796646,37.38678,0,0,0,0
88772303,88772061,3932170,0.09145851,7.1366367,-18.862478,37.093025,0,0,0,0
89773313,89773064,3932170,-9.573455,-4.7965436,-9.614635,37.141983,0,0,0,0
90770605,90770352,3932170,-0.8106767,0.031124622,-9.627085,37.044064,0,0,0,0
91771639,91771398,3932170,-0.47261545,0.088585466,-9.985737,37.141983,0,0,0,0
92772683,92772444,3932170,-0.4151546,0.5176264,-9.90577,37.141983,0,0,0,0
