timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2]
598115561,598115314,3932170,-0.6449979,0.7594408,-9.864111,37.925335,0,0,0,0
598116823,598116566,3932170,-0.6440403,0.7402872,-9.913432,37.925335,0,0,0,0
599119139,599118888,3932170,-0.6703765,0.7493851,-9.86076,37.82742,0,0,0,0
600117696,600117450,3932170,-0.725922,0.78386164,-9.896672,37.82742,0,0,0,0
601116264,601116015,3932170,-1.17268,2.0202274,-9.657252,37.778458,0,0,0,0
602116081,602115828,3932170,0.39169142,-1.3115437,-14.568239,37.974297,0,0,0,0
603117144,603116896,3932170,-0.7474698,2.2567747,-11.6281595,37.82742,0,0,0,0
604118210,604117965,3932170,-1.7075447,7.3818026,-8.952878,37.63158,0,0,0,0
605115515,605115275,3932170,-0.06655881,0.74603325,-10.341515,37.82742,0,0,0,0
606116598,606116344,3932170,5.547365,-2.0053835,-12.174038,37.778458,0,0,0,0
607117664,607117412,3932170,-9.0476885,-4.250187,-3.9604886,37.778458,0,0,0,0
608114975,608114721,3932170,-10.05852,-5.947197,-3.7263355,37.778458,0,0,0,0
609116034,609115789,3932170,5.7791243,10.2826185,-13.9179735,37.68054,0,0,0,0
610117103,610116856,3932170,5.0244718,-2.8921957,-12.200374,37.974297,0,0,0,0
611118178,611117925,3932170,60.728928,29.430006,-9.400115,37.778458,0,0,0,0
612115480,612115234,3932170,3.860411,8.649772,-7.9760437,37.82742,0,0,0,0
613116548,613116303,3932170,5.595728,6.5787873,-4.6165,37.778458,0,0,0,0
614117616,614117367,3932170,5.6412177,6.5898013,-4.7524905,37.82742,0,0,0,0
615114947,615114701,3932170,5.655583,6.5854917,-4.7591944,37.68054,0,0,0,0
616115988,616115742,3932170,5.666118,6.6056023,-4.8128242,37.63158,0,0,0,0
617117068,617116812,3932170,5.663245,6.603687,-4.7457867,37.68054,0,0,0,0
