timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
240115126,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240419143,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240719262,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241023135,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241327975,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241636020,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241799702,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241815330,0,0.0,0.0,0.0,0.0147929,0.0,0.0,0.0,0.0
241887132,0,0.0,0.0,0.0,0.119329385,0.0,0.0,0.0,0.0
241975606,0,0.0,0.0,0.0,0.22287968,0.0,0.0,0.0,0.0
242067130,0,0.0,0.0,0.0,0.22485207,0.0,0.0,0.0,0.0
242139358,0,0.0,0.0,0.0,0.22583826,0.0,0.0,0.0,0.0
242231137,0,0.0,0.0,0.0,0.22682446,0.0,0.0,0.0,0.0
242535902,0,0.0,0.0,0.0,0.22682446,0.0,0.0,0.0,0.0
242555121,0,0.0,0.0,0.0,0.22682446,0.0,0.0,0.0,0.0
242859133,0,0.0,0.0,0.0,0.22682446,0.0,0.0,0.0,0.0
243164308,0,0.0,0.0,0.0,0.22682446,0.0,0.0,0.0,0.0
243464209,0,0.0,0.0,0.0,0.22682446,0.0,0.0,0.0,0.0
243687126,0,0.0,0.0,0.0,0.2366864,0.0,0.0,0.0,0.0
243703969,0,0.0,0.0,0.0,0.24457593,0.0,0.0,0.0,0.0
243743982,0,0.0,0.0,0.0,0.24654832,0.0,0.0,0.0,0.0
243887129,0,0.0,0.0,0.0,0.06213018,0.0,0.0,0.0,0.0
243939129,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244247410,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244263721,0,0.0,0.0,0.0,0.0147929,0.0,0.0,0.0,0.0
