timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
1343391426,0.0,0.0,209.0,4.0,8.0,0.0,0.0,176,1,0,255,190,1,1
1399796423,0.0,0.0,157.0,3.0,0.0,0.0,0.0,176,1,0,255,190,1,1
1436457839,0.0,0.0,0.0,2.0,50.0,nan,725.041,0,1,1,1,1,0,0
