timestamp,nav_state_timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,vehicle_type,is_vtol,is_vtol_tailsitter,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,data_link_lost_counter,high_latency_data_link_lost,engine_failure,mission_failure,failure_detector_status,latest_arming_reason,latest_disarming_reason
481013124,187595224,304545839,304152623,34013199,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
481520097,187595224,304545839,304152623,34013199,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
482027109,187595224,304545839,304152623,34013199,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
482535292,187595224,304545839,304152623,34013199,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
483042075,187595224,304545839,304152623,34013199,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
483551109,187595224,304545839,304152623,34013199,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
484057134,187595224,304545839,304152623,34013199,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
484564111,187595224,304545839,304152623,34013199,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
485070228,187595224,304545839,304152623,34013199,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
485578076,187595224,304545839,304152623,34013199,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
486086418,187595224,304545839,304152623,34013199,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
486592111,187595224,304545839,304152623,34013199,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
487098111,187595224,304545839,304152623,34013199,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
487605134,187595224,304545839,304152623,34013199,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
488113157,187595224,304545839,304152623,34013199,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
488620075,187595224,304545839,304152623,34013199,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
