timestamp,nav_state_timestamp,failsafe_timestamp,armed_time,takeoff_time,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,vehicle_type,is_vtol,is_vtol_tailsitter,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,data_link_lost_counter,high_latency_data_link_lost,engine_failure,mission_failure,geofence_violated,failure_detector_status,latest_arming_reason,latest_disarming_reason
29140126,25647887,0,29139905,0,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29640248,25647887,0,29139905,0,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30151198,25647887,0,29139905,29906590,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30662069,25647887,0,29139905,29906590,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31163011,25647887,0,29139905,29906590,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31664970,25647887,0,29139905,29906590,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32165012,25647887,0,29139905,29906590,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32676669,25647887,0,29139905,29906590,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33185786,25647887,0,29139905,29906590,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33695245,25647887,0,29139905,29906590,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34204968,25647887,0,29139905,29906590,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34715016,25647887,0,29139905,29906590,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35215146,25647887,0,29139905,29906590,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35725008,25647887,0,29139905,29906590,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36225220,25647887,0,29139905,29906590,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36737277,25647887,0,29139905,29906590,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37239220,25647887,0,29139905,29906590,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37740207,25647887,0,29139905,29906590,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38250935,25647887,0,29139905,29906590,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38760931,25647887,0,29139905,29906590,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38839337,25647887,0,29139905,29906590,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39347973,25647887,0,29139905,29906590,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39858154,25647887,0,29139905,29906590,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40368931,25647887,0,29139905,29906590,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40869015,25647887,0,29139905,29906590,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41370220,25647887,0,29139905,29906590,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41873000,25647887,0,29139905,29906590,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42374176,25647887,0,29139905,29906590,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42883930,25647887,0,29139905,0,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43393928,25647887,0,29139905,0,304709676,304185356,304709647,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43850736,25647887,0,0,0,304709676,304185356,304709647,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
44354929,25647887,0,0,0,304709676,304185356,36274223,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
