timestamp,nav_state_timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,vehicle_type,is_vtol,is_vtol_tailsitter,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,data_link_lost_counter,high_latency_data_link_lost,engine_failure,mission_failure,failure_detector_status,latest_arming_reason,latest_disarming_reason
582515074,502799176,304545839,304152591,304545839,2,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
583020077,502799176,304545839,304152591,304545839,2,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
583528452,502799176,304545839,304152591,304545839,2,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
584037080,502799176,304545839,304152591,304545839,2,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
584546079,502799176,304545839,304152591,304545839,2,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
585053115,502799176,304545839,304152591,304545839,2,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
585560114,502799176,304545839,304152591,304545839,2,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
586068078,502799176,304545839,304152591,304545839,2,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
586577078,502799176,304545839,304152591,304545839,2,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
587083145,502799176,304545839,304152591,304545839,2,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
587590091,502799176,304545839,304152591,304545839,2,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
588097082,502799176,304545839,304152591,304545839,2,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
588605275,502799176,304545839,304152591,304545839,2,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
589113112,502799176,304545839,304152591,304545839,2,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
589623016,502799176,304545839,304152591,304545839,2,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
590130078,502799176,304545839,304152591,304545839,2,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
590639142,502799176,304545839,304152591,304545839,2,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
591146562,502799176,304545839,304152591,304545839,2,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
591652587,502799176,304545839,304152591,304545839,2,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
592137237,592137232,304545839,304152591,304545839,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
592578325,592137232,304545839,304152591,304545839,15,1,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
593081023,592137232,304545839,304152623,304545839,15,1,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
