timestamp,nav_state_timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,vehicle_type,is_vtol,is_vtol_tailsitter,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,data_link_lost_counter,high_latency_data_link_lost,engine_failure,mission_failure,failure_detector_status,latest_arming_reason,latest_disarming_reason
208577299,77748116,304545839,304152591,36110351,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
209081078,77748116,304545839,304152591,36110351,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
209587238,77748116,304545839,304152591,36110351,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
210095362,77748116,304545839,304152591,36110351,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
210604546,77748116,304545839,304152591,36110351,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
211111115,77748116,304545839,304152591,36110351,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
211618759,77748116,304545839,304152591,36110351,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
212124619,77748116,304545839,304152591,36110351,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
212630091,77748116,304545839,304152591,36110351,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
213136078,77748116,304545839,304152591,36110351,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
213643569,77748116,304545839,304152591,36110351,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
214150112,77748116,304545839,304152591,36110351,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
214469306,77748116,304545839,304152591,36110351,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
214976079,77748116,304545839,304152591,36110351,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
215482760,77748116,304545839,304152591,36110351,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
215989076,77748116,304545839,304152591,36110351,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
216497078,77748116,304545839,304152591,36110351,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
217005110,77748116,304545839,304152591,36110351,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
217512397,77748116,304545839,304152591,36110351,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
218018238,77748116,304545839,304152591,36110351,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
218524868,77748116,304545839,304152591,36110351,15,2,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
218634755,77748116,304545839,304152591,36110351,15,1,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
219145076,77748116,304545839,304152623,34013199,15,1,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
