timestamp,nav_state_timestamp,failsafe_timestamp,armed_time,takeoff_time,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,vehicle_type,is_vtol,is_vtol_tailsitter,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,data_link_lost_counter,high_latency_data_link_lost,engine_failure,mission_failure,geofence_violated,failure_detector_status,latest_arming_reason,latest_disarming_reason
1728666940,1723404698,587288105,1728666773,0,304709676,304185356,304709679,10,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1729169921,1723404698,587288105,1728666773,0,304709676,304185356,304709679,10,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1729678929,1723404698,587288105,1728666773,0,304709676,304185356,304709679,10,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1730189919,1723404698,587288105,1728666773,1729979049,304709676,304185356,304709679,10,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1730697929,1723404698,587288105,1728666773,1729979049,304709676,304185356,304709679,10,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1731197959,1723404698,587288105,1728666773,1729979049,304709676,304185356,304709679,10,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1731708065,1723404698,587288105,1728666773,1729979049,304709676,304185356,304709679,10,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1732217966,1723404698,587288105,1728666773,1729979049,304709676,304185356,304709679,10,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1732728307,1723404698,587288105,1728666773,1729979049,304709676,304185356,304709679,10,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1733237918,1723404698,587288105,1728666773,1729979049,304709676,304185356,304709679,10,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1733739958,1723404698,587288105,1728666773,1729979049,304709676,304185356,304709679,10,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1734245258,1723404698,587288105,1728666773,1729979049,304709676,304185356,304709679,10,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1734754162,1723404698,587288105,1728666773,1729979049,304709676,304185356,304709679,10,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1734909459,1723404698,587288105,1728666773,1729979049,304709676,304185356,304709679,10,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1735418922,1723404698,587288105,1728666773,1729979049,304709676,304185356,304709679,10,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1735928924,1723404698,587288105,1728666773,1729979049,304709676,304185356,304709679,10,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1736439178,1723404698,587288105,1728666773,1729979049,304709676,304185356,304709679,10,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1736948924,1723404698,587288105,1728666773,1729979049,304709676,304185356,304709679,10,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1737459207,1723404698,587288105,1728666773,1729979049,304709676,304185356,304709679,10,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1737969922,1723404698,587288105,1728666773,1729979049,304709676,304185356,304709679,10,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1738480020,1723404698,587288105,1728666773,1729979049,304709676,304185356,304709679,10,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1738987918,1723404698,587288105,1728666773,1729979049,304709676,304185356,304709679,10,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
1739496814,1723404698,587288105,1728666773,1729979049,304709676,304185356,304709679,10,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
