timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
29533439,29532398,17119362,-23.5560452,-46.730208999999995,0.041202053,0.055059288,-0.19186236,0.025956396,0.01469736,0.0,-0.30339113,-0.21374054,0.0012431657,0.039296445,0.08664172,0.035116374,-0.043174442,-0.20025368,-0.12193669,0.0030671472,-2.6346667,-0.0054264665,722.13513,0.1,0.2518562,0.3884536,0.13272713,0.10436342,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
29633225,29632291,17119362,-23.5560452,-46.730208999999995,0.048220024,0.054793794,-0.19537802,0.025956396,0.01469736,0.0,-0.29879606,-0.21122622,0.00018366834,0.031096257,0.08664172,0.035116374,-0.043174442,-0.32722616,0.2087663,-0.0662244,-2.6344001,-0.0054264665,722.13513,0.1,0.260649,0.3902316,0.13763562,0.10582122,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
29733126,29732195,17119362,-23.5560452,-46.730208999999995,0.048010964,0.050376676,-0.19868769,0.025956396,0.01469736,0.0,-0.29680553,-0.20949863,0.0013309647,0.02613727,0.08664172,0.035116374,-0.043174442,0.19069499,0.9167352,-0.03516764,-2.6376586,-0.0054264665,722.13513,0.1,0.2518202,0.38779405,0.13266134,0.10435634,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
29833291,29832115,17119362,-23.5560452,-46.730208999999995,0.054489635,0.049283035,-0.20273134,0.025956396,0.01469736,0.0,-0.2905538,-0.2176797,-0.0009767599,0.017752709,0.08664172,0.035116374,-0.043174442,-0.28060582,-0.3472304,0.04622759,-2.6395247,-0.0054264665,722.13513,0.1,0.2606107,0.3895767,0.13756302,0.10581187,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
29939150,29937009,17119362,-23.5560452,-46.730208999999995,0.050390743,0.040247444,-0.20592839,0.025956396,0.01469736,0.0,-0.28528988,-0.24190709,-0.0020548913,0.011987656,0.08664172,0.035116374,-0.043174442,-0.18891573,-0.4504208,-0.9193762,-2.6478565,-0.0054264665,722.13513,0.1,0.25166082,0.38714036,0.13278213,0.10433004,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
30038121,30036902,17119362,-23.5560452,-46.730208999999995,0.05854061,0.036112446,-0.2096683,0.025956396,0.01469736,0.0,-0.26448917,-0.2687306,0.0004710282,0.00986517,0.08664172,0.035116374,-0.043174442,0.3948412,-0.9579791,-0.26940876,-2.6572485,-0.0054264665,722.13513,0.1,0.26044303,0.39134982,0.14246248,0.106051356,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
30137923,30136806,17119362,-23.5560452,-46.730208999999995,0.061636794,0.025705053,-0.21327561,0.025956396,0.01469736,0.0,-0.24205874,-0.21931536,-0.005389123,0.000848373,0.08664172,0.035116374,-0.043174442,-0.48323396,0.8040927,1.1379848,-2.6663787,-0.0054264665,722.13513,0.1,0.25161418,0.38889113,0.14489378,0.10459727,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
30237906,30236708,17119362,-23.5560452,-46.730208999999995,0.06939049,0.01949785,-0.21502453,0.025956396,0.01469736,0.0,-0.29764152,-0.20104907,-0.0025297091,0.0019496724,0.08664172,0.035116374,-0.043174442,-0.42774183,-0.48082912,-0.05797507,-2.6669888,-0.0054264665,722.13513,0.1,0.26044416,0.39070496,0.16217063,0.10617695,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
30337603,30336612,17119362,-23.5560452,-46.730208999999995,0.07032746,0.010774632,-0.21673809,0.025956396,0.01469736,0.0,-0.26684567,-0.21106215,-0.003453254,-0.00037534756,0.08664172,0.035116374,-0.043174442,-0.3303068,0.64417726,0.7685008,-2.667664,-0.0054264665,722.13513,0.1,0.25149152,0.3882626,0.16551082,0.104942694,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
30437513,30436516,17119362,-23.5560452,-46.730208999999995,0.08288901,0.00581215,-0.21916322,0.025956396,0.01469736,0.0,-0.23397298,-0.21233232,-0.012715875,-0.011032716,0.08664172,0.035116374,-0.043174442,0.02144435,0.87570894,-0.14025477,-2.668103,-0.0054264665,722.13513,0.1,0.26053843,0.39006963,0.18607913,0.1068015,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
30537651,30536421,17119362,-23.5560452,-46.730208999999995,0.08883315,-0.00093544717,-0.22116749,0.025956396,0.01469736,0.0,-0.23434609,-0.20265654,-0.011187814,-0.010308034,0.08664172,0.035116374,-0.043174442,-0.39533615,-0.69651246,-1.2509334,-2.6685252,-0.0054264665,722.13513,0.10042157,0.25140932,0.38763392,0.18525937,0.105631605,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
30637443,30636323,17119362,-23.5560452,-46.730208999999995,0.10008248,-0.0012465094,-0.22246249,0.025956396,0.01469736,0.0,-0.19863172,-0.19018315,-0.012877264,-0.012050213,0.08664172,0.035116374,-0.043174442,-0.45995992,-0.46502692,-1.0605853,-2.669083,-0.0054264665,722.13513,0.10171657,0.26085892,0.389437,0.20635335,0.10770576,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
30737676,30736233,17119362,-23.5560452,-46.730208999999995,0.10686496,-0.0025229007,-0.2243786,0.025956396,0.01469736,0.0,-0.17669863,-0.17650291,-0.011057964,-0.010351799,0.08664172,0.035116374,-0.043174442,-0.14703198,0.31075236,0.75084436,-2.6697645,-0.0054264665,722.13513,0.10363268,0.2514456,0.38700673,0.19945234,0.106463276,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
30837429,30836130,17119362,-23.5560452,-46.730208999999995,0.11681718,0.007759977,-0.22669625,0.025956396,0.01469736,0.0,-0.15264891,-0.15171482,-0.01509717,-0.014673265,0.08664172,0.035116374,-0.043174442,0.11629662,0.17754056,1.1421001,-2.6707656,-0.0054264665,722.13513,0.10595033,0.2613881,0.39123937,0.21965584,0.108886585,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
30937020,30936034,17119362,-23.5560452,-46.730208999999995,0.123395175,0.016046682,-0.2291838,0.025956396,0.01469736,0.0,-0.13113385,-0.13213325,-0.021796986,-0.021222368,0.08664172,0.035116374,-0.043174442,-0.6220564,0.16116337,1.172034,-2.6715295,-0.0054264665,722.13513,0.10843787,0.25161508,0.3887675,0.20739995,0.10744341,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
