timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid
1686540743,391159525,-23.556119699999996,-46.7301347,8.789578,-6.638333,11.27725,0.050272733,0.052439343,0.0,-0.0010000604,-0.0014912192,-0.0045446954,0.0018600217,0.07749023,0.048337087,0.05838525,-0.027747536,0.02603637,-0.022626355,-1.0715692,-0.004804967,728.66846,0.1,0.23350461,0.3903615,0.12812981,0.10424023,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
1686550764,391159525,-23.556119699999996,-46.7301347,8.789821,-6.638466,11.277204,0.050272733,0.052439343,0.0,-0.001128419,-0.001456039,-0.0047983923,0.0015427236,0.07749023,0.048337087,0.05838525,-0.032839473,0.0047361245,-0.007464392,-1.0715612,-0.004804967,728.66846,0.1,0.23439026,0.39102715,0.12858392,0.10442851,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
1686641000,391159525,-23.556119699999996,-46.7301347,8.792019,-6.6397257,11.277515,0.050272733,0.052439343,0.0,-0.0012151704,-0.0011967566,-0.0051026368,0.0014590289,0.07749023,0.048337087,0.05838525,-0.018848997,-0.02796367,-0.0019904603,-1.0714585,-0.004804967,728.66846,0.10232353,0.22493234,0.38791963,0.12363882,0.10280417,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
1686741261,391159525,-23.556119699999996,-46.7301347,8.795017,-6.641615,11.277794,0.050272733,0.052439343,0.0,-0.0019490661,-0.0018089411,-0.0056934566,0.0011146762,0.07749023,0.048337087,0.05838525,-0.0016694467,0.0088753,0.0064625964,-1.0713148,-0.004804967,728.66846,0.10256386,0.23349206,0.3896559,0.12812862,0.10415839,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
1686841524,391159525,-23.556119699999996,-46.7301347,8.79733,-6.6433215,11.278782,0.050272733,0.052439343,0.0,-0.0020376914,-0.0014078598,-0.0059301024,0.0018247752,0.07749023,0.048337087,0.05838525,-0.021431578,-0.003429187,-0.0087052,-1.0712306,-0.004804967,728.66846,0.10636616,0.22502135,0.3872407,0.123729095,0.10274038,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
1686941786,391159525,-23.556119699999996,-46.7301347,8.799508,-6.645169,11.280849,0.050272733,0.052439343,0.0,-0.002404368,-0.0018179239,-0.0062180557,0.0034261707,0.07749023,0.048337087,0.05838525,-0.027118593,-0.0035979152,-0.008258727,-1.0711732,-0.004804967,728.66846,0.10515118,0.2335906,0.3913998,0.12822169,0.10435708,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
1687042048,391159525,-23.556119699999996,-46.7301347,8.801514,-6.6470585,11.282279,0.050272733,0.052439343,0.0,-0.002744782,-0.0024868676,-0.005947494,0.004747795,0.07749023,0.048337087,0.05838525,-0.016286923,-0.0044181086,-0.010540124,-1.0711074,-0.004804967,728.66846,0.10289478,0.2251025,0.38895875,0.123804726,0.102932125,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
1687142310,391159525,-23.556119699999996,-46.7301347,8.804161,-6.649409,11.283429,0.050272733,0.052439343,0.0,-0.0034483315,-0.0027507436,-0.0057685855,0.00555244,0.07749023,0.048337087,0.05838525,-0.019861951,0.0041809482,0.008707225,-1.0710629,-0.004804967,728.66846,0.10236645,0.23367992,0.39071575,0.12830134,0.10429204,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
1687242613,391159525,-23.556119699999996,-46.7301347,8.805963,-6.6512527,11.284953,0.050272733,0.052439343,0.0,-0.00416848,-0.0032216057,-0.0055439123,0.0066701877,0.07749023,0.048337087,0.05838525,-0.0023922538,-0.024800556,0.027417641,-1.071015,-0.004804967,728.66846,0.10281849,0.22497666,0.38827315,0.12368715,0.10284362,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
1687342833,391159525,-23.556119699999996,-46.7301347,8.808598,-6.653364,11.286623,0.050272733,0.052439343,0.0,-0.0045972555,-0.0032989092,-0.005487411,0.0076612975,0.07749023,0.048337087,0.05838525,-0.013640885,-0.01071664,-0.001580845,-1.0710102,-0.004804967,728.66846,0.10552788,0.23353936,0.39002672,0.12817767,0.10420231,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
