timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid
82280926,68850062,-23.5559976,-46.730231,0.31925547,0.03370104,0.14065543,0.013677565,-0.016088942,0.0,-0.028162468,-0.003456477,-0.006482511,-0.0052735815,-0.00050672423,-0.003880524,-0.006607488,-0.0046896506,0.0030112893,0.017430091,-2.3943572,-0.011352624,724.07733,0.10761151,0.26021793,0.39095154,0.13589133,0.10658575,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
82290949,68850062,-23.5559976,-46.730231,0.3188853,0.03353377,0.14080994,0.013677565,-0.016088942,0.0,-0.028404387,-0.0033827524,-0.0064752516,-0.005053451,-0.00050672423,-0.003880524,-0.006607488,-0.022181798,0.011005974,-0.0064855,-2.3943431,-0.011352624,724.07733,0.107383415,0.26114732,0.3916316,0.1363628,0.10678173,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
82381157,68850062,-23.5559976,-46.730231,0.3155871,0.031107081,0.141939,0.013677565,-0.016088942,0.0,-0.029236019,-0.0039351145,-0.0059599117,-0.0030314135,-0.00050672423,-0.003880524,-0.006607488,-0.014281196,0.02495113,0.007224143,-2.3942297,-0.011352624,724.07733,0.103112504,0.25086808,0.38847145,0.13084365,0.10505571,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
82481385,68850062,-23.5559976,-46.730231,0.31208426,0.027691968,0.14229646,0.013677565,-0.016088942,0.0,-0.02941357,-0.0053892964,-0.005830446,-0.002260874,-0.00050672423,-0.003880524,-0.006607488,-0.0024285272,0.02216011,0.0134833045,-2.3941507,-0.011352624,724.07733,0.104459465,0.25981647,0.3903412,0.13549411,0.106477305,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
82581614,68850062,-23.5559976,-46.730231,0.30829075,0.02289,0.14277263,0.013677565,-0.016088942,0.0,-0.030341592,-0.006569273,-0.0065238206,-0.0022719358,-0.00050672423,-0.003880524,-0.006607488,-0.034448355,0.009854728,-0.022989182,-2.3941689,-0.011352624,724.07733,0.10581009,0.25079522,0.38789737,0.13077933,0.10499369,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
82681845,68850062,-23.5559976,-46.730231,0.30453813,0.01841977,0.14388464,0.013677565,-0.016088942,0.0,-0.03066715,-0.0078580165,-0.0060642534,-0.000526057,-0.00050672423,-0.003880524,-0.006607488,-0.015190536,0.00086225086,0.023869481,-2.3943048,-0.011352624,724.07733,0.10533376,0.25973818,0.38975638,0.13542567,0.106410675,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
82782075,68850062,-23.5559976,-46.730231,0.29928806,0.012841003,0.14415435,0.013677565,-0.016088942,0.0,-0.031818558,-0.008999145,-0.006108066,-0.00027377397,-0.00050672423,-0.003880524,-0.006607488,-0.011264605,-0.014441293,0.026834995,-2.3945441,-0.011352624,724.07733,0.10324125,0.2508281,0.38972682,0.13081372,0.1052022,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
82882306,68850062,-23.5559976,-46.730231,0.2941607,0.00811396,0.14451982,0.013677565,-0.016088942,0.0,-0.033301964,-0.009687892,-0.005721722,0.00047906686,-0.00050672423,-0.003880524,-0.006607488,-0.012497819,0.0032453544,-0.018356333,-2.394864,-0.011352624,724.07733,0.103431866,0.25977713,0.39161882,0.1354596,0.10662713,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
82982535,68850062,-23.5559976,-46.730231,0.28923973,0.0024697715,0.14655443,0.013677565,-0.016088942,0.0,-0.03378556,-0.011081384,-0.0048377207,0.0032814527,-0.00050672423,-0.003880524,-0.006607488,-0.0150790755,-0.013326597,0.0013928451,-2.39519,-0.011352624,724.07733,0.10799907,0.25095773,0.38916168,0.13092366,0.10516164,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
83082766,68850062,-23.5559976,-46.730231,0.28474277,-0.002048634,0.14860344,0.013677565,-0.016088942,0.0,-0.03425951,-0.012237585,-0.0044643087,0.005274271,-0.00050672423,-0.003880524,-0.006607488,-0.012544437,-0.009392621,0.013900282,-2.3954875,-0.011352624,724.07733,0.106671244,0.25992215,0.39105213,0.13556911,0.10658451,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
