timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid
208620798,68850062,-23.5559976,-46.730231,-3.6072936,0.67613393,0.27197132,0.013677565,-0.016088942,0.0,0.03116767,0.0017942551,-0.01205319,0.0049905144,-0.00050672423,-0.003880524,-0.006607488,0.014652319,0.012976741,-0.016530108,-0.7749326,-0.011352624,724.07733,0.10237935,0.29269883,0.39049876,0.13565917,0.1052861,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
208630826,68850062,-23.5559976,-46.730231,-3.6063461,0.6759904,0.27200234,0.013677565,-0.016088942,0.0,0.03125272,0.001610032,-0.011967808,0.0050357985,-0.00050672423,-0.003880524,-0.006607488,-0.0047564,-0.026116926,0.0027749722,-0.774932,-0.011352624,724.07733,0.10223207,0.29356858,0.3911704,0.13611026,0.10547931,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
208721027,68850062,-23.5559976,-46.730231,-3.597832,0.67438567,0.27251548,0.013677565,-0.016088942,0.0,0.03208555,0.0002555007,-0.011846017,0.005048553,-0.00050672423,-0.003880524,-0.006607488,-0.013595144,-0.0031079983,0.010131033,-0.7749425,-0.011352624,724.07733,0.10431421,0.2841862,0.38805017,0.13119546,0.10381447,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
208821256,68850062,-23.5559976,-46.730231,-3.5871704,0.67140913,0.27438352,0.013677565,-0.016088942,0.0,0.033307094,-0.0011918118,-0.0115504535,0.006497502,-0.00050672423,-0.003880524,-0.006607488,0.01801828,-0.011934217,-0.00929949,-0.77499247,-0.011352624,724.07733,0.10569221,0.29260233,0.38985515,0.13566513,0.10521776,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
208921491,68850062,-23.5559976,-46.730231,-3.5781007,0.6690443,0.27654913,0.013677565,-0.016088942,0.0,0.034419503,-0.0026904882,-0.010392119,0.008908459,-0.00050672423,-0.003880524,-0.006607488,-0.019121528,-0.011070344,-0.004109028,-0.77507395,-0.011352624,724.07733,0.10774475,0.2840735,0.38742372,0.13119851,0.103750326,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
209021717,68850062,-23.5559976,-46.730231,-3.5684927,0.6668938,0.27919623,0.013677565,-0.016088942,0.0,0.03468075,-0.003607595,-0.009811397,0.010978689,-0.00050672423,-0.003880524,-0.006607488,-0.008305729,-0.002054299,0.0030804144,-0.77518326,-0.011352624,724.07733,0.10643196,0.2924898,0.389217,0.13566886,0.10515016,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
209121947,68850062,-23.5559976,-46.730231,-3.559997,0.6650133,0.28111213,0.013677565,-0.016088942,0.0,0.034601197,-0.004569204,-0.00882011,0.012490781,-0.00050672423,-0.003880524,-0.006607488,-0.017874291,-0.009046928,-0.010940534,-0.7753401,-0.011352624,724.07733,0.10142124,0.2839751,0.38918638,0.1312009,0.10394137,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
209222177,68850062,-23.5559976,-46.730231,-3.549858,0.6627425,0.2817606,0.013677565,-0.016088942,0.0,0.035103895,-0.00493525,-0.009136657,0.01139941,-0.00050672423,-0.003880524,-0.006607488,-0.015436731,0.012284926,0.006480085,-0.77547807,-0.011352624,724.07733,0.10041806,0.29239205,0.39100975,0.13567203,0.10534988,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
209322407,68850062,-23.5559976,-46.730231,-3.5412776,0.6610795,0.28206855,0.013677565,-0.016088942,0.0,0.03596909,-0.005150888,-0.008756263,0.010783762,-0.00050672423,-0.003880524,-0.006607488,0.016085768,0.0018114985,0.025927275,-0.7756543,-0.011352624,724.07733,0.10156149,0.28386116,0.38855866,0.13120057,0.10387703,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
209422637,68850062,-23.5559976,-46.730231,-3.5323563,0.6599526,0.2831789,0.013677565,-0.016088942,0.0,0.036558863,-0.005845851,-0.008571711,0.010854321,-0.00050672423,-0.003880524,-0.006607488,0.018088799,-0.013953007,0.014841359,-0.77579254,-0.011352624,724.07733,0.10208544,0.29227847,0.39037853,0.13567151,0.105284385,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
209522876,68850062,-23.5559976,-46.730231,-3.5244014,0.65873945,0.2834767,0.013677565,-0.016088942,0.0,0.03706552,-0.0060740733,-0.008545106,0.0099868635,-0.00050672423,-0.003880524,-0.006607488,0.0029093302,-0.0049482235,-0.00806711,-0.7759265,-0.011352624,724.07733,0.10225931,0.2837618,0.3879359,0.1312015,0.103813596,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
209623098,68850062,-23.5559976,-46.730231,-3.514976,0.65664536,0.28498772,0.013677565,-0.016088942,0.0,0.038075842,-0.006941157,-0.007944898,0.010935013,-0.00050672423,-0.003880524,-0.006607488,-0.0017988479,-0.025374193,-0.0008760099,-0.7760207,-0.011352624,724.07733,0.10382971,0.29217994,0.3897358,0.13567394,0.10521538,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
209723328,68850062,-23.5559976,-46.730231,-3.5066707,0.6547363,0.28675666,0.013677565,-0.016088942,0.0,0.038622495,-0.007440105,-0.007388692,0.0119959265,-0.00050672423,-0.003880524,-0.006607488,-0.0046435636,-0.007830157,0.011023067,-0.7761711,-0.011352624,724.07733,0.10525197,0.28375176,0.38730878,0.13128318,0.10375974,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
209823558,68850062,-23.5559976,-46.730231,-3.4985383,0.65270585,0.28873557,0.013677565,-0.016088942,0.0,0.038613275,-0.007978128,-0.006867821,0.013090711,-0.00050672423,-0.003880524,-0.006607488,0.016887024,0.0024680002,0.004509755,-0.7763085,-0.011352624,724.07733,0.10063496,0.2921796,0.3891058,0.13575602,0.105160624,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
209923788,68850062,-23.5559976,-46.730231,-3.4913435,0.6513173,0.28947362,0.013677565,-0.016088942,0.0,0.038759228,-0.008641541,-0.006413231,0.012809156,-0.00050672423,-0.003880524,-0.006607488,-0.0013486994,-0.0024063808,0.013614711,-0.7764657,-0.011352624,724.07733,0.10019046,0.28372,0.389077,0.13134624,0.103962585,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
210024025,68850062,-23.5559976,-46.730231,-3.4842038,0.65070343,0.29090658,0.013677565,-0.016088942,0.0,0.038499493,-0.008661032,-0.005925634,0.013238634,-0.00050672423,-0.003880524,-0.006607488,-0.020016827,-0.0028840208,0.028168874,-0.7765903,-0.011352624,724.07733,0.10046753,0.29215607,0.39090487,0.13582186,0.105372086,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
210124248,68850062,-23.5559976,-46.730231,-3.477848,0.65004265,0.29115883,0.013677565,-0.016088942,0.0,0.038091857,-0.008582828,-0.005895308,0.012054426,-0.00050672423,-0.003880524,-0.006607488,0.00037560964,0.01701322,0.019310815,-0.77671444,-0.011352624,724.07733,0.1,0.28369656,0.38845712,0.13140075,0.103909664,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
210224479,68850062,-23.5559976,-46.730231,-3.4715304,0.64922494,0.2911347,0.013677565,-0.016088942,0.0,0.0375566,-0.008763368,-0.0062089944,0.010415439,-0.00050672423,-0.003880524,-0.006607488,-0.0069346214,-0.02486521,-0.012186413,-0.7768253,-0.011352624,724.07733,0.1,0.29214025,0.39027387,0.13587627,0.10531585,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
210324711,68850062,-23.5559976,-46.730231,-3.4656096,0.64818674,0.29067627,0.013677565,-0.016088942,0.0,0.03666839,-0.009264869,-0.0059328023,0.009100285,-0.00050672423,-0.003880524,-0.006607488,-0.00050445535,0.005110928,-0.03706243,-0.7769305,-0.011352624,724.07733,0.1,0.28365186,0.38784233,0.13144304,0.103856616,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
210424939,68850062,-23.5559976,-46.730231,-3.4592516,0.6466495,0.29028934,0.013677565,-0.016088942,0.0,0.035520792,-0.009825873,-0.006092502,0.007616945,-0.00050672423,-0.003880524,-0.006607488,-0.022226404,-0.0018177725,0.0050300467,-0.77701336,-0.011352624,724.07733,0.1,0.29210177,0.3896479,0.1359209,0.10525941,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
