timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid
275964307,38014357,-23.5560894,-46.7302175,-1.7107179,2.4685366,0.65689164,0.028382463,0.013951349,0.0,-0.0031119436,-0.045596324,0.04715606,0.01009488,0.022342067,0.015924282,-0.0028365706,-0.027872512,-0.006180467,0.0038520868,2.7450573,-0.0011773442,720.133,0.1,0.24856766,0.3904168,0.1295913,0.10324985,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
275974330,38014357,-23.5560894,-46.7302175,-1.7106276,2.4681315,0.6571443,0.028382463,0.013951349,0.0,-0.0033539622,-0.045573786,0.046996363,0.010113403,0.022342067,0.015924282,-0.0028365706,-0.030558508,-0.02749703,0.00276975,2.745106,-0.0011773442,720.133,0.1,0.24944,0.3910766,0.1300423,0.10343429,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
276064542,38014357,-23.5560894,-46.7302175,-1.7100976,2.4644468,0.6596881,0.028382463,0.013951349,0.0,-0.004209624,-0.045182545,0.046995874,0.011912917,0.022342067,0.015924282,-0.0028365706,-0.01093754,-0.028704561,-0.003386047,2.7454157,-0.0011773442,720.133,0.1,0.25753218,0.39217097,0.13412759,0.10456243,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
276164780,38014357,-23.5560894,-46.7302175,-1.7089782,2.4612737,0.660351,0.028382463,0.013951349,0.0,-0.0051536155,-0.045004245,0.04673766,0.011336004,0.022342067,0.015924282,-0.0028365706,-0.021419208,-0.0264436,0.012198478,2.7457757,-0.0011773442,720.133,0.1,0.24852508,0.38968432,0.12962222,0.103160955,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
276265013,38014357,-23.5560894,-46.7302175,-1.7085091,2.4578536,0.66204697,0.028382463,0.013951349,0.0,-0.0062278695,-0.04363144,0.046974648,0.012291573,0.022342067,0.015924282,-0.0028365706,0.0027929419,-0.021628585,0.019087592,2.7461247,-0.0011773442,720.133,0.1,0.25749204,0.39143607,0.13415906,0.10447262,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
276365249,38014357,-23.5560894,-46.7302175,-1.7072437,2.4542334,0.6626537,0.028382463,0.013951349,0.0,-0.0071031866,-0.042390022,0.046196993,0.011124959,0.022342067,0.015924282,-0.0028365706,-0.0035235556,-0.010099229,0.019599708,2.7465167,-0.0011773442,720.133,0.1,0.24849078,0.3889634,0.12964861,0.103074946,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
276465485,38014357,-23.5560894,-46.7302175,-1.7066538,2.4505222,0.66470677,0.028382463,0.013951349,0.0,-0.0073194187,-0.04184941,0.046125356,0.012156166,0.022342067,0.015924282,-0.0028365706,-0.008851125,-0.0007009195,-0.013573166,2.7469225,-0.0011773442,720.133,0.1,0.25746024,0.39317024,0.13418631,0.10465638,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
276565721,38014357,-23.5560894,-46.7302175,-1.7055447,2.4466712,0.6648135,0.028382463,0.013951349,0.0,-0.0069716526,-0.040513296,0.04506049,0.010243173,0.022342067,0.015924282,-0.0028365706,-0.011809818,0.010675802,0.019035563,2.7473295,-0.0011773442,720.133,0.1,0.2484231,0.3906728,0.12966599,0.103253044,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
276665957,38014357,-23.5560894,-46.7302175,-1.7050625,2.4428117,0.6658662,0.028382463,0.013951349,0.0,-0.0077353474,-0.04060531,0.04501401,0.0104117775,0.022342067,0.015924282,-0.0028365706,-0.011574508,-0.0055690724,0.02813101,2.747686,-0.0011773442,720.133,0.1,0.25739384,0.39244452,0.13420524,0.10457025,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
276766193,38014357,-23.5560894,-46.7302175,-1.7033968,2.4390748,0.6634811,0.028382463,0.013951349,0.0,-0.008089326,-0.040131826,0.04372314,0.006011305,0.022342067,0.015924282,-0.0028365706,0.010284423,-0.028987749,0.03147054,2.7481062,-0.0011773442,720.133,0.1,0.24836689,0.3899685,0.12968446,0.103172496,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
276866429,38014357,-23.5560894,-46.7302175,-1.7025031,2.4353025,0.662069,0.028382463,0.013951349,0.0,-0.0084267715,-0.03947808,0.044043742,0.0045478456,0.022342067,0.015924282,-0.0028365706,0.0073995492,0.0017357686,0.00010065243,2.7484748,-0.0011773442,720.133,0.1,0.2573392,0.3917297,0.13422386,0.104486525,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
276966665,38014357,-23.5560894,-46.7302175,-1.7003078,2.4319766,0.65937006,0.028382463,0.013951349,0.0,-0.008388596,-0.038791683,0.042844813,0.0005677967,0.022342067,0.015924282,-0.0028365706,-0.0038235113,-0.008399445,0.01790207,2.7488956,-0.0011773442,720.133,0.1,0.2483205,0.3892663,0.12969825,0.10309195,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
277066901,38014357,-23.5560894,-46.7302175,-1.6990124,2.4285343,0.65827805,0.028382463,0.013951349,0.0,-0.008500672,-0.0385871,0.042101167,-0.0009780055,0.022342067,0.015924282,-0.0028365706,-0.014082339,0.010449681,0.009876939,2.749256,-0.0011773442,720.133,0.1,0.25729445,0.39101687,0.13423538,0.1044027,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
277167138,38014357,-23.5560894,-46.7302175,-1.6968162,2.424722,0.65542585,0.028382463,0.013951349,0.0,-0.0083021,-0.038526386,0.041005734,-0.0044119614,0.022342067,0.015924282,-0.0028365706,-0.030657839,0.023726651,0.016837377,2.7496572,-0.0011773442,720.133,0.1,0.2482825,0.38856614,0.12971158,0.1030114,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
277267373,38014357,-23.5560894,-46.7302175,-1.6955144,2.4209173,0.65426254,0.028382463,0.013951349,0.0,-0.008251672,-0.03851246,0.039934188,-0.0058151986,0.022342067,0.015924282,-0.0028365706,-0.0022252337,-0.018382708,0.011671595,2.7500346,-0.0011773442,720.133,0.1,0.25725833,0.39276436,0.13425231,0.104590714,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
277367608,38014357,-23.5560894,-46.7302175,-1.6935195,2.4169447,0.65217376,0.028382463,0.013951349,0.0,-0.007252102,-0.038645897,0.038977455,-0.007867083,0.022342067,0.015924282,-0.0028365706,0.007939577,-0.0018297728,-0.0071611363,2.7504752,-0.0011773442,720.133,0.1,0.24825166,0.39028817,0.12972447,0.103193395,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
277467847,38014357,-23.5560894,-46.7302175,-1.6923052,2.4130108,0.65179455,0.028382463,0.013951349,0.0,-0.00747208,-0.037991732,0.038164493,-0.007888804,0.022342067,0.015924282,-0.0028365706,-0.016672619,-0.003935502,0.009365247,2.750843,-0.0011773442,720.133,0.1,0.25722936,0.39205894,0.13426612,0.10450949,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
