timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
26773123,26771334,23180671,-23.556048,-46.7302065,-0.13792248,-0.0020932837,-0.3747259,-0.002422853,-0.009224942,0.0,0.0005321957,0.000949226,0.019984277,0.056775425,0.0042503723,-0.0009926902,0.15967456,0.017427543,0.0021109926,-0.019224027,-2.6376455,0.008143752,727.84186,0.1,0.30951935,0.41191083,0.18871817,0.1068678,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
26782293,26781322,23180671,-23.556048,-46.7302065,-0.13831039,-0.0020639552,-0.37445164,-0.002422853,-0.009224942,0.0,0.00046338688,0.0011695597,0.019918522,0.056432884,0.0042503723,-0.0009926902,0.15967456,-0.012835967,0.021363983,-0.0034817464,-2.6376483,0.008143752,727.84186,0.1,0.31056947,0.41253534,0.18958525,0.10699203,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
26872160,26871210,23180671,-23.556048,-46.7302065,-0.14467217,-0.0013633957,-0.3722231,-0.002422853,-0.009224942,0.0,-0.0011730178,0.0017213841,0.019488106,0.05340108,0.0042503723,-0.0009926902,0.15967456,-0.0021633778,-0.007913301,-0.020748757,-2.6375346,0.008143752,727.84186,0.1,0.29728785,0.41136184,0.17818297,0.10495736,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
26972072,26971090,23180671,-23.556048,-46.7302065,-0.14986745,-0.0005876079,-0.37018603,-0.002422853,-0.009224942,0.0,-0.0002841737,0.00061623455,0.018351765,0.049299344,0.0042503723,-0.0009926902,0.15967456,0.5577941,-0.14470659,0.017165821,-2.6372416,0.008143752,727.84186,0.1,0.30732352,0.4118888,0.18645939,0.105732426,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
27066942,27065978,23180671,-23.556048,-46.7302065,-0.1554945,0.0013002495,-0.3677231,-0.002422853,-0.009224942,0.0,-0.0019776674,0.0056733764,0.017519537,0.046639398,0.0042503723,-0.0009926902,0.15967456,0.44495878,-0.081242494,-0.16132621,-2.6343775,0.008143752,727.84186,0.1,0.2943286,0.4079673,0.17534733,0.1035843,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
27176835,27175851,23180671,-23.556048,-46.7302065,-0.16083793,0.003720135,-0.36576784,-0.002422853,-0.009224942,0.0,-0.009094446,0.008442254,0.016415738,0.042652033,0.0042503723,-0.0009926902,0.15967456,-0.6109528,0.252928,0.026161304,-2.6344564,0.008143752,727.84186,0.1,0.30542737,0.40919533,0.18449885,0.10453372,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
27266700,27265736,23180671,-23.556048,-46.7302065,-0.16684586,0.0058357487,-0.36400583,-0.002422853,-0.009224942,0.0,-0.002376153,0.011406001,0.014310661,0.038691085,0.0042503723,-0.0009926902,0.15967456,0.4528069,0.67538995,-0.10884136,-2.6347134,0.008143752,727.84186,0.1,0.29270044,0.4053988,0.17374495,0.10252304,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
27376655,27375605,23180671,-23.556048,-46.7302065,-0.1721295,0.008188361,-0.3625816,-0.002422853,-0.009224942,0.0,-0.002350276,0.010562809,0.013598706,0.03531492,0.0042503723,-0.0009926902,0.15967456,0.3950278,1.137183,-0.24141067,-2.6350555,0.008143752,727.84186,0.1,0.30390388,0.406696,0.18226507,0.10351742,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
27466467,27465497,23180671,-23.556048,-46.7302065,-0.17747663,0.0101559665,-0.36195824,-0.002422853,-0.009224942,0.0,-0.0059847627,0.008880252,0.01352314,0.03283363,0.0042503723,-0.0009926902,0.15967456,0.21998915,0.23124945,0.15356559,-2.6348636,0.008143752,727.84186,0.1,0.29124963,0.4057069,0.1717451,0.1018638,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
27576337,27575364,23180671,-23.556048,-46.7302065,-0.18208998,0.01236361,-0.3616881,-0.002422853,-0.009224942,0.0,-0.0012559895,0.012707525,0.013143108,0.029467812,0.0042503723,-0.0009926902,0.15967456,1.3419445,0.6141176,0.008555271,-2.634673,0.008143752,727.84186,0.1,0.30251816,0.40709135,0.17998393,0.102907576,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
27676193,27675244,23180671,-23.556048,-46.7302065,-0.18799162,0.014413338,-0.36160773,-0.002422853,-0.009224942,0.0,-0.0025440457,0.009637923,0.00931718,0.02317852,0.0042503723,-0.0009926902,0.15967456,1.3640097,0.16429651,-0.9585724,-2.6345873,0.008143752,727.84186,0.1,0.2909521,0.40403736,0.17044635,0.10123443,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
27776095,27775124,23180671,-23.556048,-46.7302065,-0.19211978,0.016206201,-0.36369148,-0.002422853,-0.009224942,0.0,-0.006667868,0.013074903,0.009757648,0.019477502,0.0042503723,-0.0009926902,0.15967456,-0.013055016,-0.64499354,-0.39317185,-2.6342711,0.008143752,727.84186,0.1,0.30127773,0.40486068,0.17770527,0.10217684,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
27876180,27875005,23180671,-23.556048,-46.7302065,-0.19681352,0.017184906,-0.36501676,-0.002422853,-0.009224942,0.0,-0.0032394435,0.013636659,0.0072235167,0.014060227,0.0042503723,-0.0009926902,0.15967456,0.9341945,-0.28028286,-0.46495718,-2.6342058,0.008143752,727.84186,0.1,0.2898098,0.4018932,0.16845328,0.100593016,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
27965929,27964897,23180671,-23.556048,-46.7302065,-0.19954388,0.017887115,-0.36708093,-0.002422853,-0.009224942,0.0,-0.0010921634,0.009388283,0.010130888,0.013949564,0.0042503723,-0.0009926902,0.15967456,0.012446513,0.12313659,1.2937118,-2.634054,0.008143752,727.84186,0.1,0.29907638,0.40213922,0.17475668,0.10142665,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
28075703,28074765,23180671,-23.556048,-46.7302065,-0.20400496,0.01966623,-0.37069184,-0.002422853,-0.009224942,0.0,-0.006344978,0.009141302,0.0043413327,0.003974732,0.0042503723,-0.0009926902,0.15967456,0.34879237,-1.003312,-0.05178638,-2.633865,0.008143752,727.84186,0.1,0.2886571,0.39987054,0.1662679,0.10005419,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
28165875,28164658,23180671,-23.556048,-46.7302065,-0.20665906,0.02109309,-0.37342307,-0.002422853,-0.009224942,0.0,-0.0016091227,0.008580895,0.0036058675,0.00049275334,0.0042503723,-0.0009926902,0.15967456,-0.274977,-1.0261453,0.0876927,-2.6339917,0.008143752,727.84186,0.1,0.29790792,0.40280855,0.17244595,0.10116906,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
28275614,28274527,23180671,-23.556048,-46.7302065,-0.21219137,0.022988768,-0.37486625,-0.002422853,-0.009224942,0.0,-0.0040794397,0.01633692,0.0045688488,0.00047584908,0.0042503723,-0.0009926902,0.15967456,0.39625695,2.1398077,0.025924884,-2.6336892,0.008143752,727.84186,0.1,0.28772372,0.39797533,0.16439031,0.0996275,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
28375345,28374407,23180671,-23.556048,-46.7302065,-0.21583843,0.024607519,-0.3770436,-0.002422853,-0.009224942,0.0,-0.0022522232,0.012645387,0.0058741197,0.00017122549,0.0042503723,-0.0009926902,0.15967456,0.092778765,-0.10990087,0.1849113,-2.6335225,0.008143752,727.84186,0.1,0.29803488,0.40154874,0.17105779,0.10092595,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
28475480,28474288,23180671,-23.556048,-46.7302065,-0.2210646,0.026294382,-0.37950593,-0.002422853,-0.009224942,0.0,-0.0061357715,0.014518381,-0.00076991675,-0.008178962,0.0042503723,-0.0009926902,0.15967456,-0.72297335,0.0050079287,-0.44169462,-2.6334367,0.008143752,727.84186,0.1,0.28685963,0.39875486,0.16257113,0.09953536,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
28575352,28574168,23180671,-23.556048,-46.7302065,-0.2245937,0.027702585,-0.3820058,-0.002422853,-0.009224942,0.0,-0.0022323471,0.008771655,-0.0001426696,-0.008941784,0.0042503723,-0.0009926902,0.15967456,0.36231366,-0.1346715,-0.27859345,-2.6335092,0.008143752,727.84186,0.1,0.29714862,0.39976436,0.16906796,0.10061646,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
28675231,28674049,23180671,-23.556048,-46.7302065,-0.23006149,0.030253353,-0.38229915,-0.002422853,-0.009224942,0.0,-0.005255614,0.0059773237,0.0028619058,-0.005018516,0.0042503723,-0.0009926902,0.15967456,-0.31064922,-1.7275308,0.46094456,-2.6333787,0.008143752,727.84186,0.1,0.2860484,0.3970336,0.16077386,0.09927893,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
28774865,28773930,23180671,-23.556048,-46.7302065,-0.23390287,0.032480832,-0.3837791,-0.002422853,-0.009224942,0.0,-0.00589345,0.006369225,-0.0018825076,-0.0100176865,0.0042503723,-0.0009926902,0.15967456,-0.49788356,-1.512947,0.66824615,-2.6332183,0.008143752,727.84186,0.1,0.29630658,0.3980738,0.16712584,0.100388005,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
28875181,28873810,23180671,-23.556048,-46.7302065,-0.23811117,0.034283545,-0.3866211,-0.002422853,-0.009224942,0.0,-0.0040083355,0.016077194,-0.0030837357,-0.01272913,0.0042503723,-0.0009926902,0.15967456,-0.25008246,1.6737139,0.6358266,-2.6331546,0.008143752,727.84186,0.1,0.28528085,0.39540136,0.15909581,0.09908816,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
28974638,28973691,23180671,-23.556048,-46.7302065,-0.2407277,0.035803452,-0.38975766,-0.002422853,-0.009224942,0.0,-0.00084363436,0.012657957,0.0012117267,-0.009917646,0.0042503723,-0.0009926902,0.15967456,-0.2609513,0.4201831,0.8376092,-2.632948,0.008143752,727.84186,0.1,0.29550052,0.39903817,0.16531047,0.10047485,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
29074578,29073572,23180671,-23.556048,-46.7302065,-0.24507718,0.037990093,-0.3928979,-0.002422853,-0.009224942,0.0,-0.00054243987,0.014771062,-0.005891134,-0.018277649,0.0042503723,-0.0009926902,0.15967456,0.069776766,0.17298284,0.2964492,-2.632388,0.008143752,727.84186,0.1,0.28442922,0.39636365,0.15732647,0.099189386,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
29174520,29173453,23180671,-23.556048,-46.7302065,-0.24830274,0.039920583,-0.3965357,-0.002422853,-0.009224942,0.0,-0.0004750637,0.016765589,-0.0078256745,-0.021684933,0.0042503723,-0.0009926902,0.15967456,0.47642073,1.3033336,-0.11783421,-2.6322453,0.008143752,727.84186,0.1,0.29458985,0.3974789,0.16344123,0.10035364,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
29274261,29273334,23180671,-23.556048,-46.7302065,-0.2518058,0.042345796,-0.39854854,-0.002422853,-0.009224942,0.0,-0.0011599142,0.016156094,-0.005563075,-0.01915554,0.0042503723,-0.0009926902,0.15967456,0.28528953,0.68239,-0.13420825,-2.6318917,0.008143752,727.84186,0.1,0.28373048,0.39486858,0.15581793,0.09911564,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
29374161,29373215,23180671,-23.556048,-46.7302065,-0.25399765,0.044409286,-0.40089867,-0.002422853,-0.009224942,0.0,0.0007811602,0.018484527,-0.007942955,-0.021475555,0.0042503723,-0.0009926902,0.15967456,0.5049761,0.53550905,-0.6495601,-2.6318235,0.008143752,727.84186,0.1,0.29384628,0.3960087,0.16179268,0.10030271,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
29474035,29473101,23180671,-23.556048,-46.7302065,-0.25946927,0.047223337,-0.40185487,-0.002422853,-0.009224942,0.0,-0.0031397338,0.013405716,-0.007054843,-0.019214513,0.0042503723,-0.0009926902,0.15967456,-0.07947013,-0.7460854,-0.65261745,-2.6319184,0.008143752,727.84186,0.1,0.28308588,0.393445,0.15440322,0.09907681,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1,0
