timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
704912686,704911555,17070433,-23.5560604,-46.730193,2.8624823,0.25689018,0.7116724,7.213618e-05,-0.0012098117,0.0,-0.06264239,0.008515832,0.018277409,-0.018022396,-0.0014130457,-0.011625316,0.1118697,-0.0047869515,0.019600943,-0.023730332,-2.3807356,0.026728967,726.0748,0.1,0.28430155,0.39260727,0.13877615,0.107623234,inf,inf,inf,inf,1,1,1,1,2,0,2,1,8,1,1,1,0
705012825,705011446,17070433,-23.5560604,-46.730193,2.8456635,0.26228005,0.70828724,7.213618e-05,-0.0012098117,0.0,-0.063724995,0.009043425,0.015234463,-0.022456719,-0.0014130457,-0.011625316,0.1118697,-0.01909083,-0.0031779066,-0.017380962,-2.3807538,0.026728967,726.0748,0.1,0.2742844,0.39002818,0.13389637,0.106087945,inf,inf,inf,inf,1,1,1,1,2,0,2,1,8,1,1,1,0
705122427,705121325,17070433,-23.5560604,-46.730193,2.8280299,0.26761514,0.7044382,7.213618e-05,-0.0012098117,0.0,-0.06441412,0.010194182,0.01222704,-0.026649248,-0.0014130457,-0.011625316,0.1118697,0.03624064,0.24552028,-0.16575266,-2.3804536,0.026728967,726.0748,0.1,0.26599422,0.38821083,0.12983936,0.10478427,inf,inf,inf,inf,1,1,1,1,2,0,2,1,8,1,1,1,0
705212165,705211226,17070433,-23.5560604,-46.730193,2.8126714,0.272257,0.70027775,7.213618e-05,-0.0012098117,0.0,-0.067311734,0.012383999,0.008527323,-0.031822532,-0.0014130457,-0.011625316,0.1118697,-0.13572569,0.07383578,0.070638776,-2.3806996,0.026728967,726.0748,0.1,0.27361816,0.39179465,0.13388208,0.106284946,inf,inf,inf,inf,1,1,1,1,2,0,2,1,8,1,1,1,0
705322058,705321105,17070433,-23.5560604,-46.730193,2.7938952,0.27812663,0.6960046,7.213618e-05,-0.0012098117,0.0,-0.0704838,0.013227232,0.0037384687,-0.037044853,-0.0014130457,-0.011625316,0.1118697,-0.5991351,-0.04493153,-0.18150479,-2.380403,0.026728967,726.0748,0.1,0.26531744,0.389953,0.12982054,0.10497445,inf,inf,inf,inf,1,1,1,1,2,0,2,1,8,1,1,1,0
705411958,705411008,17070433,-23.5560604,-46.730193,2.7770858,0.2836662,0.6926736,7.213618e-05,-0.0012098117,0.0,-0.07302182,0.014243965,-0.0010838384,-0.041650362,-0.0014130457,-0.011625316,0.1118697,-0.8653838,-0.41829047,-0.37495795,-2.3794274,0.026728967,726.0748,0.10230553,0.2729422,0.3911164,0.13386892,0.10621252,inf,inf,inf,inf,1,1,1,1,2,0,2,1,8,1,1,1,0
705521850,705520888,17070433,-23.5560604,-46.730193,2.7579777,0.28962082,0.68904394,7.213618e-05,-0.0012098117,0.0,-0.07260437,0.01237492,0.00022844318,-0.03940963,-0.0014130457,-0.011625316,0.1118697,-0.34538385,-0.29863727,0.25705025,-2.3792543,0.026728967,726.0748,0.1041013,0.26480797,0.38928464,0.12984104,0.10490481,inf,inf,inf,inf,1,1,1,1,2,0,2,1,8,1,1,1,0
705611982,705610786,17070433,-23.5560604,-46.730193,2.7423785,0.29444495,0.6866937,7.213618e-05,-0.0012098117,0.0,-0.07472421,0.009420859,-0.0059635397,-0.04407616,-0.0014130457,-0.011625316,0.1118697,-0.86085725,-0.86126465,-0.5526093,-2.379607,0.026728967,726.0748,0.106465936,0.27243868,0.39043784,0.13387989,0.10613985,inf,inf,inf,inf,1,1,1,1,2,0,2,1,8,1,1,1,0
705712088,705710674,17070433,-23.5560604,-46.730193,2.7261646,0.2985982,0.6842899,7.213618e-05,-0.0012098117,0.0,-0.07321651,0.016823191,-0.004862988,-0.04112481,-0.0014130457,-0.011625316,0.1118697,0.2035863,1.0722216,0.016764691,-2.3800383,0.026728967,726.0748,0.10456663,0.26355228,0.3879559,0.12939543,0.10463834,inf,inf,inf,inf,1,1,1,1,2,0,2,1,8,1,1,1,0
705821677,705820553,17070433,-23.5560604,-46.730193,2.707515,0.30258074,0.68093014,7.213618e-05,-0.0012098117,0.0,-0.07952845,0.016586266,-0.005996051,-0.040579803,-0.0014130457,-0.011625316,0.1118697,-0.24659812,0.56741667,0.8321212,-2.3792086,0.026728967,726.0748,0.107420325,0.2728881,0.3904334,0.13434044,0.10626234,inf,inf,inf,inf,1,1,1,1,2,0,2,1,8,1,1,1,0
