timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid
58936648,38014357,-23.5560894,-46.7302175,0.5293249,0.3012067,0.0686853,0.028382463,0.013951349,0.0,-0.015508692,-0.014659692,-0.0058287326,-0.022544423,0.022342067,0.015924282,-0.0028365706,-0.022400495,-0.0013817152,0.011569753,2.0812113,-0.0011773442,720.133,0.101045124,0.2435229,0.39082247,0.12911108,0.10561895,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
58946668,38014357,-23.5560894,-46.7302175,0.52955765,0.30105585,0.06850266,0.028382463,0.013951349,0.0,-0.0155230425,-0.014669419,-0.0058720196,-0.022536648,0.022342067,0.015924282,-0.0028365706,-0.046496492,0.002759177,-0.0038431797,2.0812125,-0.0011773442,720.133,0.101965524,0.24439147,0.38906786,0.12956552,0.10555071,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
59036872,38014357,-23.5560894,-46.7302175,0.53106874,0.2996925,0.06669484,0.028382463,0.013951349,0.0,-0.015276706,-0.014839329,-0.006655608,-0.023000212,0.022342067,0.015924282,-0.0028365706,-0.01429562,0.0010120991,-0.0092700645,2.0812187,-0.0011773442,720.133,0.1015376,0.25245294,0.39271808,0.1336914,0.10705625,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
59137099,38014357,-23.5560894,-46.7302175,0.53331524,0.2980853,0.064425424,0.028382463,0.013951349,0.0,-0.0150448065,-0.014337486,-0.006941691,-0.023126218,0.022342067,0.015924282,-0.0028365706,-0.025555514,0.026768446,0.0038342448,2.0811708,-0.0011773442,720.133,0.10189822,0.24347788,0.3901813,0.1290863,0.105553836,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
59237327,38014357,-23.5560894,-46.7302175,0.534627,0.29653743,0.062402103,0.028382463,0.013951349,0.0,-0.015561165,-0.014166064,-0.007390938,-0.023170622,0.022342067,0.015924282,-0.0028365706,-0.026795188,0.01697772,-0.0043548304,2.081134,-0.0011773442,720.133,0.10331336,0.25240785,0.39206448,0.13366361,0.10698759,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
59337554,38014357,-23.5560894,-46.7302175,0.53731495,0.2948434,0.060808256,0.028382463,0.013951349,0.0,-0.015214705,-0.013640308,-0.007323358,-0.022340447,0.022342067,0.015924282,-0.0028365706,-0.021677742,0.0084117325,-0.021877766,2.081186,-0.0011773442,720.133,0.10370283,0.24344002,0.38954562,0.12906073,0.1054894,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
59437781,38014357,-23.5560894,-46.7302175,0.53918177,0.29325578,0.05919889,0.028382463,0.013951349,0.0,-0.015187764,-0.013200525,-0.0077655357,-0.022086129,0.022342067,0.015924282,-0.0028365706,-0.042418458,-0.012133309,0.004038519,2.081249,-0.0011773442,720.133,0.102997705,0.2523698,0.3914165,0.13363615,0.10691955,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
59538010,38014357,-23.5560894,-46.7302175,0.54148006,0.29157478,0.058440387,0.028382463,0.013951349,0.0,-0.015860751,-0.013744477,-0.0077078,-0.020549752,0.022342067,0.015924282,-0.0028365706,-0.042300023,-0.010522904,-0.002702375,2.081396,-0.0011773442,720.133,0.10588652,0.24340802,0.388907,0.12903616,0.10542328,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
59638235,38014357,-23.5560894,-46.7302175,0.54280037,0.2899321,0.05787378,0.028382463,0.013951349,0.0,-0.016179992,-0.0139391,-0.007107382,-0.018511867,0.022342067,0.015924282,-0.0028365706,-0.00557264,-0.029218612,-0.010646139,2.081543,-0.0011773442,720.133,0.10504618,0.25233755,0.39323258,0.13360952,0.10712641,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
59738463,38014357,-23.5560894,-46.7302175,0.5450558,0.28816196,0.057124753,0.028382463,0.013951349,0.0,-0.016198274,-0.01396378,-0.006317163,-0.0166968,0.022342067,0.015924282,-0.0028365706,-0.01486079,-0.01645907,0.008648082,2.0816946,-0.0011773442,720.133,0.10458627,0.24333942,0.39068526,0.12900288,0.10562017,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
