timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
172934452,172933109,0.10017921,0.10017953,0.21409842,0.52429783,0.52429795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.402836,0.0,0.0,nan,0.0,0.0,0.090217374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173434389,173432521,0.10016525,0.10016553,0.21407172,0.5060866,0.50608665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.404161,0.0,0.0,nan,0.0,0.0,0.09021741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173933879,173931934,0.10014273,0.100143045,0.21408875,0.50825256,0.5082526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.403296,0.0,0.0,nan,0.0,0.0,0.09021678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174433071,174431347,0.10012267,0.10012299,0.21411364,0.5052889,0.505289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.405159,0.0,0.0,nan,0.0,0.0,0.09021689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174927554,174925766,0.1000677,0.100067995,0.21408018,0.50343627,0.5034363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.40246,0.0,0.0,nan,0.0,0.0,0.0902169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175427051,175425178,0.10007025,0.100070596,0.21405151,0.5019768,0.50197685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.404315,0.0,0.0,nan,0.0,0.0,0.09021626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175926560,175924591,0.100069486,0.10006981,0.21406618,0.49917576,0.49917582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4034395,0.0,0.0,nan,0.0,0.0,0.09021665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176425949,176424004,0.100042164,0.10004243,0.21409081,0.48822877,0.48822883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.404746,0.0,0.0,nan,0.0,0.0,0.09021752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176934722,176933405,0.100010954,0.10001118,0.21404037,0.48528397,0.485284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.402575,0.0,0.0,nan,0.0,0.0,0.09021733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177434243,177432818,0.10575469,0.10576098,0.21407525,0.48514953,0.48514956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4051485,0.0,0.0,nan,0.0,0.0,0.090216495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177934095,177932231,0.11924259,0.11925238,0.21413682,0.4840484,0.48404852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.40294,0.0,0.0,nan,0.0,0.0,0.0902161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178433404,178431644,0.12025808,0.120265335,0.21409893,0.48684767,0.48684785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.404743,0.0,0.0,nan,0.0,0.0,0.09021565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
