timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
167850853,167848833,0.09925636,0.099255785,0.21404083,0.38812146,0.38812125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.404832,0.0,0.0,nan,0.0,0.0,0.09020485,0.002558457,0.0025456545,0.0025349301,0.0,0.0,0.0,0.0,0.0
168355240,168353348,0.099279396,0.09927882,0.21405016,0.3880458,0.3880456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.403345,0.0,0.0,nan,0.0,0.0,0.090206504,0.002558457,0.0025456545,0.0025349301,0.0,0.0,0.0,0.0,0.0
168854877,168852868,0.09928202,0.09928154,0.21407771,0.38801762,0.38801745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.405175,0.0,0.0,nan,0.0,0.0,0.09020656,0.002558457,0.0025456545,0.0025349301,0.0,0.0,0.0,0.0,0.0
169354408,169352391,0.09928114,0.09928076,0.21408844,0.38798293,0.38798276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.402965,0.0,0.0,nan,0.0,0.0,0.090206236,0.002558457,0.0025456545,0.0025349301,0.0,0.0,0.0,0.0,0.0
169853710,169851907,0.09928346,0.09928328,0.21405514,0.38678664,0.3867865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.404227,0.0,0.0,nan,0.0,0.0,0.090206586,0.002558457,0.0025456545,0.0025349301,0.0,0.0,0.0,0.0,0.0
170352790,170351426,0.09927643,0.09927636,0.21406536,0.38675615,0.38675606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.403297,0.0,0.0,nan,0.0,0.0,0.09020625,0.002558457,0.0025456545,0.0025349301,0.0,0.0,0.0,0.0,0.0
170852853,170850943,0.099275574,0.09927541,0.21403208,0.38674387,0.38674378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.405105,0.0,0.0,nan,0.0,0.0,0.09020619,0.002558457,0.0025456545,0.0025349301,0.0,0.0,0.0,0.0,0.0
171352347,171350460,0.09927849,0.099278264,0.21404223,0.3867315,0.38673148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.402896,0.0,0.0,nan,0.0,0.0,0.09020588,0.002558457,0.0025456545,0.0025349301,0.0,0.0,0.0,0.0,0.0
171851829,171849976,0.099277,0.09927676,0.21406873,0.38792607,0.387926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.405442,0.0,0.0,nan,0.0,0.0,0.090205766,0.002558457,0.0025456545,0.0025349301,0.0,0.0,0.0,0.0,0.0
172351420,172349491,0.09928867,0.099288315,0.21407808,0.39998198,0.3999819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.403202,0.0,0.0,nan,0.0,0.0,0.090207115,0.002558457,0.0025456545,0.0025349301,0.0,0.0,0.0,0.0,0.0
