timestamp,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,_padding0[0],_padding0[1],_padding0[2],_padding0[3],_padding0[4],heartbeats[0].timestamp,heartbeats[0].system_id,heartbeats[0].component_id,heartbeats[0].type,heartbeats[0].state,heartbeats[0]._padding0[0],heartbeats[0]._padding0[1],heartbeats[0]._padding0[2],heartbeats[0]._padding0[3],heartbeats[1].timestamp,heartbeats[1].system_id,heartbeats[1].component_id,heartbeats[1].type,heartbeats[1].state,heartbeats[1]._padding0[0],heartbeats[1]._padding0[1],heartbeats[1]._padding0[2],heartbeats[1]._padding0[3],heartbeats[2].timestamp,heartbeats[2].system_id,heartbeats[2].component_id,heartbeats[2].type,heartbeats[2].state,heartbeats[2]._padding0[0],heartbeats[2]._padding0[1],heartbeats[2]._padding0[2],heartbeats[2]._padding0[3],heartbeats[3].timestamp,heartbeats[3].system_id,heartbeats[3].component_id,heartbeats[3].type,heartbeats[3].state,heartbeats[3]._padding0[0],heartbeats[3]._padding0[1],heartbeats[3]._padding0[2],heartbeats[3]._padding0[3]
1686188165,1200.0,0.663625,0.020965846,0.9853948,0.0,0,0,1,1,1,1,38,0,0,0,0,0,1686179760,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1687108105,1200.0,0.663625,0.020959422,1.1896967,0.0,0,0,1,1,1,1,38,0,0,0,0,0,1687105786,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688112157,1200.0,0.663625,0.020958398,1.3084028,0.0,0,0,1,1,1,1,38,0,0,0,0,0,1687105786,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688252154,1200.0,0.663625,0.020958398,1.3084028,0.0,0,0,1,1,1,1,38,0,0,0,0,0,1688246864,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689183572,1200.0,0.663625,0.020952249,0.9029421,0.0,0,0,1,1,1,1,38,0,0,0,0,0,1689173794,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690273135,1200.0,0.663625,0.020984177,1.27304,0.0,0,0,1,1,1,1,38,0,0,0,0,0,1690271780,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691144401,1200.0,0.663625,0.020792758,1.153503,0.0,0,0,1,1,1,1,38,0,0,0,0,0,1691142839,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1692174099,1200.0,0.663625,0.020975228,1.0737319,0.0,0,0,1,1,1,1,38,0,0,0,0,0,1692168755,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1693254254,1200.0,0.663625,0.04654267,1.1823819,0.0,0,0,1,1,1,1,38,0,0,0,0,0,1693254035,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1694194098,1200.0,0.663625,0.020985624,1.2491443,0.0,0,0,1,1,1,1,38,0,0,0,0,0,1694189826,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695164139,1200.0,0.663625,0.02080621,0.8996209,0.0,0,0,1,1,1,1,38,0,0,0,0,0,1695162856,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696224097,1200.0,0.663625,0.020996492,1.2757869,0.0,0,0,1,1,1,1,38,0,0,0,0,0,1696223846,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697174391,1200.0,0.663625,0.02079498,1.156597,0.0,0,0,1,1,1,1,38,0,0,0,0,0,1697164774,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698164152,1200.0,0.663625,0.020792304,1.0118921,0.0,0,0,1,1,1,1,38,0,0,0,0,0,1698156773,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
