timestamp,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,_padding0[0],_padding0[1],_padding0[2],_padding0[3],_padding0[4],heartbeats[0].timestamp,heartbeats[0].system_id,heartbeats[0].component_id,heartbeats[0].type,heartbeats[0].state,heartbeats[0]._padding0[0],heartbeats[0]._padding0[1],heartbeats[0]._padding0[2],heartbeats[0]._padding0[3],heartbeats[1].timestamp,heartbeats[1].system_id,heartbeats[1].component_id,heartbeats[1].type,heartbeats[1].state,heartbeats[1]._padding0[0],heartbeats[1]._padding0[1],heartbeats[1]._padding0[2],heartbeats[1]._padding0[3],heartbeats[2].timestamp,heartbeats[2].system_id,heartbeats[2].component_id,heartbeats[2].type,heartbeats[2].state,heartbeats[2]._padding0[0],heartbeats[2]._padding0[1],heartbeats[2]._padding0[2],heartbeats[2]._padding0[3],heartbeats[3].timestamp,heartbeats[3].system_id,heartbeats[3].component_id,heartbeats[3].type,heartbeats[3].state,heartbeats[3]._padding0[0],heartbeats[3]._padding0[1],heartbeats[3]._padding0[2],heartbeats[3]._padding0[3]
277499100,1200.0,0.62888896,0.020944098,1.2317125,0.0,0,0,1,1,1,1,37,0,0,0,0,0,277490755,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278504148,1200.0,0.62888896,0.020916209,0.8625446,0.0,0,0,1,1,1,1,37,0,0,0,0,0,278503759,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279665101,1200.0,0.62888896,0.0,1.0449873,0.0,0,0,1,1,1,1,37,0,0,0,0,0,279655817,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280496282,1200.0,0.62888896,0.0,1.0449873,0.0,0,0,1,1,1,1,37,0,0,0,0,0,280486754,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281509255,1200.0,0.62888896,0.041916166,0.9351297,0.0,0,0,1,1,1,1,37,0,0,0,0,0,281502956,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282579099,1200.0,0.62888896,0.04690319,1.0897508,0.0,0,0,1,1,1,1,37,0,0,0,0,0,282570759,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283479449,1200.0,0.62888896,0.02079284,1.1832116,0.0,0,0,1,1,1,1,37,0,0,0,0,0,283473826,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284499178,1200.0,0.62888896,0.020792635,1.0564638,0.0,0,0,1,1,1,1,37,0,0,0,0,0,284493754,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285579158,1200.0,0.62888896,0.020792078,1.0841583,0.0,0,0,1,1,1,1,37,0,0,0,0,0,285574759,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286479131,1200.0,0.62888896,0.020999221,1.0049628,0.0,0,0,1,1,1,1,37,0,0,0,0,0,286475780,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287489197,1200.0,0.62888896,0.02079284,1.1881622,0.0,0,0,1,1,1,1,37,0,0,0,0,0,287487778,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288549587,1200.0,0.62888896,0.020792078,1.0118811,0.0,0,0,1,1,1,1,37,0,0,0,0,0,288542757,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289469100,1200.0,0.62888896,0.020998048,1.1038973,0.0,0,0,1,1,1,1,37,0,0,0,0,0,289462803,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290490564,1200.0,0.62888896,0.020793993,1.0604936,0.0,0,0,1,1,1,1,37,0,0,0,0,0,290482972,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291550134,1200.0,0.62888896,0.020978602,1.1378394,0.0,0,0,1,1,1,1,37,0,0,0,0,0,291547761,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292460137,1200.0,0.62888896,0.046999715,0.9579942,0.0,0,0,1,1,1,1,37,0,0,0,0,0,292459843,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293480145,1200.0,0.62888896,0.020792058,1.151484,0.0,0,0,1,1,1,1,37,0,0,0,0,0,293476767,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294580099,1200.0,0.62888896,0.020791585,0.93562126,0.0,0,0,1,1,1,1,37,0,0,0,0,0,294574877,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
