timestamp,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,_padding0[0],_padding0[1],_padding0[2],_padding0[3],_padding0[4],heartbeats[0].timestamp,heartbeats[0].system_id,heartbeats[0].component_id,heartbeats[0].type,heartbeats[0].state,heartbeats[0]._padding0[0],heartbeats[0]._padding0[1],heartbeats[0]._padding0[2],heartbeats[0]._padding0[3],heartbeats[1].timestamp,heartbeats[1].system_id,heartbeats[1].component_id,heartbeats[1].type,heartbeats[1].state,heartbeats[1]._padding0[0],heartbeats[1]._padding0[1],heartbeats[1]._padding0[2],heartbeats[1]._padding0[3],heartbeats[2].timestamp,heartbeats[2].system_id,heartbeats[2].component_id,heartbeats[2].type,heartbeats[2].state,heartbeats[2]._padding0[0],heartbeats[2]._padding0[1],heartbeats[2]._padding0[2],heartbeats[2]._padding0[3],heartbeats[3].timestamp,heartbeats[3].system_id,heartbeats[3].component_id,heartbeats[3].type,heartbeats[3].state,heartbeats[3]._padding0[0],heartbeats[3]._padding0[1],heartbeats[3]._padding0[2],heartbeats[3]._padding0[3]
84392130,1200.0,0.663625,0.020936582,1.0896993,0.0,0,0,1,1,1,1,36,0,0,0,0,0,83382757,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84465295,1200.0,0.3746075,0.020936582,1.0896993,0.0,0,0,1,1,1,1,36,0,0,0,0,0,84457861,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85459844,1200.0,0.663625,0.02087305,1.1450359,0.0,0,0,1,1,1,1,36,0,0,0,0,0,85455758,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86379097,1200.0,0.663625,0.020918647,1.2142776,0.0,0,0,1,1,1,1,36,0,0,0,0,0,86376982,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87379275,1200.0,0.663625,0.02099979,1.1749882,0.0,0,0,1,1,1,1,36,0,0,0,0,0,86376982,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88449304,1200.0,0.663625,0.020792283,0.93268245,0.0,0,0,1,1,1,1,36,0,0,0,0,0,88443754,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89381220,1200.0,0.663625,0.02097877,1.2996846,0.0,0,0,1,1,1,1,36,0,0,0,0,0,89371826,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90383485,1200.0,0.663625,0.020952396,1.0905223,0.0,0,0,1,1,1,1,36,0,0,0,0,0,89371826,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91446283,1200.0,0.663625,0.020942554,1.0211987,0.0,0,0,1,1,1,1,36,0,0,0,0,0,91445890,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92368360,1200.0,0.663625,0.04690745,1.2375582,0.0,0,0,1,1,1,1,36,0,0,0,0,0,92367951,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
