timestamp,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,_padding0[0],_padding0[1],_padding0[2],_padding0[3],_padding0[4],heartbeats[0].timestamp,heartbeats[0].system_id,heartbeats[0].component_id,heartbeats[0].type,heartbeats[0].state,heartbeats[0]._padding0[0],heartbeats[0]._padding0[1],heartbeats[0]._padding0[2],heartbeats[0]._padding0[3],heartbeats[1].timestamp,heartbeats[1].system_id,heartbeats[1].component_id,heartbeats[1].type,heartbeats[1].state,heartbeats[1]._padding0[0],heartbeats[1]._padding0[1],heartbeats[1]._padding0[2],heartbeats[1]._padding0[3],heartbeats[2].timestamp,heartbeats[2].system_id,heartbeats[2].component_id,heartbeats[2].type,heartbeats[2].state,heartbeats[2]._padding0[0],heartbeats[2]._padding0[1],heartbeats[2]._padding0[2],heartbeats[2]._padding0[3],heartbeats[3].timestamp,heartbeats[3].system_id,heartbeats[3].component_id,heartbeats[3].type,heartbeats[3].state,heartbeats[3]._padding0[0],heartbeats[3]._padding0[1],heartbeats[3]._padding0[2],heartbeats[3]._padding0[3]
30544271,1200.0,0.79761016,0.020999137,1.2319494,0.0,0,0,1,1,1,1,37,0,0,0,0,0,30543846,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31479106,1200.0,0.79761016,0.020853171,1.1379874,0.0,0,0,1,1,1,1,37,0,0,0,0,0,31478767,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32479127,1200.0,0.79761016,0.046536814,1.0752975,0.0,0,0,1,1,1,1,37,0,0,0,0,0,31478767,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32499132,1200.0,0.79761016,0.046536814,1.0752975,0.0,0,0,1,1,1,1,37,0,0,0,0,0,32494762,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33550454,1200.0,0.79761016,0.020998424,1.0589205,0.0,0,0,1,1,1,1,37,0,0,0,0,0,33545865,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34523178,1200.0,0.79761016,0.020959465,1.1088555,0.0,0,0,1,1,1,1,37,0,0,0,0,0,34513762,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35455594,1200.0,0.79761016,0.020956473,1.2294464,0.0,0,0,1,1,1,1,37,0,0,0,0,0,35446756,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36557632,1200.0,0.79761016,0.020957017,1.0797853,0.0,0,0,1,1,1,1,37,0,0,0,0,0,36552756,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37479439,1200.0,0.79761016,0.020939004,1.0619067,0.0,0,0,1,1,1,1,37,0,0,0,0,0,37472758,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38492171,1200.0,0.6778888,0.020959862,1.0569758,0.0,0,0,1,1,1,1,37,0,0,0,0,0,38484752,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39575095,1200.0,0.36751404,0.02095595,1.2413906,0.0,0,0,1,1,1,1,37,0,0,0,0,0,39572757,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40466840,1200.0,0.64168423,0.020939317,1.256359,0.0,0,0,1,1,1,1,37,0,0,0,0,0,40457754,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41481282,1200.0,0.62888896,0.020916333,1.3087648,0.0,0,0,1,1,1,1,37,0,0,0,0,0,41479278,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
