timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy
29398395,20000.0,1.0,1577.697,0.0,981,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30151582,20000.0,1.0,1577.697,0.0,1013,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30905353,20000.0,1.0,1566.5426,0.0,1037,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31663429,20000.0,1.0,1635.416,0.0,1074,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32416956,20000.0,1.0,1600.3865,0.0,1108,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33172218,20000.0,1.0,1600.3865,0.0,1142,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33928241,20000.0,1.0,1609.7937,0.0,1168,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35436388,20000.0,1.0,1573.4009,0.0,1234,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36191824,20000.0,1.0,1573.4009,0.0,1268,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36947512,20000.0,1.0,1601.4034,0.0,1294,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38456127,20000.0,1.0,1602.9375,0.0,1361,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39208090,20000.0,1.0,1602.9375,0.0,1395,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39960208,20000.0,1.0,1573.6284,0.0,1421,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41467851,20000.0,1.0,1635.0947,0.0,1489,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42223261,20000.0,1.0,1635.0947,0.0,1522,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42976460,20000.0,1.0,1599.4332,0.0,1549,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44483731,20000.0,1.0,1601.7441,0.0,1615,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
