timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy
795522086,20000.0,1.0,1697.9658,0.0,34201,0,18.966108,13992,40,0,0,0,0.0028587764,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796276858,20000.0,1.0,1886.6589,0.0,34231,0,18.936356,13993,40,0,0,0,0.0028585722,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797030397,20000.0,1.0,1662.4482,0.0,34258,0,18.97088,13994,40,0,0,0,0.002858368,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797779329,20000.0,1.0,1662.4482,0.0,34292,0,18.97088,13994,40,0,0,0,0.002858368,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798539044,20000.0,1.0,1893.1681,0.0,34328,0,18.96162,13995,40,0,0,0,0.0028581636,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800055844,20000.0,1.0,1892.8284,0.0,34389,0,18.958218,13997,40,0,0,0,0.0028577552,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800811319,20000.0,1.0,1892.8284,0.0,34420,0,18.958218,13997,40,0,0,0,0.0028577552,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801565341,20000.0,1.0,1700.0292,0.0,34458,0,18.944607,13998,40,0,0,0,0.002857551,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803078801,20000.0,1.0,1705.0043,0.0,34517,0,18.966675,14000,40,0,0,0,0.0028571428,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803830726,20000.0,1.0,1705.0043,0.0,34552,0,18.966675,14000,40,0,0,0,0.0028571428,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804589816,20000.0,1.0,1899.0308,0.0,34586,0,18.980318,14001,40,0,0,0,0.0028569389,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806104287,20000.0,1.0,1899.3021,0.0,34653,0,18.98303,14003,40,0,0,0,0.0028565307,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806857492,20000.0,1.0,1708.2585,0.0,34680,0,18.991756,14003,40,0,0,0,0.0028565307,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807611573,20000.0,1.0,1708.2585,0.0,34714,0,18.991756,14004,40,0,0,0,0.0028563268,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809129089,20000.0,1.0,1705.5753,0.0,34783,0,18.961926,14006,40,0,0,0,0.0028559188,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809885065,20000.0,1.0,1895.025,0.0,34809,0,18.940283,14006,40,0,0,0,0.0028559188,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810644261,20000.0,1.0,1895.025,0.0,34841,0,18.940283,14007,40,0,0,0,0.002855715,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812156571,20000.0,1.0,1951.3597,0.0,34911,0,18.974327,14009,40,0,0,0,0.0028553072,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812911768,20000.0,1.0,1700.8392,0.0,34938,0,18.909273,14009,40,0,0,0,0.0028553072,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813666085,20000.0,1.0,1700.8392,0.0,34973,0,18.909273,14010,40,0,0,0,0.0028551035,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815180494,20000.0,1.0,1705.6859,0.0,35040,0,18.963154,14012,40,0,0,0,0.002854696,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815933504,20000.0,1.0,1897.2057,0.0,35068,0,18.962076,14012,40,0,0,0,0.002854696,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816695248,20000.0,1.0,1897.2057,0.0,35100,0,18.962076,14013,40,0,0,0,0.0028544923,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818205996,20000.0,1.0,1899.3304,0.0,35167,0,18.983313,14015,40,0,0,0,0.0028540848,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818962252,20000.0,1.0,1705.8817,0.0,35194,0,18.965332,14015,40,0,0,0,0.0028540848,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819720329,20000.0,1.0,1705.8817,0.0,35230,0,18.965332,14016,40,0,0,0,0.0028538813,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820475232,20000.0,1.0,1897.2057,0.0,35264,0,18.962076,14017,40,0,0,0,0.0028536776,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821984342,20000.0,1.0,1949.1078,0.0,35325,0,18.95243,14018,40,0,0,0,0.002853474,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822745715,20000.0,1.0,1949.1078,0.0,35359,0,18.95243,14019,40,0,0,0,0.0028532706,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823501174,20000.0,1.0,1708.4482,0.0,35396,0,18.993866,14020,40,0,0,0,0.0028530671,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825016007,20000.0,1.0,1704.1381,0.0,35453,0,18.945946,14022,40,0,0,0,0.0028526601,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825768089,20000.0,1.0,1704.1381,0.0,35488,0,18.945946,14022,40,0,0,0,0.0028526601,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826522751,20000.0,1.0,1899.528,0.0,35524,0,18.985287,14023,40,0,0,0,0.0028524566,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828041003,20000.0,1.0,1897.0712,0.0,35583,0,18.960732,14025,40,0,0,0,0.00285205,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828794452,20000.0,1.0,1897.0712,0.0,35616,0,18.960732,14025,40,0,0,0,0.00285205,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829553295,20000.0,1.0,1705.0205,0.0,35652,0,18.955757,14026,40,0,0,0,0.0028518466,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831067511,20000.0,1.0,1708.3013,0.0,35711,0,18.992231,14028,40,0,0,0,0.0028514399,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831822210,20000.0,1.0,1708.3013,0.0,35748,0,18.992231,14028,40,0,0,0,0.0028514399,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832578735,20000.0,1.0,1949.7961,0.0,35781,0,18.959124,14029,40,0,0,0,0.0028512366,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834090052,20000.0,1.0,1894.2924,0.0,35842,0,18.932959,14031,40,0,0,0,0.0028508303,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834847730,20000.0,1.0,1894.2924,0.0,35875,0,18.932959,14031,40,0,0,0,0.0028508303,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835602049,20000.0,1.0,1702.8,0.0,35910,0,18.931072,14032,40,0,0,0,0.002850627,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837116006,20000.0,1.0,1707.924,0.0,35977,0,18.988037,14034,40,0,0,0,0.002850221,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837869107,20000.0,1.0,1707.924,0.0,36005,0,18.988037,14034,40,0,0,0,0.002850221,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838628160,20000.0,1.0,1897.34,0.0,36037,0,18.963419,14035,40,0,0,0,0.0028500177,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840139052,20000.0,1.0,1894.0773,0.0,36105,0,18.930809,14037,40,0,0,0,0.0028496117,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
