timestamp,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,_padding0[0],_padding0[1],_padding0[2],_padding0[3],_padding0[4],heartbeats[0].timestamp,heartbeats[0].system_id,heartbeats[0].component_id,heartbeats[0].type,heartbeats[0].state,heartbeats[0]._padding0[0],heartbeats[0]._padding0[1],heartbeats[0]._padding0[2],heartbeats[0]._padding0[3],heartbeats[1].timestamp,heartbeats[1].system_id,heartbeats[1].component_id,heartbeats[1].type,heartbeats[1].state,heartbeats[1]._padding0[0],heartbeats[1]._padding0[1],heartbeats[1]._padding0[2],heartbeats[1]._padding0[3],heartbeats[2].timestamp,heartbeats[2].system_id,heartbeats[2].component_id,heartbeats[2].type,heartbeats[2].state,heartbeats[2]._padding0[0],heartbeats[2]._padding0[1],heartbeats[2]._padding0[2],heartbeats[2]._padding0[3],heartbeats[3].timestamp,heartbeats[3].system_id,heartbeats[3].component_id,heartbeats[3].type,heartbeats[3].state,heartbeats[3]._padding0[0],heartbeats[3]._padding0[1],heartbeats[3]._padding0[2],heartbeats[3]._padding0[3]
81793102,1200.0,0.62888896,0.020958398,0.896221,0.0,0,0,1,1,1,1,36,0,0,0,0,0,81792754,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82689100,1200.0,0.62888896,0.046759512,1.0645251,0.0,0,0,1,1,1,1,36,0,0,0,0,0,82679798,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83641104,1200.0,0.62888896,0.020898495,1.1225477,0.0,0,0,1,1,1,1,36,0,0,0,0,0,83640795,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84641167,1200.0,0.62888896,0.020957872,1.1047794,0.0,0,0,1,1,1,1,36,0,0,0,0,0,83640795,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84711118,1200.0,0.62888896,0.020957872,1.1047794,0.0,0,0,1,1,1,1,36,0,0,0,0,0,84702789,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85711350,1200.0,0.62888896,0.020789402,1.04244,0.0,0,0,1,1,1,1,36,0,0,0,0,0,85708305,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86803209,1200.0,0.62888896,0.020794364,1.1664648,0.0,0,0,1,1,1,1,36,0,0,0,0,0,86795754,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87685236,1200.0,0.62888896,0.02095461,0.99185157,0.0,0,0,1,1,1,1,36,0,0,0,0,0,87684547,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88707516,1200.0,0.62888896,0.020939296,1.1087856,0.0,0,0,1,1,1,1,36,0,0,0,0,0,88703759,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89760102,1200.0,0.62888896,0.020959819,1.0789317,0.0,0,0,1,1,1,1,36,0,0,0,0,0,89751761,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90671425,1200.0,0.62888896,0.020956222,1.0528007,0.0,0,0,1,1,1,1,36,0,0,0,0,0,90664791,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91704542,1200.0,0.62888896,0.020959442,1.0968775,0.0,0,0,1,1,1,1,36,0,0,0,0,0,91698834,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92756104,1200.0,0.62888896,0.04689645,0.9030061,0.0,0,0,1,1,1,1,36,0,0,0,0,0,92751762,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
