timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy
704836490,20000.0,1.0,1753.9813,0.0,30089,0,18.967358,327,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705593024,20000.0,1.0,1753.9813,0.0,30125,0,18.967358,328,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706350088,20000.0,1.0,1845.2329,0.0,30158,0,18.889776,329,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707105564,20000.0,1.0,1758.6312,0.0,30195,0,18.974442,329,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707863200,20000.0,1.0,1820.938,0.0,30219,0,18.936958,330,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708617052,20000.0,1.0,1820.938,0.0,30252,0,18.936958,331,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709377444,20000.0,1.0,1760.8151,0.0,30288,0,18.998005,332,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710884239,20000.0,1.0,1757.4008,0.0,30346,0,18.961166,333,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711644241,20000.0,1.0,1757.4008,0.0,30383,0,18.961166,334,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712401252,20000.0,1.0,1876.0004,0.0,30417,0,18.9495,335,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713914091,20000.0,1.0,1822.8729,0.0,30480,0,18.95708,336,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714668346,20000.0,1.0,1822.8729,0.0,30510,0,18.95708,337,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
