timestamp,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,_padding0[0],_padding0[1],_padding0[2],_padding0[3],_padding0[4],heartbeats[0].timestamp,heartbeats[0].system_id,heartbeats[0].component_id,heartbeats[0].type,heartbeats[0].state,heartbeats[0]._padding0[0],heartbeats[0]._padding0[1],heartbeats[0]._padding0[2],heartbeats[0]._padding0[3],heartbeats[1].timestamp,heartbeats[1].system_id,heartbeats[1].component_id,heartbeats[1].type,heartbeats[1].state,heartbeats[1]._padding0[0],heartbeats[1]._padding0[1],heartbeats[1]._padding0[2],heartbeats[1]._padding0[3],heartbeats[2].timestamp,heartbeats[2].system_id,heartbeats[2].component_id,heartbeats[2].type,heartbeats[2].state,heartbeats[2]._padding0[0],heartbeats[2]._padding0[1],heartbeats[2]._padding0[2],heartbeats[2]._padding0[3],heartbeats[3].timestamp,heartbeats[3].system_id,heartbeats[3].component_id,heartbeats[3].type,heartbeats[3].state,heartbeats[3]._padding0[0],heartbeats[3]._padding0[1],heartbeats[3]._padding0[2],heartbeats[3]._padding0[3]
41410227,1200.0,0.62888896,0.020979041,0.99800295,0.0,0,0,1,1,1,1,37,0,0,0,0,0,41407763,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42286110,1200.0,0.62888896,0.04690492,0.97502357,0.0,0,0,1,1,1,1,37,0,0,0,0,0,42277908,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43287099,1200.0,0.62888896,0.02087529,1.1908855,0.0,0,0,1,1,1,1,37,0,0,0,0,0,42277908,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43317146,1200.0,0.62888896,0.02087529,1.1908855,0.0,0,0,1,1,1,1,37,0,0,0,0,0,43311803,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44367256,1200.0,0.62888896,0.020979041,1.1138872,0.0,0,0,1,1,1,1,37,0,0,0,0,0,44364964,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45307131,1200.0,0.62888896,0.020999977,0.937999,0.0,0,0,1,1,1,1,37,0,0,0,0,0,45305790,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46307187,1200.0,0.62888896,0.02099832,1.3168947,0.0,0,0,1,1,1,1,37,0,0,0,0,0,46305857,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47378137,1200.0,0.62888896,0.02099937,0.8709738,0.0,0,0,1,1,1,1,37,0,0,0,0,0,47370811,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48290396,1200.0,0.62888896,0.020960383,1.2376608,0.0,0,0,1,1,1,1,37,0,0,0,0,0,48285765,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49302380,1200.0,0.62888896,0.02095411,1.1355132,0.0,0,0,1,1,1,1,37,0,0,0,0,0,49300780,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
