timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy
652683127,20000.0,1.0,1688.871,0.0,27869,0,18.942472,275,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653425104,20000.0,1.0,1688.871,0.0,27903,0,18.942472,276,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654184068,20000.0,1.0,1887.9591,0.0,27936,0,18.979483,276,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655696324,20000.0,1.0,1894.293,0.0,27997,0,18.96289,278,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656451811,20000.0,1.0,1894.293,0.0,28030,0,18.96289,279,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657204809,20000.0,1.0,1700.8702,0.0,28066,0,18.94287,279,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658724357,20000.0,1.0,1703.1387,0.0,28125,0,18.968134,281,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659477537,20000.0,1.0,1703.1387,0.0,28161,0,18.968134,282,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660232625,20000.0,1.0,1895.0947,0.0,28194,0,18.970917,282,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661750961,20000.0,1.0,1945.533,0.0,28257,0,18.937052,284,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662510166,20000.0,1.0,1945.533,0.0,28291,0,18.937052,285,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663260600,20000.0,1.0,1703.1456,0.0,28324,0,18.96821,285,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664779047,20000.0,1.0,1704.2957,0.0,28383,0,18.981018,287,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665539207,20000.0,1.0,1704.2957,0.0,28420,0,18.981018,288,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666298062,20000.0,1.0,1892.3174,0.0,28453,0,18.943113,289,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667807033,20000.0,1.0,1891.7478,0.0,28513,0,18.937412,290,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668560355,20000.0,1.0,1891.7478,0.0,28547,0,18.937412,291,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669317659,20000.0,1.0,1703.7953,0.0,28582,0,18.975445,292,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670825090,20000.0,1.0,1705.6658,0.0,28639,0,18.996277,293,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671580245,20000.0,1.0,1705.6658,0.0,28678,0,18.996277,294,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
