timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy
557416467,20000.0,1.0,1819.7108,0.0,23895,0,18.976128,180,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558175331,20000.0,1.0,1819.7108,0.0,23929,0,18.976128,180,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558928003,20000.0,1.0,1753.0054,0.0,23955,0,18.92449,181,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559681551,20000.0,1.0,1822.4299,0.0,23988,0,18.962852,182,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560436653,20000.0,1.0,1756.0646,0.0,24023,0,18.957516,183,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561194437,20000.0,1.0,1756.0646,0.0,24060,0,18.957516,184,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561946261,20000.0,1.0,1873.931,0.0,24086,0,18.948744,184,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563461935,20000.0,1.0,1820.4677,0.0,24154,0,18.942434,186,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564221264,20000.0,1.0,1820.4677,0.0,24187,0,18.942434,187,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564970413,20000.0,1.0,1757.6763,0.0,24214,0,18.974915,187,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566488097,20000.0,1.0,1758.9078,0.0,24282,0,18.988209,189,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567246002,20000.0,1.0,1758.9078,0.0,24317,0,18.988209,190,0,0,0,0,0.0,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
