timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy
1233309384,20000.0,1.0,1759.9329,0.0,52930,0,18.956192,14429,40,0,0,0,0.0027721948,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234067759,20000.0,1.0,1812.4303,0.0,52957,0,18.817583,14430,40,0,0,0,0.0027720027,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234819363,20000.0,1.0,1761.7108,0.0,52988,0,18.932411,14431,40,0,0,0,0.0027718106,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235571226,20000.0,1.0,1761.7108,0.0,53025,0,18.932411,14432,40,0,0,0,0.0027716185,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236320044,20000.0,1.0,1831.6261,0.0,53056,0,18.975407,14432,40,0,0,0,0.0027716185,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237080007,20000.0,1.0,1764.4711,0.0,53083,0,18.962076,14433,40,0,0,0,0.0027714267,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238596008,20000.0,1.0,1827.9895,0.0,53152,0,18.937733,14435,40,0,0,0,0.0027710425,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239349350,20000.0,1.0,1763.2181,0.0,53186,0,18.94861,14435,40,0,0,0,0.0027710425,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240108003,20000.0,1.0,1833.9836,0.0,53220,0,18.99983,14436,40,0,0,0,0.0027708507,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241619194,20000.0,1.0,1766.2461,0.0,53282,0,18.981152,14438,40,0,0,0,0.0027704667,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242372900,20000.0,1.0,1883.2374,0.0,53315,0,18.962114,14438,40,0,0,0,0.0027704667,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243132192,20000.0,1.0,1766.5569,0.0,53351,0,18.97376,14439,40,0,0,0,0.0027702749,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244648157,20000.0,1.0,1834.6134,0.0,53411,0,18.96499,14441,40,0,0,0,0.0027698912,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245400347,20000.0,1.0,1767.4575,0.0,53444,0,18.951294,14441,40,0,0,0,0.0027698912,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246156172,20000.0,1.0,1837.6306,0.0,53477,0,18.996181,14442,40,0,0,0,0.0027696996,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247672004,20000.0,1.0,1771.9434,0.0,53539,0,18.999393,14444,40,0,0,0,0.002769316,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248425803,20000.0,1.0,1835.3314,0.0,53570,0,18.972414,14444,40,0,0,0,0.002769316,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249175300,20000.0,1.0,1799.9563,0.0,53607,0,18.967926,14445,40,0,0,0,0.0027691242,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250685624,20000.0,1.0,1834.6555,0.0,53666,0,18.965427,14447,40,0,0,0,0.002768741,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251441440,20000.0,1.0,1770.2297,0.0,53702,0,18.981018,14447,40,0,0,0,0.002768741,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252192585,20000.0,1.0,1886.9939,0.0,53735,0,18.95975,14448,40,0,0,0,0.0027685494,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253702256,20000.0,1.0,1760.0773,0.0,53797,0,18.872162,14450,40,0,0,0,0.0027681661,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254457581,20000.0,1.0,1835.9749,0.0,53832,0,18.979065,14451,40,0,0,0,0.0027679745,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255215359,20000.0,1.0,1767.6993,0.0,53864,0,18.953886,14451,40,0,0,0,0.0027679745,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255970841,20000.0,1.0,1830.8396,0.0,53892,0,18.92598,14452,40,0,0,0,0.002767783,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257482683,20000.0,1.0,1769.0015,0.0,53960,0,18.96785,14454,40,0,0,0,0.0027674001,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258237112,20000.0,1.0,1837.7977,0.0,53991,0,18.99791,14454,40,0,0,0,0.0027674001,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258997737,20000.0,1.0,1810.2007,0.0,54019,0,18.981133,14455,40,0,0,0,0.0027672085,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260498045,20000.0,1.0,1834.26,0.0,54088,0,18.961338,14457,40,0,0,0,0.0027668257,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261250691,20000.0,1.0,1770.4827,0.0,54124,0,18.98373,14457,40,0,0,0,0.0027668257,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262002618,20000.0,1.0,1886.9243,0.0,54150,0,18.95905,14458,40,0,0,0,0.0027666343,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263511048,20000.0,1.0,1768.7649,0.0,54220,0,18.965311,14460,40,0,0,0,0.0027662518,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264266556,20000.0,1.0,1834.3423,0.0,54250,0,18.962189,14460,40,0,0,0,0.0027662518,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265023006,20000.0,1.0,1769.0015,0.0,54276,0,18.96785,14461,40,0,0,0,0.0027660604,0,0,0,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
