timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,n_states,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
20690392,0.5094753,-0.016840868,-0.0060681044,0.8602991,-0.004515008,0.0014470955,0.032803413,-0.0025719332,0.002594966,0.12274937,-3.7875714e-05,1.0501378e-05,-9.8673845e-06,0.0,0.0,0.00088897615,0.16295846,-0.061979778,-0.12563127,0.0,0.0,0.0,0.0,0.0,1.4096917e-10,8.971118e-06,0.00019614582,0.000116577095,1.532629e-05,1.537611e-05,4.087814e-05,0.03550174,0.035501458,0.026531195,0.06357646,0.0635764,0.33522302,1.6458443e-10,1.6475243e-10,1.4412859e-09,0.0,0.0,5.0000082e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040818463,0.0011289659,0.0053625708,67109395,0.356585,0.5789845,0.022018433,0.0,5.7350888e-05,5.7350888e-05,0.0,0.0,0.0,0.0,64,0,0,229,24,0,0,0,0,0,0,0
20700440,0.50947404,-0.016843867,-0.0060661123,0.8602998,-0.0045904126,0.0015323064,0.032891527,-0.002617556,0.0026098944,0.12307854,-3.7875714e-05,1.0501378e-05,-9.8673845e-06,0.0,0.0,0.00088897615,0.16295846,-0.061979778,-0.12563127,0.0,0.0,0.0,0.0,0.0,1.4001587e-10,8.98354e-06,0.00019515041,0.00011687753,1.5376312e-05,1.5426289e-05,4.098307e-05,0.03577807,0.03577778,0.026596239,0.06438596,0.0643859,0.3367941,1.6459442e-10,1.6476243e-10,1.4412959e-09,0.0,0.0,5.0000175e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000379776,0.0010567098,0.0050870534,67109395,0.35884795,0.58033967,0.022018433,0.0,5.7350888e-05,5.7350888e-05,0.0,0.0,0.0,0.0,64,0,0,229,24,0,0,0,0,0,0,0
20890841,0.5094981,-0.016866842,-0.006072635,0.86028504,-0.004003549,0.00082492473,0.031409338,-0.002714811,0.0022040969,0.11975037,-3.78667e-05,1.0474684e-05,-9.8443725e-06,0.0,0.0,0.00089092477,0.16295846,-0.061979778,-0.12563127,0.0,0.0,0.0,0.0,0.0,1.3915812e-10,9.116353e-06,0.00019706994,0.00011521451,1.4426232e-05,1.44750375e-05,4.0401468e-05,0.034127716,0.034127366,0.02631437,0.06271535,0.062715285,0.33880243,1.5090126e-10,1.5107206e-10,1.379167e-09,0.0,0.0,5.000043e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.196773e-05,0.0015588241,0.007922273,67109395,0.3541619,0.5820674,0.035344925,0.0,5.6509867e-05,5.6509867e-05,0.0,0.0,0.0,0.0,64,0,0,229,24,0,0,0,0,0,0,0
21101314,0.5091417,-0.016863534,-0.0060506114,0.8604963,-0.003611943,-0.00033046352,0.03103239,-0.0027704402,0.0017136527,0.118972175,-3.783359e-05,1.0479873e-05,-1.0816401e-05,0.0,0.0,0.00089243654,0.16295846,-0.061979778,-0.12563127,0.0,0.0,0.0,0.0,0.0,1.3913312e-10,8.697016e-06,0.00021342724,0.000114153896,1.3656807e-05,1.3704679e-05,4.002129e-05,0.03309911,0.033098638,0.025696458,0.06265071,0.062650606,0.33474013,1.3885908e-10,1.3903151e-10,1.3202904e-09,0.0,0.0,5.0000345e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008411168,0.000839751,0.0051962077,67109395,0.35397926,0.5785673,0.009762099,0.0,5.7497968e-05,5.7497968e-05,0.0,0.0,0.0,0.0,64,0,0,229,24,0,0,0,0,0,0,0
21291741,0.5089008,-0.016864074,-0.006087357,0.86063844,-0.0026861571,-0.0020583263,0.032387216,-0.0026836484,0.0011531282,0.12447213,-3.7806818e-05,1.0480667e-05,-1.1466838e-05,0.0,0.0,0.0008925489,0.16295846,-0.061979778,-0.12563127,0.0,0.0,0.0,0.0,0.0,1.3940156e-10,9.001083e-06,0.0002053236,0.00011253868,1.287864e-05,1.2925317e-05,3.9448132e-05,0.03166017,0.0316596,0.025002114,0.061083253,0.061083138,0.32784322,1.282054e-10,1.283785e-10,1.2644883e-09,0.0,0.0,5.000017e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009771563,0.00035124004,0.00016234996,67109395,0.3495231,0.5725759,0.008385562,0.0,5.6957557e-05,5.6957557e-05,0.0,0.0,0.0,0.0,64,0,0,229,24,0,0,0,0,0,0,0
21492192,0.50856435,-0.016859746,-0.006107407,0.8608372,-0.002485675,-0.0019403452,0.033343345,-0.0025057264,0.00056165486,0.12721941,-3.7774953e-05,1.0492303e-05,-1.23253185e-05,0.0,0.0,0.00089332776,0.16295846,-0.061979778,-0.12563127,0.0,0.0,0.0,0.0,0.0,1.4407295e-10,9.265e-06,0.0001927594,0.00011122479,1.22134725e-05,1.2259134e-05,3.8975762e-05,0.030554174,0.030553559,0.024414629,0.06031228,0.060312115,0.3226709,1.1878094e-10,1.1895387e-10,1.2115741e-09,0.0,0.0,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011484125,0.0002820162,0.00031471893,67109395,0.34731022,0.56804127,0.0228089,0.0,5.3696713e-05,5.3696713e-05,0.0,0.0,0.0,0.0,64,0,0,229,24,0,0,0,0,0,0,0
21692641,0.50829935,-0.016857786,-0.006078905,0.8609941,-0.0026637095,-0.0031574066,0.03494921,-0.0024241523,1.578222e-05,0.13707452,-3.7747435e-05,1.0502154e-05,-1.2980434e-05,0.0,0.0,0.0008927673,0.16295846,-0.061979778,-0.12563127,0.0,0.0,0.0,0.0,0.0,1.47335e-10,9.161869e-06,0.0001953319,0.00010992906,1.1610543e-05,1.1655303e-05,3.8509246e-05,0.029528068,0.02952736,0.024304293,0.059571344,0.05957115,0.32621792,1.10414254e-10,1.1058639e-10,1.1614125e-09,0.0,0.0,5.000043e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010806632,0.0010451212,0.0034979612,67109395,0.34517023,0.5711549,0.007902741,0.0,5.1243776e-05,5.1243776e-05,0.0,0.0,0.0,0.0,64,0,0,229,24,0,0,0,0,0,0,0
21893091,0.507753,-0.016850304,-0.0061141266,0.8613162,-0.0034014296,-0.0031012513,0.034860153,-0.0024135248,-0.00048294791,0.13836388,-3.7703656e-05,1.0534535e-05,-1.432626e-05,0.0,0.0,0.00089392986,0.16295846,-0.061979778,-0.12563127,0.0,0.0,0.0,0.0,0.0,1.4795756e-10,9.502539e-06,0.00019405883,0.00010936948,1.1063479e-05,1.1107516e-05,3.8294194e-05,0.028573519,0.028572783,0.023785595,0.05885996,0.05885972,0.32121944,1.0297018e-10,1.03142196e-10,1.1190197e-09,0.0,0.0,5.0000263e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015976039,0.0004140368,0.0017531925,67109395,0.34310302,0.56676227,0.004298514,0.0,5.0292103e-05,5.0292103e-05,0.0,0.0,0.0,0.0,64,0,0,229,24,0,0,0,0,0,0,0
22093546,0.50751996,-0.016842583,-0.0060933004,0.8614539,-0.0038241064,-0.0028005706,0.035451278,-0.002493204,-0.0008766807,0.1467925,-3.7679136e-05,1.0544784e-05,-1.4794566e-05,0.0,0.0,0.00089367875,0.16295846,-0.061979778,-0.12563127,0.0,0.0,0.0,0.0,0.0,1.4889698e-10,9.488538e-06,0.00019522686,0.00010809744,1.0566274e-05,1.0609443e-05,3.7827354e-05,0.027687775,0.02768703,0.023308508,0.05817798,0.058177702,0.31643647,9.632511e-11,9.64952e-11,1.073598e-09,0.0,0.0,5.000018e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010955025,0.00089403125,0.0027554766,67109395,0.34110948,0.5625269,0.004938804,0.0,5.146445e-05,5.146445e-05,0.0,0.0,0.0,0.0,64,0,0,229,24,0,0,0,0,0,0,0
22293991,0.5071629,-0.016851416,-0.0060916007,0.86166394,-0.004459996,-0.002141309,0.03250109,-0.002702829,-0.0011225361,0.13671015,-3.7645692e-05,1.0566225e-05,-1.5626478e-05,0.0,0.0,0.0008968683,0.16295846,-0.061979778,-0.12563127,0.0,0.0,0.0,0.0,0.0,1.4395872e-10,9.063399e-06,0.00018816665,0.00010684145,1.01139085e-05,1.015633e-05,3.7369216e-05,0.026863359,0.026862629,0.022868065,0.057524562,0.057524238,0.3118241,9.038067e-11,9.054842e-11,1.0304815e-09,0.0,0.0,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010292748,0.001742111,0.008462941,67109395,0.33918843,0.55841213,0.0038548838,0.0,5.5142733e-05,5.5142733e-05,0.0,0.0,0.0,0.0,64,0,0,229,24,0,0,0,0,0,0,0
