timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,n_states,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
481065145,-0.2465619,0.014749071,0.013757553,0.96891713,0.0068456605,0.02125053,0.022775976,-2.8969338,5.0094576,0.88667,1.3452154e-06,-1.5239847e-06,-1.5761127e-06,0.0015109793,0.00056784524,0.0013613106,0.16380014,-0.06229999,-0.12175663,0.0,0.0,0.0,0.0,0.0,3.558549e-11,8.609141e-06,0.00017111117,3.5319987e-05,3.5525395e-06,3.5510145e-06,2.5037439e-06,0.009293659,0.009293876,0.010829125,0.037777554,0.037777625,0.15328097,1.9570706e-11,1.9561134e-11,3.3491775e-11,0.0,0.0,5.000027e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017096414,0.0022488397,0.009282,67109399,0.27487302,0.39151114,0.0012674502,0.011896691,0.04546846,0.04546846,0.0,0.0,0.0,0.0,64,0,0,895,24,0,0,0,0,0,0,0
481075167,-0.24656227,0.014729961,0.013766069,0.96891725,0.009256676,0.02108158,0.023888923,-2.8864815,5.010597,0.88977104,1.3336296e-06,-1.5301941e-06,-1.5786156e-06,0.0015109793,0.00056784524,0.0013598847,0.16380014,-0.06229999,-0.12175663,0.0,0.0,0.0,0.0,0.0,3.5454754e-11,8.6165655e-06,0.0001703486,3.5287354e-05,3.3737354e-06,3.3722408e-06,2.5014747e-06,0.008172903,0.008173079,0.010313893,0.033391807,0.03339184,0.15056247,1.9382251e-11,1.9372497e-11,3.3479098e-11,0.0,0.0,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018835146,0.0008010227,0.002667572,67109399,0.25842533,0.3880238,0.0075378125,0.010087058,0.045286283,0.045286283,0.0,0.0,0.0,0.0,64,0,0,895,24,0,0,0,0,0,0,0
481265617,-0.24655768,0.014731452,0.013748337,0.9689187,0.0059727277,0.02113403,0.023178337,-2.8850386,5.0146375,0.8901378,1.3332317e-06,-1.5305078e-06,-1.5911751e-06,0.0015109793,0.00056784524,0.0013604403,0.16380014,-0.06229999,-0.12175663,0.0,0.0,0.0,0.0,0.0,3.6456966e-11,8.768698e-06,0.00018413823,3.5316963e-05,3.5537344e-06,3.5522332e-06,2.5027337e-06,0.009302842,0.009303063,0.010815307,0.037792247,0.037792314,0.15274245,1.9572044e-11,1.9562428e-11,3.3490332e-11,0.0,0.0,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013509463,0.0023549248,0.009787989,67109399,0.27492645,0.39082277,0.004677958,0.010087058,0.045286283,0.045286283,0.0,0.0,0.0,0.0,64,0,0,895,24,0,0,0,0,0,0,0
481466091,-0.24651098,0.014734864,0.013757339,0.9689303,0.0048907828,0.020756017,0.021897884,-2.874717,5.0175076,0.8857633,1.3122502e-06,-1.5159758e-06,-1.5777437e-06,0.0015109793,0.00056784524,0.0013609587,0.16380014,-0.06229999,-0.12175663,0.0,0.0,0.0,0.0,0.0,3.4903344e-11,8.799409e-06,0.00018226686,3.531388e-05,3.552298e-06,3.5508178e-06,2.5018023e-06,0.009298118,0.009298333,0.010799154,0.03776828,0.037768353,0.15220627,1.95705e-11,1.9560839e-11,3.34889e-11,0.0,0.0,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.441317e-05,0.0029798916,0.014212422,67109399,0.27483928,0.3901362,0.017881423,0.016393889,0.045090415,0.045090415,0.0,0.0,0.0,0.0,64,0,0,895,24,0,0,0,0,0,0,0
481666565,-0.24642022,0.014725325,0.01377096,0.9689534,0.0031132896,0.02011879,0.02439989,-2.8649979,5.019679,0.8903184,1.2901211e-06,-1.4955865e-06,-1.5408996e-06,0.0015109793,0.00056784524,0.0013591966,0.16380014,-0.06229999,-0.12175663,0.0,0.0,0.0,0.0,0.0,3.7709554e-11,8.973195e-06,0.00017768153,3.5310928e-05,3.5510602e-06,3.549583e-06,2.500756e-06,0.00929348,0.009293693,0.010839304,0.037747044,0.037747156,0.1535859,1.9569185e-11,1.955948e-11,3.348747e-11,0.0,0.0,5.000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017401464,0.002586311,0.010983627,67109399,0.27476206,0.39190036,0.01701742,0.018165637,0.04533865,0.04533865,0.0,0.0,0.0,0.0,64,0,0,895,24,0,0,0,0,0,0,0
481867039,-0.2463973,0.014737781,0.013772168,0.96895903,0.0025437032,0.019573545,0.023912352,-2.8548145,5.023083,0.8929907,1.2708279e-06,-1.4859263e-06,-1.5488575e-06,0.0015109793,0.00056784524,0.0013589833,0.16380014,-0.06229999,-0.12175663,0.0,0.0,0.0,0.0,0.0,3.858885e-11,8.976065e-06,0.00018284896,3.5308105e-05,3.5522246e-06,3.5507833e-06,2.4996243e-06,0.0093021905,0.0093024075,0.010826536,0.03775635,0.037756465,0.1530636,1.9570517e-11,1.9560773e-11,3.348609e-11,0.0,0.0,5.000027e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010442023,0.0024608534,0.0098340055,67109399,0.27479595,0.3912334,0.003306059,0.015202111,0.045793846,0.045793846,0.0,0.0,0.0,0.0,64,0,0,895,24,0,0,0,0,0,0,0
482067560,-0.24635296,0.014742872,0.013786604,0.96897006,0.0025752587,0.018764604,0.024161315,-2.841466,5.0258417,0.89380646,1.2344603e-06,-1.5023315e-06,-1.547453e-06,0.0015109793,0.00056784524,0.0013593512,0.16380014,-0.06229999,-0.12175663,0.0,0.0,0.0,0.0,0.0,3.9346294e-11,9.182944e-06,0.00018469832,3.530536e-05,3.5508372e-06,3.5494506e-06,2.4983544e-06,0.009297293,0.009297505,0.0108108865,0.037737492,0.037737593,0.15253629,1.9569037e-11,1.9559254e-11,3.348468e-11,0.0,0.0,5.0000093e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000108148786,0.0016163805,0.008669404,67109399,0.27472728,0.39055893,0.010063553,0.01359718,0.046059225,0.046059225,0.0,0.0,0.0,0.0,64,0,0,895,24,0,0,0,0,0,0,0
482267986,-0.24630758,0.014705383,0.013776138,0.9689823,0.001677451,0.019247176,0.024478007,-2.8313012,5.031813,0.89508826,1.2355548e-06,-1.5054953e-06,-1.5467053e-06,0.0015109793,0.00056784524,0.0013586979,0.16380014,-0.06229999,-0.12175663,0.0,0.0,0.0,0.0,0.0,4.0184082e-11,9.288925e-06,0.00018977502,3.5302724e-05,3.5518804e-06,3.5504725e-06,2.4970805e-06,0.009305092,0.009305302,0.010798097,0.03774874,0.037748843,0.1520214,1.9570217e-11,1.95604e-11,3.3483317e-11,0.0,0.0,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9988274e-05,0.0022638321,0.009517219,67109399,0.27476823,0.3898992,0.0057728533,0.014200327,0.04540587,0.04540587,0.0,0.0,0.0,0.0,64,0,0,895,24,0,0,0,0,0,0,0
482458436,-0.24624166,0.014705293,0.01376721,0.96899915,0.0030339356,0.019258916,0.024081979,-2.8198137,5.0359325,0.8968142,1.2201481e-06,-1.5126931e-06,-1.5330621e-06,0.0015109793,0.00056784524,0.0013579007,0.16380014,-0.06229999,-0.12175663,0.0,0.0,0.0,0.0,0.0,3.9417466e-11,9.083713e-06,0.00020060061,3.527374e-05,3.5430487e-06,3.5416826e-06,2.4941123e-06,0.00925014,0.0092503475,0.01080303,0.037508048,0.03750816,0.1528943,1.9561065e-11,1.9551213e-11,3.347196e-11,0.0,0.0,5.000027e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2122486e-05,0.0019351707,0.00846921,67109399,0.27389088,0.39101702,0.007954701,0.011558772,0.045695897,0.045695897,0.0,0.0,0.0,0.0,64,0,0,895,24,0,0,0,0,0,0,0
482658910,-0.24619983,0.014681348,0.013799387,0.96900964,0.0041784043,0.017430902,0.021686668,-2.8055897,5.038326,0.8959124,1.1845117e-06,-1.529485e-06,-1.5144799e-06,0.0015109793,0.00056784524,0.0013602163,0.16380014,-0.06229999,-0.12175663,0.0,0.0,0.0,0.0,0.0,3.9521865e-11,9.324026e-06,0.00019918045,3.527053e-05,3.539093e-06,3.5377332e-06,2.493417e-06,0.009232326,0.009232533,0.010785405,0.037462816,0.03746293,0.15237671,1.9556742e-11,1.9546845e-11,3.3470608e-11,0.0,0.0,5.0000178e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001384022,0.0020026567,0.007516031,67109399,0.2737257,0.3903546,0.02565747,0.015303724,0.048884813,0.048884813,0.0,0.0,0.0,0.0,64,0,0,895,24,0,0,0,0,0,0,0
482859384,-0.24619326,0.014688405,0.013826724,0.96901083,0.004504972,0.015510859,0.020801563,-2.7931921,5.0406322,0.8959429,1.1534441e-06,-1.5294514e-06,-1.5243683e-06,0.0015109793,0.00056784524,0.0013607566,0.16380014,-0.06229999,-0.12175663,0.0,0.0,0.0,0.0,0.0,3.865516e-11,9.079744e-06,0.00018703009,3.532637e-05,3.5380976e-06,3.5367673e-06,2.4963354e-06,0.009229044,0.009229251,0.010769846,0.037449457,0.03744957,0.1518579,1.9555737e-11,1.9545787e-11,3.3491557e-11,0.0,0.0,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011595063,0.0018292221,0.0079329405,67109399,0.27367687,0.38968948,0.0022777454,0.015532323,0.04796062,0.04796062,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
483064869,-0.24613889,0.014708368,0.013800507,0.9690247,0.0043726554,0.015166671,0.02092764,-2.7826126,5.0444236,0.9005488,1.1477213e-06,-1.5223072e-06,-1.5081906e-06,0.0015109793,0.00056784524,0.0013595796,0.16380014,-0.06229999,-0.12175663,0.0,0.0,0.0,0.0,0.0,3.782568e-11,9.3159e-06,0.00018753935,3.529079e-05,3.548968e-06,3.5476958e-06,2.4932517e-06,0.009275566,0.009275778,0.010850957,0.037716087,0.037716202,0.15377502,1.956725e-11,1.9557302e-11,3.3477842e-11,0.0,0.0,5.0000452e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.947974e-05,0.0021148566,0.00641209,67109399,0.27464938,0.39214158,0.00087102817,0.017408326,0.047597338,0.047597338,0.0,0.0,0.0,0.0,64,0,0,895,24,0,0,0,0,0,0,0
483265343,-0.24608265,0.014678035,0.013825781,0.96903914,0.0047116945,0.015983336,0.021784997,-2.7689402,5.048879,0.9054775,1.1327163e-06,-1.5358029e-06,-1.4830707e-06,0.0015109793,0.00056784524,0.0013581881,0.16380014,-0.06229999,-0.12175663,0.0,0.0,0.0,0.0,0.0,3.5409637e-11,9.080492e-06,0.00018281651,3.5287427e-05,3.550833e-06,3.5495452e-06,2.4924898e-06,0.00928523,0.009285448,0.010837125,0.037729677,0.037729785,0.15324742,1.9569358e-11,1.955939e-11,3.3476364e-11,0.0,0.0,5.000027e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012837994,0.0015222076,0.0046651196,67109399,0.27469885,0.3914683,0.010458446,0.012533307,0.0511278,0.0511278,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
483465818,-0.2460678,0.014669194,0.013808264,0.96904325,0.0048720874,0.016909385,0.01975701,-2.7562935,5.053512,0.9037628,1.1188476e-06,-1.541434e-06,-1.4820198e-06,0.0015109793,0.00056784524,0.0013586023,0.16380014,-0.06229999,-0.12175663,0.0,0.0,0.0,0.0,0.0,3.615953e-11,8.8144125e-06,0.00018424676,3.5284043e-05,3.5500286e-06,3.5487813e-06,2.4917767e-06,0.009282865,0.009283084,0.010820929,0.03771457,0.037714694,0.15272133,1.9568546e-11,1.9558558e-11,3.3474886e-11,0.0,0.0,5.000018e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.421061e-05,0.0016536027,0.005649145,67109399,0.27464387,0.39079577,0.011673367,0.011672741,0.050329756,0.050329756,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
483666330,-0.24600409,0.014680927,0.013807729,0.96905935,0.0056939307,0.015163077,0.018265238,-2.7423725,5.055962,0.89802223,1.0868546e-06,-1.542853e-06,-1.4712206e-06,0.0015109793,0.00056784524,0.0013596754,0.16380014,-0.06229999,-0.12175663,0.0,0.0,0.0,0.0,0.0,3.5660433e-11,8.702052e-06,0.00019781681,3.5281315e-05,3.5515295e-06,3.5503433e-06,2.4904534e-06,0.009292116,0.009292333,0.010807211,0.037729066,0.037729193,0.15220113,1.9570257e-11,1.9560253e-11,3.3473457e-11,0.0,0.0,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011578524,0.0017140608,0.008325223,67109399,0.27469668,0.39012963,0.011942433,0.016473265,0.053249933,0.053249933,0.0,0.0,0.0,0.0,64,0,0,895,24,0,0,0,0,0,0,0
