timestamp,timestamp_sample,vibe[0],vibe[1],vibe[2],output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
1729122726,1729121547,5.9722627e-10,2.2162632e-05,0.0004927861,0.00016155826,0.0034068648,0.0059254435,68157975,0,0.23272012,0.39002824,0.013304329,0.020117788,0.019598564,1.1754944e-38,0.0,0.0,0.0,0.0,3801098,3801098,3997714,527625,0,0,895,2,1,2,0,9,0,0,0,0,0,0,0
1729322649,1729321325,1.3131208e-09,3.4886827e-05,0.00078095926,0.0001497444,0.0031517197,0.0068886406,1049111,0,0.23274668,0.38935414,0.044670153,0.017519211,0.016930463,1.1754944e-38,0.0,0.0,0.0,0.0,3801098,3801098,3997714,527625,0,0,895,2,1,2,0,9,0,0,0,0,0,0,0
1729522808,1729521103,4.2814423e-09,8.435373e-05,0.0014433526,0.00020581791,0.00458145,0.008978885,1049111,0,0.2328133,0.38868806,0.020827955,0.02753819,0.014754808,1.1754944e-38,0.0,0.0,0.0,0.0,3801098,3801098,3997714,527625,0,0,895,2,1,2,0,9,0,0,0,0,0,0,0
1729722206,1729720879,6.237166e-09,0.00012340321,0.0023024338,0.00020866061,0.0043591233,0.008121956,1049111,0,0.23295557,0.3880216,0.023064738,0.019728836,0.013036565,1.1754944e-38,0.0,0.0,0.0,0.0,3801098,3801098,3997714,527625,0,0,895,2,1,2,0,9,0,0,0,0,0,0,0
1729922064,1729920657,8.430492e-09,0.00015460805,0.003350446,9.9010584e-05,0.00308431,0.0071731936,1049111,0,0.23312107,0.38975734,0.0028054076,0.018676251,0.013971472,1.1754944e-38,0.0,0.0,0.0,0.0,3801098,3801098,3997714,527625,0,0,895,2,1,2,0,9,0,0,0,0,0,0,0
1730121736,1730120435,2.4243738e-08,0.0002480036,0.005617251,7.6179924e-05,0.0029644773,0.005688545,1049239,0,0.23330565,0.38907835,0.00976008,0.01855907,0.015115195,1.1754944e-38,0.0,0.0,0.0,0.0,3801098,3801098,3997714,527625,0,0,895,2,1,2,0,9,0,0,0,0,0,0,0
1730321415,1730320213,1.2616351e-07,0.00065378775,0.02189219,8.27062e-05,0.0021990098,0.0035261984,1049239,0,0.23350608,0.3884076,0.04182911,0.012403812,0.013689027,1.1754944e-38,0.0,0.0,0.0,0.0,3801098,3801098,3997714,527625,0,0,895,2,1,2,0,9,0,0,0,0,0,0,0
1730526274,1730524985,1.4563985e-07,0.0009430003,0.0351771,0.00016238779,0.0025251058,0.005409156,1049239,0,0.23371984,0.39013842,0.011926015,0.018351328,0.015393111,1.1754944e-38,0.0,0.0,0.0,0.0,3801098,3801098,3997714,527625,0,0,895,2,1,2,0,9,0,0,0,0,0,0,0
1730726065,1730724762,1.8409555e-07,0.0014582578,0.048318908,0.000106316875,0.0026846563,0.006391681,1049239,0,0.23395506,0.38947976,0.016523957,0.024494883,0.016949294,1.1754944e-38,0.0,0.0,0.0,0.0,3801098,3801098,3997714,527625,0,0,895,2,1,2,0,9,0,0,0,0,0,0,0
1730925914,1730924540,1.9759909e-07,0.0015700595,0.052679207,0.00018207854,0.003976378,0.007145501,1049239,0,0.23420487,0.3888203,0.04185124,0.030207027,0.018399639,1.1754944e-38,0.0,0.0,0.0,0.0,3801098,3801098,3997714,527625,0,0,895,2,1,2,0,9,0,0,0,0,0,0,0
1731126142,1731124317,4.5188622e-07,0.0015751792,0.05297309,0.00020936834,0.0038809122,0.008816606,1049239,0,0.23450677,0.38816014,0.036552645,0.031221414,0.016062072,1.1754944e-38,0.0,0.0,0.0,0.0,3801098,3801098,3997714,527625,0,0,895,2,1,2,0,9,0,0,0,0,0,0,0
1731325822,1731324094,8.998372e-07,0.0021266125,0.054157622,0.00012909024,0.015637089,0.037135284,1049239,0,0.23480088,0.38990447,0.0035596727,0.11907607,0.021424128,1.1754944e-38,0.0,0.0,0.0,0.0,3801098,3801098,3997714,527625,0,0,895,2,1,2,0,9,0,0,0,0,0,0,0
1731525621,1731523880,9.501217e-07,0.0021431542,0.051001534,0.00027037188,0.023599073,0.054364547,1049239,0,0.23519364,0.38924712,0.036832128,0.15154642,0.015106905,1.1754944e-38,0.0,0.0,0.0,0.0,3801098,3801098,3997714,527625,0,0,895,2,1,2,0,9,0,0,0,0,0,0,0
