timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
557373980,1,0,1,0,0,0,0,0
557875433,1,0,1,0,0,0,0,0
558386307,1,0,1,0,0,0,0,0
558894382,1,0,1,0,0,0,0,0
559403941,1,0,1,0,0,0,0,0
559914756,1,0,1,0,0,0,0,0
560425347,1,0,1,0,0,0,0,0
560934996,1,0,1,0,0,0,0,0
561445313,1,0,1,0,0,0,0,0
561954096,1,0,1,0,0,0,0,0
562464225,1,0,1,0,0,0,0,0
562972607,1,0,1,0,0,0,0,0
563483232,1,0,1,0,0,0,0,0
563993023,1,0,1,0,0,0,0,0
564503947,1,0,1,0,0,0,0,0
565010940,1,0,1,0,0,0,0,0
565521143,1,0,1,0,0,0,0,0
566029945,1,0,1,0,0,0,0,0
566540232,1,0,1,0,0,0,0,0
567049988,1,0,1,0,0,0,0,0
567395560,0,0,1,0,0,0,0,0
567899011,0,0,1,0,0,0,0,0
