timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
704700443,1,0,1,0,0,0,0,0
705203129,1,0,1,0,0,0,0,0
705712971,1,0,1,0,0,0,0,0
706213987,1,0,1,0,0,0,0,0
706722940,1,0,1,0,0,0,0,0
707233196,1,0,1,0,0,0,0,0
707741944,1,0,1,0,0,0,0,0
708250982,1,0,1,0,0,0,0,0
708751115,1,0,1,0,0,0,0,0
709261044,1,0,1,0,0,0,0,0
709773334,1,0,1,0,0,0,0,0
710284081,1,0,1,0,0,0,0,0
710794296,1,0,1,0,0,0,0,0
711304073,1,0,1,0,0,0,0,0
711816263,1,0,1,0,0,0,0,0
712326940,1,0,1,0,0,0,0,0
712835940,1,0,1,0,0,0,0,0
713336945,1,0,1,0,0,0,0,0
713845943,1,0,1,0,0,0,0,0
714345986,1,0,1,0,0,0,0,0
714724338,0,0,1,0,0,0,0,0
715228938,0,0,1,0,0,0,0,0
