timestamp,armed_time_ms,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
58884760,58884,1,1,1,0,0,0,0,0
59391082,58884,1,1,1,0,0,0,0,0
59900221,58884,1,1,1,0,0,0,0,0
60407199,58884,1,1,1,0,0,0,0,0
60914081,58884,1,1,1,0,0,0,0,0
61421124,58884,1,1,1,0,0,0,0,0
61929155,58884,1,1,1,0,0,0,0,0
62436363,58884,1,1,1,0,0,0,0,0
62944082,58884,1,1,1,0,0,0,0,0
63444114,58884,1,1,1,0,0,0,0,0
63951148,58884,1,1,1,0,0,0,0,0
64458243,58884,1,1,1,0,0,0,0,0
64965087,58884,1,1,1,0,0,0,0,0
65473119,58884,1,1,1,0,0,0,0,0
65980158,58884,1,1,1,0,0,0,0,0
66489392,58884,1,1,1,0,0,0,0,0
66997090,58884,1,1,1,0,0,0,0,0
67506215,58884,1,1,1,0,0,0,0,0
68013116,58884,1,1,1,0,0,0,0,0
68521182,58884,1,1,1,0,0,0,0,0
68941228,0,0,1,1,0,0,0,0,0
69442126,0,0,1,1,0,0,0,0,0
