timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
28411722,1,0,1,0,0,0,0,0
28916033,1,0,1,0,0,0,0,0
29420583,1,0,1,0,0,0,0,0
29931338,1,0,1,0,0,0,0,0
30437941,1,0,1,0,0,0,0,0
30948941,1,0,1,0,0,0,0,0
31458154,1,0,1,0,0,0,0,0
31967945,1,0,1,0,0,0,0,0
32476150,1,0,1,0,0,0,0,0
32976986,1,0,1,0,0,0,0,0
33487021,1,0,1,0,0,0,0,0
33988302,1,0,1,0,0,0,0,0
34496936,1,0,1,0,0,0,0,0
35007410,1,0,1,0,0,0,0,0
35516362,1,0,1,0,0,0,0,0
35947161,0,0,1,0,0,0,0,0
36453005,0,0,1,0,0,0,0,0
