timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
29140135,1,0,1,0,0,0,0,0
29640256,1,0,1,0,0,0,0,0
30151204,1,0,1,0,0,0,0,0
30662077,1,0,1,0,0,0,0,0
31163020,1,0,1,0,0,0,0,0
31664979,1,0,1,0,0,0,0,0
32165021,1,0,1,0,0,0,0,0
32676678,1,0,1,0,0,0,0,0
33185791,1,0,1,0,0,0,0,0
33695254,1,0,1,0,0,0,0,0
34204977,1,0,1,0,0,0,0,0
34715024,1,0,1,0,0,0,0,0
35215154,1,0,1,0,0,0,0,0
35725019,1,0,1,0,0,0,0,0
36225229,1,0,1,0,0,0,0,0
36737288,1,0,1,0,0,0,0,0
37239229,1,0,1,0,0,0,0,0
37740215,1,0,1,0,0,0,0,0
38250946,1,0,1,0,0,0,0,0
38760939,1,0,1,0,0,0,0,0
38839345,1,0,1,0,1,0,0,0
39347982,1,0,1,0,1,0,0,0
39858163,1,0,1,0,1,0,0,0
40368940,1,0,1,0,1,0,0,0
40869024,1,0,1,0,1,0,0,0
41370229,1,0,1,0,1,0,0,0
41873009,1,0,1,0,1,0,0,0
42374185,1,0,1,0,1,0,0,0
42883939,1,0,1,0,1,0,0,0
43393937,1,0,1,0,1,0,0,0
43850742,0,0,1,0,1,0,0,0
44354938,0,0,1,0,1,0,0,0
