timestamp,armed_time_ms,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
467060117,467060,1,1,1,0,0,0,0,0
467565107,467060,1,1,1,0,0,0,0,0
468071129,467060,1,1,1,0,0,0,0,0
468581298,467060,1,1,1,0,0,0,0,0
469089082,467060,1,1,1,0,0,0,0,0
469597185,467060,1,1,1,0,0,0,0,0
470103281,467060,1,1,1,0,0,0,0,0
470609082,467060,1,1,1,0,0,0,0,0
471116339,467060,1,1,1,0,0,0,0,0
471623501,467060,1,1,1,0,0,0,0,0
472129105,467060,1,1,1,0,0,0,0,0
472636524,467060,1,1,1,0,0,0,0,0
473144081,467060,1,1,1,0,0,0,0,0
473651140,467060,1,1,1,0,0,0,0,0
474158082,467060,1,1,1,0,0,0,0,0
474665108,467060,1,1,1,0,0,0,0,0
475175307,467060,1,1,1,0,0,0,0,0
475681083,467060,1,1,1,0,0,0,0,0
476188200,467060,1,1,1,0,0,0,0,0
476695905,467060,1,1,1,0,0,0,0,0
477114257,0,0,1,1,0,0,0,0,0
477615244,0,0,1,1,0,0,0,0,0
