timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
172186111,1,0,1,0,0,0,0,0
172690165,1,0,1,0,0,0,0,0
173196744,1,0,1,0,0,0,0,0
173696938,1,0,1,0,0,0,0,0
174205941,1,0,1,0,0,0,0,0
174715985,1,0,1,0,0,0,0,0
175227766,1,0,1,0,0,0,0,0
175404681,1,0,1,0,0,0,0,0
175914059,1,0,1,0,0,0,0,0
176414147,1,0,1,0,0,0,0,0
176915982,1,0,1,0,0,0,0,0
177425980,1,0,1,0,0,0,0,0
177936943,1,0,1,0,0,0,0,0
178447558,1,0,1,0,0,0,0,0
178956947,1,0,1,0,0,0,0,0
179466206,1,0,1,0,0,0,0,0
179975947,1,0,1,0,0,0,0,0
180487303,1,0,1,0,0,0,0,0
180997075,1,0,1,0,0,0,0,0
181507950,1,0,1,0,0,0,0,0
182010981,1,0,1,0,0,0,0,0
182514058,1,0,1,0,0,0,0,0
183014351,1,0,1,0,0,0,0,0
183514949,1,0,1,0,0,0,0,0
184016791,1,0,1,0,0,0,0,0
184526344,1,0,1,0,0,0,0,0
185035950,1,0,1,0,0,0,0,0
185536973,1,0,1,0,0,0,0,0
186036994,1,0,1,0,0,0,0,0
186547941,1,0,1,0,0,0,0,0
187057276,1,0,1,0,0,0,0,0
187567989,1,0,1,0,0,0,0,0
188078950,1,0,1,0,0,0,0,0
188587938,1,0,1,0,0,0,0,0
189088024,1,0,1,0,0,0,0,0
189597942,1,0,1,0,0,0,0,0
190097987,1,0,1,0,0,0,0,0
190608108,1,0,1,0,0,0,0,0
191117413,1,0,1,0,0,0,0,0
191617955,1,0,1,0,0,0,0,0
192121941,1,0,1,0,0,0,0,0
192624269,1,0,1,0,0,0,0,0
193132944,1,0,1,0,0,0,0,0
193633072,1,0,1,0,0,0,0,0
194141190,1,0,1,0,0,0,0,0
194649948,1,0,1,0,0,0,0,0
195154058,1,0,1,0,0,0,0,0
195659546,1,0,1,0,0,0,0,0
196170191,1,0,1,0,0,0,0,0
196676252,1,0,1,0,0,0,0,0
197186988,1,0,1,0,0,0,0,0
197695811,1,0,1,0,0,0,0,0
198209295,1,0,1,0,0,0,0,0
198710982,1,0,1,0,0,0,0,0
199211025,1,0,1,0,0,0,0,0
199720986,1,0,1,0,0,0,0,0
200222908,1,0,1,0,0,0,0,0
200732899,1,0,1,0,0,0,0,0
201242941,1,0,1,0,0,0,0,0
201742986,1,0,1,0,0,0,0,0
202252942,1,0,1,0,0,0,0,0
202465536,1,0,1,0,0,0,0,0
202974941,1,0,1,0,0,0,0,0
203475181,1,0,1,0,0,0,0,0
203983226,1,0,1,0,0,0,0,0
204494106,1,0,1,0,0,0,0,0
204994168,1,0,1,0,0,0,0,0
205502944,1,0,1,0,0,0,0,0
206002974,1,0,1,0,0,0,0,0
206505936,1,0,1,0,0,0,0,0
207005958,1,0,1,0,0,0,0,0
207518274,1,0,1,0,0,0,0,0
208020964,1,0,1,0,0,0,0,0
208527981,1,0,1,0,0,0,0,0
209037214,1,0,1,0,0,0,0,0
209540813,1,0,1,0,0,0,0,0
210041080,1,0,1,0,0,0,0,0
210546018,1,0,1,0,0,0,0,0
211049203,1,0,1,0,0,0,0,0
211552032,1,0,1,0,0,0,0,0
212052069,1,0,1,0,0,0,0,0
212555942,1,0,1,0,0,0,0,0
213067654,1,0,1,0,0,0,0,0
213578161,1,0,1,0,0,0,0,0
214086940,1,0,1,0,0,0,0,0
214596946,1,0,1,0,0,0,0,0
215100174,1,0,1,0,0,0,0,0
215611021,1,0,1,0,0,0,0,0
216112169,1,0,1,0,0,0,0,0
216620939,1,0,1,0,0,0,0,0
217120981,1,0,1,0,0,0,0,0
217621033,1,0,1,0,0,0,0,0
218131021,1,0,1,0,0,0,0,0
218642107,1,0,1,0,0,0,0,0
219151997,1,0,1,0,0,0,0,0
219262974,1,0,1,0,0,0,0,0
219774913,1,0,1,0,0,0,0,0
220285318,1,0,1,0,0,0,0,0
220795941,1,0,1,0,0,0,0,0
221239312,0,0,1,0,0,0,0,0
221747167,0,0,1,0,0,0,0,0
