timestamp,armed_time_ms,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
481013131,481013,1,1,1,0,0,0,0,0
481520104,481013,1,1,1,0,0,0,0,0
482027117,481013,1,1,1,0,0,0,0,0
482535299,481013,1,1,1,0,0,0,0,0
483042082,481013,1,1,1,0,0,0,0,0
483551116,481013,1,1,1,0,0,0,0,0
484057141,481013,1,1,1,0,0,0,0,0
484564118,481013,1,1,1,0,0,0,0,0
485070235,481013,1,1,1,0,0,0,0,0
485578083,481013,1,1,1,0,0,0,0,0
486086424,481013,1,1,1,0,0,0,0,0
486592257,481013,1,1,1,0,0,0,0,0
487098119,481013,1,1,1,0,0,0,0,0
487605141,481013,1,1,1,0,0,0,0,0
488113166,481013,1,1,1,0,0,0,0,0
488620082,481013,1,1,1,0,0,0,0,0
489127083,481013,1,1,1,0,0,0,0,0
489634085,481013,1,1,1,0,0,0,0,0
490141083,481013,1,1,1,0,0,0,0,0
490649164,481013,1,1,1,0,0,0,0,0
491157140,481013,1,1,1,0,0,0,0,0
491664085,481013,1,1,1,0,0,0,0,0
492172087,481013,1,1,1,0,0,0,0,0
492679468,481013,1,1,1,0,0,0,0,0
493186182,481013,1,1,1,0,0,0,0,0
493694132,481013,1,1,1,0,0,0,0,0
494202081,481013,1,1,1,0,0,0,0,0
494708702,481013,1,1,1,0,0,0,0,0
495215484,481013,1,1,1,0,0,0,0,0
495721099,481013,1,1,1,0,0,0,0,0
496229083,481013,1,1,1,0,0,0,0,0
496735082,481013,1,1,1,0,0,0,0,0
497243117,481013,1,1,1,0,0,0,0,0
497750304,481013,1,1,1,0,0,0,0,0
498258081,481013,1,1,1,0,0,0,0,0
498765082,481013,1,1,1,0,0,0,0,0
499272297,481013,1,1,1,0,0,0,0,0
499415137,0,0,1,1,0,0,0,0,0
499926492,0,0,1,1,0,0,0,0,0
