timestamp,armed_time_ms,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
78715280,78715,1,1,1,0,0,0,0,0
79219504,78715,1,1,1,0,0,0,0,0
79726080,78715,1,1,1,0,0,0,0,0
80233082,78715,1,1,1,0,0,0,0,0
80741124,78715,1,1,1,0,0,0,0,0
81249128,78715,1,1,1,0,0,0,0,0
81755283,78715,1,1,1,0,0,0,0,0
82264140,78715,1,1,1,0,0,0,0,0
82771844,78715,1,1,1,0,0,0,0,0
83277486,78715,1,1,1,0,0,0,0,0
83784237,78715,1,1,1,0,0,0,0,0
84291105,78715,1,1,1,0,0,0,0,0
84798386,78715,1,1,1,0,0,0,0,0
85305237,78715,1,1,1,0,0,0,0,0
85812117,78715,1,1,1,0,0,0,0,0
86320131,78715,1,1,1,0,0,0,0,0
86827081,78715,1,1,1,0,0,0,0,0
87333082,78715,1,1,1,0,0,0,0,0
87839081,78715,1,1,1,0,0,0,0,0
88346121,78715,1,1,1,0,0,0,0,0
88853082,78715,1,1,1,0,0,0,0,0
89362081,78715,1,1,1,0,0,0,0,0
89868084,78715,1,1,1,0,0,0,0,0
90375243,78715,1,1,1,0,0,0,0,0
90882178,78715,1,1,1,0,0,0,0,0
91389081,78715,1,1,1,0,0,0,0,0
91895253,78715,1,1,1,0,0,0,0,0
92402110,78715,1,1,1,0,0,0,0,0
92710342,0,0,1,1,0,0,0,0,0
92979211,0,0,1,1,0,1,0,0,0
93490109,0,0,1,1,0,1,0,0,0
