timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
629580832,1,0,1,0,0,0,0,0
630086212,1,0,1,0,0,0,0,0
630589574,1,0,1,0,0,0,0,0
631098989,1,0,1,0,0,0,0,0
631609989,1,0,1,0,0,0,0,0
632117984,1,0,1,0,0,0,0,0
632627940,1,0,1,0,0,0,0,0
633135940,1,0,1,0,0,0,0,0
633645945,1,0,1,0,0,0,0,0
634154133,1,0,1,0,0,0,0,0
634664132,1,0,1,0,0,0,0,0
635177685,1,0,1,0,0,0,0,0
635683063,1,0,1,0,0,0,0,0
636187981,1,0,1,0,0,0,0,0
636693426,1,0,1,0,0,0,0,0
637202940,1,0,1,0,0,0,0,0
637707163,1,0,1,0,0,0,0,0
638215943,1,0,1,0,0,0,0,0
638726150,1,0,1,0,0,0,0,0
639234425,1,0,1,0,0,0,0,0
639744236,1,0,1,0,0,0,0,0
640254084,1,0,1,0,0,0,0,0
640759091,1,0,1,0,0,0,0,0
641267187,1,0,1,0,0,0,0,0
641778004,1,0,1,0,0,0,0,0
642288073,1,0,1,0,0,0,0,0
642796984,1,0,1,0,0,0,0,0
643297947,1,0,1,0,0,0,0,0
643807086,1,0,1,0,0,0,0,0
644318074,1,0,1,0,0,0,0,0
644827479,1,0,1,0,0,0,0,0
645328084,1,0,1,0,0,0,0,0
645838938,1,0,1,0,0,0,0,0
646349946,1,0,1,0,0,0,0,0
646857942,1,0,1,0,0,0,0,0
647358946,1,0,1,0,0,0,0,0
647867947,1,0,1,0,0,0,0,0
648379476,1,0,1,0,0,0,0,0
648879968,1,0,1,0,0,0,0,0
649380136,1,0,1,0,0,0,0,0
649545179,1,0,1,0,0,0,0,0
650055057,1,0,1,0,0,0,0,0
650563947,1,0,1,0,0,0,0,0
651074184,1,0,1,0,0,0,0,0
651185292,0,0,1,0,0,0,0,0
651694053,0,0,1,0,0,0,0,0
