timestamp,armed_time_ms,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
23755996,23755,1,1,1,0,0,0,0,0
24258257,23755,1,1,1,0,0,0,0,0
24765083,23755,1,1,1,0,0,0,0,0
25273687,23755,1,1,1,0,0,0,0,0
25779248,23755,1,1,1,0,0,0,0,0
26287083,23755,1,1,1,0,0,0,0,0
26794225,23755,1,1,1,0,0,0,0,0
27301240,23755,1,1,1,0,0,0,0,0
27807274,23755,1,1,1,0,0,0,0,0
28315102,23755,1,1,1,0,0,0,0,0
28822169,23755,1,1,1,0,0,0,0,0
29329103,23755,1,1,1,0,0,0,0,0
29836083,23755,1,1,1,0,0,0,0,0
30343274,23755,1,1,1,0,0,0,0,0
30850083,23755,1,1,1,0,0,0,0,0
31357459,23755,1,1,1,0,0,0,0,0
31864245,23755,1,1,1,0,0,0,0,0
32371085,23755,1,1,1,0,0,0,0,0
32878141,23755,1,1,1,0,0,0,0,0
33386082,23755,1,1,1,0,0,0,0,0
33827703,0,0,1,1,0,0,0,0,0
34328086,0,0,1,1,0,0,0,0,0
