timestamp,armed_time_ms,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
582515079,582515,1,1,1,0,0,0,0,0
583020085,582515,1,1,1,0,0,0,0,0
583528459,582515,1,1,1,0,0,0,0,0
584037087,582515,1,1,1,0,0,0,0,0
584546086,582515,1,1,1,0,0,0,0,0
585053122,582515,1,1,1,0,0,0,0,0
585560121,582515,1,1,1,0,0,0,0,0
586068085,582515,1,1,1,0,0,0,0,0
586577086,582515,1,1,1,0,0,0,0,0
587083151,582515,1,1,1,0,0,0,0,0
587590132,582515,1,1,1,0,0,0,0,0
588097089,582515,1,1,1,0,0,0,0,0
588605284,582515,1,1,1,0,0,0,0,0
589113241,582515,1,1,1,0,0,0,0,0
589623024,582515,1,1,1,0,0,0,0,0
590130080,582515,1,1,1,0,0,0,0,0
590639148,582515,1,1,1,0,0,0,0,0
591146570,582515,1,1,1,0,0,0,0,0
591652595,582515,1,1,1,0,0,0,0,0
592137244,582515,1,1,1,0,0,0,0,0
592578332,0,0,1,1,0,0,0,0,0
593081031,0,0,1,1,0,0,0,0,0
