timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
382316359,1,0,1,0,0,0,0,0
382827038,1,0,1,0,0,0,0,0
383337015,1,0,1,0,0,0,0,0
383847980,1,0,1,0,0,0,0,0
384358943,1,0,1,0,0,0,0,0
384869112,1,0,1,0,0,0,0,0
385378940,1,0,1,0,0,0,0,0
385879189,1,0,1,0,0,0,0,0
386388940,1,0,1,0,0,0,0,0
386888985,1,0,1,0,0,0,0,0
387397941,1,0,1,0,0,0,0,0
387898216,1,0,1,0,0,0,0,0
388409308,1,0,1,0,0,0,0,0
388919940,1,0,1,0,0,0,0,0
389430015,1,0,1,0,0,0,0,0
389940059,1,0,1,0,0,0,0,0
390443172,1,0,1,0,0,0,0,0
390952822,1,0,1,0,0,0,0,0
391453239,1,0,1,0,0,0,0,0
391961970,1,0,1,0,0,0,0,0
392462197,1,0,1,0,0,0,0,0
392972979,1,0,1,0,0,0,0,0
393476238,1,0,1,0,0,0,0,0
393985982,1,0,1,0,0,0,0,0
394496190,1,0,1,0,0,0,0,0
395007344,1,0,1,0,0,0,0,0
395507986,1,0,1,0,0,0,0,0
396016694,1,0,1,0,0,0,0,0
396519945,1,0,1,0,0,0,0,0
397028944,1,0,1,0,0,0,0,0
397530943,1,0,1,0,0,0,0,0
398036363,1,0,1,0,0,0,0,0
398545980,1,0,1,0,0,0,0,0
399046989,1,0,1,0,0,0,0,0
399557331,1,0,1,0,0,0,0,0
400067940,1,0,1,0,0,0,0,0
400577941,1,0,1,0,0,0,0,0
401078002,1,0,1,0,0,0,0,0
401580206,1,0,1,0,0,0,0,0
402090967,1,0,1,0,0,0,0,0
402601949,1,0,1,0,0,0,0,0
403112146,1,0,1,0,0,0,0,0
403621940,1,0,1,0,0,0,0,0
404131021,1,0,1,0,0,0,0,0
404642601,1,0,1,0,0,0,0,0
405152513,1,0,1,0,0,0,0,0
405663116,1,0,1,0,0,0,0,0
406174066,1,0,1,0,0,0,0,0
406675957,1,0,1,0,0,0,0,0
406931110,1,0,1,0,1,0,0,0
407431219,1,0,1,0,1,0,0,0
407940940,1,0,1,0,1,0,0,0
408450952,1,0,1,0,1,0,0,0
408950979,1,0,1,0,1,0,0,0
409085750,0,0,1,0,1,0,0,0
409593063,0,0,1,0,1,0,0,0
