timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
546779419,1,0,1,0,0,0,0,0
547284120,1,0,1,0,0,0,0,0
547789847,1,0,1,0,0,0,0,0
548289943,1,0,1,0,0,0,0,0
548789983,1,0,1,0,0,0,0,0
549290160,1,0,1,0,0,0,0,0
549800947,1,0,1,0,0,0,0,0
550301996,1,0,1,0,0,0,0,0
550812107,1,0,1,0,0,0,0,0
551321943,1,0,1,0,0,0,0,0
551833818,1,0,1,0,0,0,0,0
552344423,1,0,1,0,0,0,0,0
552854114,1,0,1,0,0,0,0,0
553354265,1,0,1,0,0,0,0,0
553862945,1,0,1,0,0,0,0,0
554375416,1,0,1,0,0,0,0,0
554877947,1,0,1,0,0,0,0,0
555387983,1,0,1,0,0,0,0,0
555888148,1,0,1,0,0,0,0,0
556397942,1,0,1,0,0,0,0,0
556798592,0,0,1,0,0,0,0,0
557304196,0,0,1,0,0,0,0,0
