timestamp,armed_time_ms,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
43259989,43259,1,1,1,0,0,0,0,0
43764078,43259,1,1,1,0,0,0,0,0
44272343,43259,1,1,1,0,0,0,0,0
44779078,43259,1,1,1,0,0,0,0,0
45285281,43259,1,1,1,0,0,0,0,0
45792136,43259,1,1,1,0,0,0,0,0
46298175,43259,1,1,1,0,0,0,0,0
46805379,43259,1,1,1,0,0,0,0,0
47312082,43259,1,1,1,0,0,0,0,0
47820280,43259,1,1,1,0,0,0,0,0
48328079,43259,1,1,1,0,0,0,0,0
48834205,43259,1,1,1,0,0,0,0,0
49220317,0,0,1,1,0,0,0,0,0
49731388,0,0,1,1,0,0,0,0,0
