timestamp,armed_time_ms,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
42202934,42202,1,1,1,0,0,0,0,0
42707143,42202,1,1,1,0,0,0,0,0
43215118,42202,1,1,1,0,0,0,0,0
43723386,42202,1,1,1,0,0,0,0,0
44230140,42202,1,1,1,0,0,0,0,0
44736088,42202,1,1,1,0,0,0,0,0
45245331,42202,1,1,1,0,0,0,0,0
45753238,42202,1,1,1,0,0,0,0,0
46262084,42202,1,1,1,0,0,0,0,0
46768288,42202,1,1,1,0,0,0,0,0
47276106,42202,1,1,1,0,0,0,0,0
47783434,42202,1,1,1,0,0,0,0,0
48289823,42202,1,1,1,0,0,0,0,0
48795333,42202,1,1,1,0,0,0,0,0
49302079,42202,1,1,1,0,0,0,0,0
49808119,42202,1,1,1,0,0,0,0,0
50317089,42202,1,1,1,0,0,0,0,0
50825090,42202,1,1,1,0,0,0,0,0
51331264,42202,1,1,1,0,0,0,0,0
51839088,42202,1,1,1,0,0,0,0,0
52346171,42202,1,1,1,0,0,0,0,0
52853648,42202,1,1,1,0,0,0,0,0
53360426,42202,1,1,1,0,0,0,0,0
53867145,42202,1,1,1,0,0,0,0,0
54373187,42202,1,1,1,0,0,0,0,0
54880084,42202,1,1,1,0,0,0,0,0
55387118,42202,1,1,1,0,0,0,0,0
55894188,42202,1,1,1,0,0,0,0,0
56400197,42202,1,1,1,0,0,0,0,0
56907516,42202,1,1,1,0,0,0,0,0
57415106,42202,1,1,1,0,0,0,0,0
57922118,42202,1,1,1,0,0,0,0,0
58429087,42202,1,1,1,0,0,0,0,0
58936439,42202,1,1,1,0,0,0,0,0
59443429,42202,1,1,1,0,0,0,0,0
59949117,42202,1,1,1,0,0,0,0,0
60457086,42202,1,1,1,0,0,0,0,0
60963188,42202,1,1,1,0,0,0,0,0
61470189,42202,1,1,1,0,0,0,0,0
61976103,42202,1,1,1,0,0,0,0,0
62483700,42202,1,1,1,0,0,0,0,0
62990347,42202,1,1,1,0,0,0,0,0
63498088,42202,1,1,1,0,0,0,0,0
64007161,42202,1,1,1,0,0,0,0,0
64513669,42202,1,1,1,0,0,0,0,0
65022085,42202,1,1,1,0,0,0,0,0
65530143,42202,1,1,1,0,0,0,0,0
66038266,42202,1,1,1,0,0,0,0,0
66545086,42202,1,1,1,0,0,0,0,0
67053447,42202,1,1,1,0,0,0,0,0
67561180,42202,1,1,1,0,0,0,0,0
68067162,42202,1,1,1,0,0,0,0,0
68575166,42202,1,1,1,0,0,0,0,0
68675286,42202,1,1,1,0,1,0,0,0
69181373,42202,1,1,1,0,1,0,0,0
69690084,42202,1,1,1,0,1,0,0,0
70197090,42202,1,1,1,0,1,0,0,0
70704101,42202,1,1,1,0,1,0,0,0
71210119,42202,1,1,1,0,1,0,0,0
71717206,42202,1,1,1,0,1,0,0,0
72225146,42202,1,1,1,0,1,0,0,0
72732099,42202,1,1,1,0,1,0,0,0
73239088,42202,1,1,1,0,1,0,0,0
73691375,0,0,1,1,0,1,0,0,0
74192212,0,0,1,1,0,1,0,0,0
