timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
587288799,1,0,1,0,0,0,0,0
587789940,1,0,1,0,0,0,0,0
588300030,1,0,1,0,0,0,0,0
588800943,1,0,1,0,0,0,0,0
589301062,1,0,1,0,0,0,0,0
589813497,1,0,1,0,0,0,0,0
590324170,1,0,1,0,0,0,0,0
590834985,1,0,1,0,0,0,0,0
591346864,1,0,1,0,0,0,0,0
591856982,1,0,1,0,0,0,0,0
592368189,1,0,1,0,0,0,0,0
592879270,1,0,1,0,0,0,0,0
593389941,1,0,1,0,0,0,0,0
593899943,1,0,1,0,0,0,0,0
594409941,1,0,1,0,0,0,0,0
594920943,1,0,1,0,0,0,0,0
595428951,1,0,1,0,0,0,0,0
595938988,1,0,1,0,0,0,0,0
596447982,1,0,1,0,0,0,0,0
596957966,1,0,1,0,0,0,0,0
597313408,0,0,1,0,0,0,0,0
597821131,0,0,1,0,0,0,0,0
