timestamp,armed_time_ms,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
1635530266,1635530,1,1,1,0,0,0,0,0
1636035082,1635530,1,1,1,0,0,0,0,0
1636543080,1635530,1,1,1,0,0,0,0,0
1637050079,1635530,1,1,1,0,0,0,0,0
1637557083,1635530,1,1,1,0,0,0,0,0
1638064371,1635530,1,1,1,0,0,0,0,0
1638572181,1635530,1,1,1,0,0,0,0,0
1639079261,1635530,1,1,1,0,0,0,0,0
1639586080,1635530,1,1,1,0,0,0,0,0
1640095286,1635530,1,1,1,0,0,0,0,0
1640602230,1635530,1,1,1,0,0,0,0,0
1641108273,1635530,1,1,1,0,0,0,0,0
1641617090,1635530,1,1,1,0,0,0,0,0
1642124180,1635530,1,1,1,0,0,0,0,0
1642632496,1635530,1,1,1,0,0,0,0,0
1643140080,1635530,1,1,1,0,0,0,0,0
1643646234,1635530,1,1,1,0,0,0,0,0
1644153079,1635530,1,1,1,0,0,0,0,0
1644661079,1635530,1,1,1,0,0,0,0,0
1645168578,1635530,1,1,1,0,0,0,0,0
1645675268,1635530,1,1,1,0,0,0,0,0
1646184152,1635530,1,1,1,0,0,0,0,0
1646690120,1635530,1,1,1,0,0,0,0,0
1647197079,1635530,1,1,1,0,0,0,0,0
1647704085,1635530,1,1,1,0,0,0,0,0
1648211512,1635530,1,1,1,0,0,0,0,0
1648717967,1635530,1,1,1,0,0,0,0,0
1649224082,1635530,1,1,1,0,0,0,0,0
1649733116,1635530,1,1,1,0,0,0,0,0
1650239246,1635530,1,1,1,0,0,0,0,0
1650746217,1635530,1,1,1,0,0,0,0,0
1651254084,1635530,1,1,1,0,0,0,0,0
1651763081,1635530,1,1,1,0,0,0,0,0
1652270119,1635530,1,1,1,0,0,0,0,0
1652777091,1635530,1,1,1,0,0,0,0,0
1653284487,1635530,1,1,1,0,0,0,0,0
1653793081,1635530,1,1,1,0,0,0,0,0
1654299212,1635530,1,1,1,0,0,0,0,0
1654805082,1635530,1,1,1,0,0,0,0,0
1655312214,1635530,1,1,1,0,0,0,0,0
1655819345,1635530,1,1,1,0,0,0,0,0
1656326082,1635530,1,1,1,0,0,0,0,0
1656832082,1635530,1,1,1,0,0,0,0,0
1657230721,0,0,1,1,0,0,0,0,0
1657731310,0,0,1,1,0,0,0,0,0
